,country,total_works,topic_1,topic_2,topic_3,topic_4
0,US,323,0.21470279531105374,0.34603917761821357,0.4293170586278381,0.009940968442894726
1,JP,138,0.24849302983654434,0.2863098331763421,0.435909774264791,0.02928736272232238
2,CA,50,0.2211839276387222,0.3224779202703703,0.44404892792361567,0.012289224167291758
3,GB,33,0.205112065270781,0.35598506595678026,0.43110923279825436,0.007793635974184213
4,FR,14,0.21508661876759513,0.3203601022729714,0.4506529294929432,0.013900349466490125
5,KR,13,0.21124976399131848,0.31755425016447886,0.44697456774247696,0.02422141810172563
6,DE,7,0.2151702198668418,0.3348311084158321,0.43394020991641546,0.016058461800910542
7,ES,6,0.22426212601422932,0.30991266448404436,0.44151881209290794,0.024306397408818212
8,MX,6,0.2178404431219582,0.3236930017937934,0.43527995291287236,0.023186602171375914
