,country,total_works,topic_1,topic_2
0,US,2046,0.3902360433607365,0.6097639566392641
1,JP,1627,0.40827732414323736,0.5917226758567629
2,GB,536,0.3663562064115836,0.6336437935884157
3,CA,352,0.37345494582733885,0.6265450541726609
4,FR,198,0.3919405697163267,0.6080594302836729
5,DE,190,0.3771523560620717,0.6228476439379285
6,CN,172,0.3837209331766214,0.6162790668233786
7,SE,148,0.3702595972660516,0.6297404027339487
8,SG,128,0.37647193718551486,0.6235280628144853
