,country,total_works,topic_1,topic_2
0,JP,237,0.9987944544906571,0.0012055455093429772
1,US,197,0.9992748368382887,0.0007251631617113848
2,CA,48,0.9970238095238096,0.0029761904761904747
3,GB,35,0.9959183673469388,0.004081632653061222
4,CN,17,0.9915966386554622,0.008403361344537811
5,SG,14,0.9897959183673469,0.010204081632653057
6,DE,10,0.9857142857142858,0.01428571428571428
7,SE,9,1.0,0.0
8,FR,7,1.0,0.0
9,FI,6,1.0,0.0
