,country,total_works,topic_1,topic_2,topic_3
0,US,2046,0.4186668810311587,0.49463694128244434,0.08669617768639579
1,JP,1627,0.47758597577912604,0.46000970704245925,0.0624043171784135
2,GB,536,0.4245233041537339,0.486179796310795,0.08929689953547162
3,CA,352,0.3924487161342236,0.5055795311663618,0.1019717526994147
4,FR,198,0.38389844862153377,0.511154278090011,0.10494727328845534
5,DE,190,0.3738202995973854,0.523143720634186,0.10303597976842864
6,CN,172,0.48068618269652624,0.4553656215177631,0.06394819578571075
7,SE,148,0.3751119079542254,0.519412070245155,0.10547602180061952
8,SG,128,0.47976704438673573,0.45501341233643094,0.06521954327683342
