,country,total_works,topic_1,topic_2
0,US,2046,0.8925926715926837,0.10740732840731819
1,JP,1627,0.9097965861833307,0.0902034138166709
2,GB,536,0.8913462787374904,0.10865372126250981
3,CA,352,0.8951393671909145,0.10486063280908509
4,FR,198,0.8782778650097472,0.12172213499025279
5,DE,190,0.885973083050103,0.11402691694989715
6,CN,172,0.9000004964757784,0.09999950352422153
7,SE,148,0.8838169650409052,0.11618303495909504
8,SG,128,0.9002239397352524,0.09977606026474767
