,country,total_works,topic_1,topic_2
0,US,323,0.947589562140646,0.05241043785935422
1,JP,138,0.9665286404416835,0.033471359558316066
2,CA,50,0.9371428571428575,0.06285714285714282
3,GB,33,0.9444444444444444,0.055555555555555525
4,FR,14,0.9523809523809524,0.0476190476190476
5,KR,13,1.0,0.0
6,DE,7,1.0,0.0
7,ES,6,0.9722222222222223,0.027777777777777766
8,MX,6,0.9722222222222223,0.027777777777777766
