,country,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0,US,2046,0.3080847289704213,0.2513006138132123,0.1625865747749219,0.03426906821491778,0.17062075403412535,0.017262782711505546,0.05587547748089456
1,JP,1627,0.3306945338809994,0.25102111442119945,0.15515899731790248,0.03433001872491762,0.1729219405632273,0.014104647611964102,0.04176874747978892
2,GB,536,0.3041254157793723,0.2551920063781216,0.16794137548216673,0.034205705456393086,0.16408748109782959,0.019053590588119524,0.055394425217996944
3,CA,352,0.30823845109345743,0.25078833913274806,0.17302784607930002,0.03290539681098546,0.16308473088540948,0.015275650365114723,0.05667958563298487
4,FR,198,0.2781144615639702,0.2449877545251732,0.15990650320782926,0.03507546598260901,0.19526914571277476,0.0229159877594419,0.06373068124820173
5,DE,190,0.2937811826555228,0.2522782065172217,0.1727155081666026,0.035921240443881355,0.167198185710756,0.01848329546654924,0.059622381039466404
6,CN,172,0.31409419414480627,0.2530510172568601,0.1514464170207052,0.03171589689045396,0.18140886805340686,0.020093116314264935,0.048190490319502496
7,SE,148,0.2888712986281694,0.25638695994449334,0.17227086786907286,0.037688650505601724,0.16628783859916924,0.01586959420672476,0.06262479024676844
8,SG,128,0.3211629275355767,0.24924365480185856,0.15510328408786048,0.031768690066367004,0.17471407330995642,0.018696072851645398,0.04931129734673521
