,country,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26
0,US,323,0.02160418258664169,0.21522380323089177,0.056653783667722356,0.05770917152934843,0.04541295982008442,0.1308153743873215,0.029855253123611637,0.0734315542977612,0.016571804339475693,0.06024972605612677,0.029980597495275742,0.060632764110920674,0.04524650165059815,0.00711064166616493,0.027516144757961835,0.021507169100173917,0.013555790598153296,0.00462791556741371,0.010197400211998947,0.0252827002935626,0.016624837684115577,0.01434378320517338,0.0005060515561735573,0.01053308774401976,0.0032052934313224887,0.0016017078879849024
1,JP,138,0.010617610613866365,0.20740615167959203,0.04219082721191245,0.06756395055068017,0.017873737062007896,0.07890368149675002,0.007455165766095534,0.08682015294600674,0.026515046041729204,0.05814610890147672,0.04691393509192327,0.08811639555921685,0.028284666941566453,0.01982592752697451,0.03497342717312116,0.01999230424144633,0.011980383973690147,0.0030035235938078537,0.02501237677686757,0.04463273037591924,0.032629127232556496,0.009490363018190761,0.007155849341774298,0.005368567096086582,0.012906141105816182,0.006221848680923927
2,CA,50,0.020044601727225927,0.20266589165689422,0.0501000644944939,0.058842750882129424,0.03548235020290698,0.11981202861347594,0.02194433354920283,0.07762041472945447,0.01978644329044309,0.0722735204530531,0.041171366336914775,0.06751497123127981,0.041043489593382915,0.009698886732939192,0.03578209143066569,0.016390501248728193,0.02113156769538844,0.005069231081849216,0.013311013197587224,0.024272498895187473,0.016500393940829836,0.011671438962999667,0.000848209012602452,0.0106501569675241,0.004152434994424856,0.0022193490784151518
3,GB,33,0.022936481049076324,0.21795304360838097,0.056285062235497875,0.053953080661053164,0.04652377289892167,0.1380320223483992,0.029755751045658165,0.07687960044676384,0.017439743406852566,0.0706495793325623,0.028685404178064155,0.05227229720773092,0.045860435837660245,0.006802060783848977,0.02548708591540973,0.021837595577290255,0.013612109850489456,0.0039361196510217114,0.005132305679923333,0.02519060502689844,0.012933624695390389,0.01592868877350295,0.0005313948128663637,0.008056013466439922,0.0022578171316848636,0.0010683043786112
4,FR,14,0.012211280138573337,0.20702520588598647,0.05150952621820627,0.0738868676795004,0.0412405844495756,0.11333489638698493,0.0173135615858951,0.07764964516286352,0.019051144600993702,0.05825220451646391,0.03491645079150791,0.07634103922812654,0.036856611446698655,0.010822933767054127,0.039187083482686215,0.013839647391274645,0.01434365478965412,0.005345938986601108,0.016073182351673113,0.028665131883843443,0.023755629044621234,0.006400826019904107,0.0007855397288037286,0.013422543711421478,0.005236321831735264,0.0025325489193499355
5,KR,13,0.012041939361385286,0.22225168518602686,0.056412340417297306,0.06894759848106714,0.034174437519246655,0.095302564978452,0.017235190402770537,0.07896119248072282,0.01648516843852697,0.04914349556663841,0.040289044351369825,0.08801225428710453,0.031034204639029894,0.013962868354501405,0.03327114158630024,0.011632686384055051,0.01457001526497589,0.0049691304744967765,0.026145080003254956,0.02795554532358868,0.021399810529563027,0.0077982661501502844,0.002534225745858262,0.008752052192245653,0.01220144620946793,0.004516615671902585
6,DE,7,0.013111021330288599,0.22064855115674836,0.0592785597252876,0.07013286694597536,0.04543479560298657,0.11418255725908374,0.014907264557702544,0.0718944499986446,0.0136977788879666,0.0668014952846705,0.03406810127486747,0.05675074888991078,0.029579192194072127,0.008424508532106457,0.03427663782251865,0.0215022007063988,0.01772947297499634,0.004269016718081957,0.008254614115753815,0.032005037765397544,0.03303330659990535,0.005712106757499814,0.004538668668436471,0.012516269816306715,0.003642629477554471,0.0036081469368375854
7,ES,6,0.006498398403707917,0.2097290222559253,0.05421410479375466,0.08141133236949681,0.03708982980314004,0.10018364222811899,0.010618076108710786,0.06842480002314351,0.012930265337673918,0.05307089105042593,0.04070273390309485,0.08259434585230772,0.024010774297544234,0.01791225907150472,0.045049969092719654,0.013144386570997401,0.01165937192526155,0.008059487974669316,0.02451490993433253,0.031741306753626734,0.02802893217199955,0.0064918639952255,0.0039816012743023,0.01567238664846865,0.006210231131675666,0.0060550770281708665
8,MX,6,0.00725254621667925,0.22186394615555508,0.05851046203128837,0.0776405933046401,0.0430773063788519,0.10182905563823826,0.015531463375039217,0.06776206406628989,0.012427500129026348,0.04991718201436395,0.03821176082388646,0.07761239969389097,0.022548184599660417,0.01702099347435677,0.037988403207624345,0.015543947794088034,0.00928266366620035,0.007145369413491917,0.024012144725684966,0.03256401345868636,0.02757187289141085,0.006948923275814183,0.0039816012743023,0.011695970907347017,0.006598731520176049,0.005460899963405566
