,country,total_works,topic_1,topic_2,topic_3,topic_4
0,US,323,0.11470505668037168,0.4798908270400232,0.3998822750861129,0.005521841193491369
1,JP,138,0.1013026211326527,0.4428036841701288,0.4449038103261277,0.010989884371090627
2,CA,50,0.11458706315165004,0.4671202783754677,0.4112558638567054,0.007036794616176897
3,GB,33,0.11214129431358709,0.49017543509239764,0.39151147194618385,0.006171798647831346
4,FR,14,0.11350161087278189,0.46934122776725584,0.4109783090386827,0.006178852321279435
5,KR,13,0.10931969625169705,0.47475759422851344,0.4102174886282802,0.005705220891509192
6,DE,7,0.11117045074415911,0.47535296343366096,0.4055133736642368,0.007963212157942956
7,ES,6,0.11729433433243662,0.43534279427550343,0.4409506094399354,0.006412261952124417
8,MX,6,0.10849071551392575,0.45456469920105685,0.43083370971022855,0.006110875574788684
