"","order","value","sd"
"1",1,2045.55555555556,2711.03822875624
"2",2,405.861111111111,709.969663447582
"3",3,118.797619047619,189.011683183355
"4",4,45.5238095238095,73.0127347013617
"5",5,19.515873015873,33.533919335976
"6",6,9.19047619047618,9.99454814094139
"7",7,4.75,5.05611369673247
"8",8,2.33333333333333,2.23606797749979
"9",9,1,NA
