"","order","value","sd"
"1",1,2457.5,3415.4780882665
"2",2,361.464285714286,616.843847347594
"3",3,76.5714285714285,123.877190965724
"4",4,23.3714285714286,37.1281257615744
"5",5,9.07142857142857,14.9141264856903
"6",6,3.92857142857143,6.28890010655795
"7",7,1.75,1.48804761828569
"8",8,1,NA
