"","order","value","sd"
"1",1,3556,4002.65321380706
"2",2,794.75,1281.20087362264
"3",3,220.071428571429,383.46887797924
"4",4,77.0238095238094,120.326653026549
"5",5,33.2619047619047,48.9421174158093
"6",6,16.1071428571429,24.2591519717608
"7",7,8.08333333333334,12.7646274636479
"8",8,4,6
"9",9,2,NA
