"","order","value","sd"
"1",1,1985.88888888889,1963.93402666971
"2",2,649.777777777778,526.276467871138
"3",3,346.690476190476,266.813592986152
"4",4,220.865079365079,182.280765992448
"5",5,153.595238095238,130.466681022945
"6",6,111.904761904762,102.385242141514
"7",7,81.1944444444444,85.9800041353285
"8",8,54.7777777777778,65.3887944868572
"9",9,31,NA
