"","order","value","sd"
"1",1,1236.8,1831.5508182958
"2",2,183.4,273.897326483019
"3",3,43.5,68.3962748997931
"4",4,12.9190476190476,23.16072651445
"5",5,4.2063492063492,7.87078663388449
"6",6,1.46190476190476,2.93322432946457
"7",7,0.5,1.10003819643385
"8",8,0.133333333333333,0.404519917477945
"9",9,0,0
"10",10,0,NA
