"","order","value","sd"
"1",1,2543.1,3554.65827237068
"2",2,388.311111111111,746.611978516717
"3",3,81.7916666666667,172.830703379962
"4",4,22.4190476190476,52.5178996056863
"5",5,7.18650793650792,18.7234256969344
"6",6,2.48571428571428,6.639902987869
"7",7,0.900000000000001,1.9635330872878
"8",8,0.333333333333333,0.639602149066831
"9",9,0.1,0.316227766016838
"10",10,0,NA
