"","order","value","sd"
"1",1,2810.55555555556,4270.37428427272
"2",2,434.666666666667,829.929979834788
"3",3,93.1190476190475,172.400514686419
"4",4,26.1825396825397,47.388167433426
"5",5,8.87301587301586,15.8472630454519
"6",6,3.44047619047619,5.960413971384
"7",7,1.44444444444444,2.41949752096758
"8",8,0.555555555555556,0.881917103688197
"9",9,0,NA
