"","order","value","sd"
"1",1,1136.125,1490.31554065382
"2",2,242,416.878346230115
"3",3,85.625,177.938555533798
"4",4,33.6571428571429,111.113323235398
"5",5,9.78571428571429,56.9611396354693
"6",6,1.46428571428571,1.75292650238147
"7",7,1,0
"8",8,1,NA
