"","order","value","sd"
"1",1,1067,1250.4188631548
"2",2,294.857142857143,346.630247629125
"3",3,149.742857142857,227.612072312048
"4",4,75.9142857142857,174.242625201111
"5",5,27.9047619047619,107.369411268715
"6",6,3,4.47213595499958
"7",7,1,NA
