"","order","value","sd"
"1",1,3061.44444444444,2828.70898605314
"2",2,1055.13888888889,1008.3396296537
"3",3,524.488095238095,484.113784644762
"4",4,313.579365079365,301.54127686072
"5",5,206.119047619048,172.655476931042
"6",6,146.535714285714,90.7638862459713
"7",7,109.944444444444,60.2205206811691
"8",8,83.4444444444444,40.5311951190411
"9",9,62,NA
