"","order","value","sd"
"1",1,2833.4,3319.26200633012
"2",2,551.866666666667,851.95402671527
"3",3,146.466666666667,247.404439860616
"4",4,49.2000000000001,79.2788549495088
"5",5,20.5674603174603,25.0070789320058
"6",6,10.6095238095238,10.0510612528251
"7",7,6.5,4.86282416128009
"8",8,4.53333333333333,2.46429041972071
"9",9,3.5,0.97182531580755
"10",10,3,NA
