"","order","value","sd"
"1",1,4346.4,4670.9262512316
"2",2,1191.53333333333,1807.68683933111
"3",3,386.566666666666,673.438096240321
"4",4,151.380952380952,221.182419720345
"5",5,72.7936507936509,80.3142550306021
"6",6,40.495238095238,36.3617191337826
"7",7,24.7,19.33977483727
"8",8,15.8666666666667,10.8451916450647
"9",9,10.5,6.04152298679729
"10",10,7,NA
