"","order","value","sd"
"1",1,1112,942.422410599408
"2",2,258.333333333333,243.941347361166
"3",3,104.2,151.984971556228
"4",4,43.4,56.37603340833
"5",5,20.8333333333333,21.2830135710774
"6",6,11,NA
