"","order","value","sd"
"1",1,1749.44444444444,2497.56932391831
"2",2,341.444444444445,651.290299304584
"3",3,109.940476190476,235.019166159743
"4",4,41.2301587301587,130.052676263023
"5",5,13.9761904761905,59.869386405503
"6",6,4.79761904761904,7.06898837687571
"7",7,2.5,3.71483512420134
"8",8,1.44444444444444,1.33333333333333
"9",9,1,NA
