"","order","value","sd"
"1",1,994.333333333333,750.607931390727
"2",2,175.8,305.56159070519
"3",3,33.35,48.0013980059572
"4",4,9.93333333333333,15.4247790753647
"5",5,3,7.34846922834953
"6",6,0,NA
