"","order","value","sd"
"1",1,1966.625,2149.47767326324
"2",2,613.214285714286,728.771993868877
"3",3,301.196428571429,414.096274253523
"4",4,170.428571428571,271.132759151096
"5",5,105.035714285714,141.751763084846
"6",6,78.1785714285714,14.800033962495
"7",7,72.125,3.22656385117578
"8",8,70,NA
