"","order","value","sd"
"1",1,1828.22222222222,2286.59489075884
"2",2,409.611111111111,567.817036818716
"3",3,163.535714285714,168.872907685295
"4",4,90.1666666666666,96.6761811409616
"5",5,57.4920634920635,59.8357412965523
"6",6,39.9523809523809,40.3556194148863
"7",7,28.4722222222222,32.6815685155245
"8",8,19,25.5196003103497
"9",9,10,NA
