"","order","value","sd"
"1",1,3306.7,3404.99006524901
"2",2,868.133333333333,1060.96505383285
"3",3,301.241666666667,418.614862721472
"4",4,123.633333333333,171.825559236737
"5",5,60.968253968254,65.8565913302565
"6",6,35.7571428571429,27.7485819531398
"7",7,23.8416666666667,12.158612698211
"8",8,17.2444444444444,6.01949694196645
"9",9,13,3.01846171271247
"10",10,10,NA
