"","order","value","sd"
"1",1,1346.55555555556,1209.42983582256
"2",2,332.388888888889,310.676798322425
"3",3,144.392857142857,115.085093489755
"4",4,85.8412698412698,64.258280424974
"5",5,59.0476190476191,49.8763041361899
"6",6,42.2142857142857,43.1977998738533
"7",7,29.1388888888889,36.9672849791563
"8",8,17.6666666666667,28.6574597618142
"9",9,7,NA
