"","order","value","sd"
"1",1,2798.33333333333,3262.88832937936
"2",2,641.194444444444,1014.08066231565
"3",3,210.261904761905,274.330427753665
"4",4,95.4365079365079,100.532143797434
"5",5,52.468253968254,48.2675355091492
"6",6,32.7857142857143,23.9548125952094
"7",7,22.8333333333333,11.9031808473918
"8",8,17.3333333333333,5.7227615711298
"9",9,14,NA
