"","order","value","sd"
"1",1,1888.22222222222,2121.7922717468
"2",2,435.083333333333,608.190683209516
"3",3,145.154761904762,180.813322761058
"4",4,62.7936507936508,81.7012428263187
"5",5,30.4206349206349,43.5471887817532
"6",6,15.4047619047619,23.5254894051082
"7",7,8.08333333333333,11.6970692300007
"8",8,4.55555555555556,4.30439052338165
"9",9,3,NA
