"","order","value","sd"
"1",1,3169.88888888889,3038.45558814196
"2",2,920.222222222222,1071.3157494038
"3",3,381.72619047619,390.955682669812
"4",4,209.420634920635,164.297065253137
"5",5,137.65873015873,83.2793047712011
"6",6,100.357142857143,50.6789190880306
"7",7,77.4444444444444,34.8797480695722
"8",8,61.4444444444444,24.4750439790775
"9",9,49,NA
