"","order","value","sd"
"1",1,1332,1649.51454979943
"2",2,424.833333333333,487.643048609475
"3",3,259.523809523809,196.85652999629
"4",4,196.571428571429,175.009459336182
"5",5,150.523809523809,159.941424992312
"6",6,112.130952380952,146.111921102416
"7",7,77.1111111111111,128.691164704559
"8",8,43,101.625538128957
"9",9,9,NA
