"","order","value","sd"
"1",1,1940,2440.09130065978
"2",2,361.777777777778,499.888800766044
"3",3,106.591666666667,140.321688988411
"4",4,43.4666666666666,49.2651388660989
"5",5,22.281746031746,20.7881551502
"6",6,13.4761904761905,9.63853434240732
"7",7,9.275,4.6272167070261
"8",8,7.06666666666667,2.32965077367247
"9",9,5.8,1.31656117720877
"10",10,5,NA
