"","order","value","sd"
"1",1,2307.44444444444,2705.48762292083
"2",2,635.5,751.885610600822
"3",3,275.380952380952,290.789573434742
"4",4,145.619047619048,183.130417228503
"5",5,83.2142857142857,99.9576395994109
"6",6,52.2976190476191,40.94215130277
"7",7,37.0555555555556,15.465989311933
"8",8,29,7.41619848709566
"9",9,24,NA
