"","order","value","sd"
"1",1,1228.5,1584.94885000837
"2",2,169.857142857143,209.411470605514
"3",3,47.3928571428572,67.7475738771047
"4",4,16.1571428571429,29.50982922187
"5",5,5.53571428571428,9.79046713662054
"6",6,1.96428571428571,3.13264936810554
"7",7,0.625,1.18773493916542
"8",8,0,NA
