,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124,topic_125,topic_126,topic_127,topic_128,topic_129,topic_130,topic_131,topic_132,topic_133,topic_134,topic_135,topic_136,topic_137,topic_138,topic_139,topic_140,topic_141,topic_142,topic_143,topic_144,topic_145,topic_146,topic_147,topic_148,topic_149,topic_150,topic_151,topic_152,topic_153,topic_154,topic_155,topic_156,topic_157,topic_158,topic_159,topic_160
0,1930.0,1,0.0178571428571428,0.0044642857142857,0.0133928571428571,0.0,0.0089285714285714,0.0,0.0,0.0,0.0133928571428571,0.0044642857142857,0.0267857142857142,0.0,0.03125,0.0089285714285714,0.0133928571428571,0.0133928571428571,0.0223214285714285,0.03125,0.0,0.0133928571428571,0.0,0.0133928571428571,0.0044642857142857,0.0044642857142857,0.0044642857142857,0.0089285714285714,0.0133928571428571,0.0044642857142857,0.0044642857142857,0.0089285714285714,0.0,0.0044642857142857,0.0089285714285714,0.0,0.0044642857142857,0.0044642857142857,0.0,0.0,0.0044642857142857,0.0,0.0133928571428571,0.0,0.0044642857142857,0.0,0.0089285714285714,0.0,0.0044642857142857,0.0,0.0044642857142857,0.0,0.0044642857142857,0.0133928571428571,0.0,0.0044642857142857,0.0,0.0089285714285714,0.0089285714285714,0.0178571428571428,0.0223214285714285,0.0,0.0223214285714285,0.0,0.0,0.0133928571428571,0.0044642857142857,0.0089285714285714,0.0,0.0,0.0044642857142857,0.0133928571428571,0.0044642857142857,0.0089285714285714,0.0044642857142857,0.0,0.0,0.0089285714285714,0.0044642857142857,0.0044642857142857,0.0089285714285714,0.0,0.0044642857142857,0.0089285714285714,0.0089285714285714,0.0,0.0,0.0133928571428571,0.0133928571428571,0.0089285714285714,0.0133928571428571,0.0178571428571428,0.0,0.0044642857142857,0.0,0.0089285714285714,0.0089285714285714,0.0089285714285714,0.0133928571428571,0.0178571428571428,0.0133928571428571,0.0,0.0,0.0044642857142857,0.0,0.0044642857142857,0.0044642857142857,0.0,0.0133928571428571,0.0,0.0,0.0044642857142857,0.0178571428571428,0.0,0.0089285714285714,0.0,0.0133928571428571,0.0044642857142857,0.0,0.0178571428571428,0.0089285714285714,0.0089285714285714,0.0133928571428571,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.0,0.0044642857142857,0.0,0.0089285714285714,0.0,0.0044642857142857,0.0044642857142857,0.0,0.0267857142857142,0.0089285714285714,0.0044642857142857,0.0089285714285714,0.0089285714285714,0.0044642857142857,0.0089285714285714,0.0133928571428571,0.0089285714285714,0.0,0.0044642857142857,0.0044642857142857,0.0223214285714285,0.0044642857142857,0.0,0.0044642857142857,0.0,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.0,0.0
1,1931.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333
2,1933.0,1,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.074074074074074,0.0,0.0,0.0,0.037037037037037,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.074074074074074,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1934.0,1,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0136986301369863,0.0,0.0410958904109589,0.0410958904109589,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0,0.0136986301369863,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0,0.0,0.0273972602739726,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0
4,1939.0,1,0.0,0.0,0.0294117647058823,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0147058823529411,0.0,0.0,0.0294117647058823,0.0294117647058823,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0294117647058823,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0441176470588235,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.1029411764705882,0.0,0.0,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0
5,1943.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1947.0,2,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.0086206896551724,0.0,0.0086206896551724,0.0,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0,0.0258620689655172,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258620689655172,0.0,0.0,0.0,0.0172413793103448,0.11973180076628351,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0,0.0,0.0,0.0086206896551724,0.0,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0172413793103448,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0,0.06417624521072796,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.1111111111111111,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0086206896551724,0.0,0.05555555555555555,0.0,0.05555555555555555,0.06417624521072796,0.0,0.0,0.0,0.06417624521072796
7,1948.0,1,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0666666666666666,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0444444444444444,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0444444444444444,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0444444444444444,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222
8,1949.0,2,0.0,0.0,0.0172413793103448,0.0,0.0,0.0108695652173913,0.04535232383808095,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0108695652173913,0.0,0.0,0.0,0.0172413793103448,0.0,0.0217391304347826,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0217391304347826,0.0281109445277361,0.0,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.0,0.07983508245877059,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0,0.0,0.0,0.05622188905547225,0.0,0.0,0.0108695652173913,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0108695652173913,0.0,0.0172413793103448,0.0,0.0108695652173913,0.0172413793103448,0.0,0.0326086956521739,0.0108695652173913,0.0,0.0108695652173913,0.0,0.0,0.0172413793103448,0.0389805097451274,0.0281109445277361,0.0172413793103448,0.0217391304347826,0.0,0.0,0.0,0.0,0.04535232383808095,0.0108695652173913,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0108695652173913,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.0,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.0108695652173913,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.0108695652173913,0.0,0.0281109445277361,0.0108695652173913
9,1950.0,9,0.0,0.0,0.015082956259426843,0.02932617491441019,0.0,0.005050505050505045,0.013932427725531167,0.0,0.009384950561421143,0.0,0.0084045584045584,0.005050505050505045,0.012012829823287323,0.0038314176245210665,0.0038314176245210665,0.0,0.0032679738562091444,0.014300411522633734,0.0046296296296296224,0.0,0.0038314176245210665,0.005555555555555556,0.0,0.0,0.005050505050505045,0.009386973180076622,0.0181318291471548,0.0,0.013932427725531167,0.0,0.004115226337448556,0.0,0.0,0.0,0.005050505050505045,0.0,0.007936507936507933,0.008881922675026112,0.0,0.0,0.0038314176245210665,0.0,0.0,0.0046296296296296224,0.0038314176245210665,0.0,0.01666666666666667,0.0,0.0046296296296296224,0.005555555555555556,0.0,0.01728255404725991,0.0,0.007936507936507933,0.0,0.005050505050505045,0.0088235294117647,0.01666666666666667,0.014940506116976698,0.0,0.03667113569074352,0.011767925561029,0.0,0.005050505050505045,0.021389666977902257,0.029632160091930187,0.0046296296296296224,0.009680134680134667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065359477124183,0.0028490028490028444,0.0038314176245210665,0.0,0.00846104725415069,0.0,0.005555555555555556,0.030477185649599434,0.0,0.0069642291864514,0.005050505050505045,0.0,0.016223488445710657,0.005555555555555556,0.014814814814814812,0.005555555555555556,0.005555555555555556,0.02287903667214011,0.026708431678005698,0.026210787226112867,0.012012829823287323,0.0,0.0,0.0,0.0,0.0,0.0,0.0046296296296296224,0.02195311074621418,0.005698005698005689,0.0,0.0028490028490028444,0.0,0.0106060606060606,0.0028490028490028444,0.004115226337448556,0.015930208740666245,0.0038314176245210665,0.0,0.0,0.0046296296296296224,0.0,0.0,0.0032679738562091444,0.0194295900178253,0.0,0.0,0.0,0.005050505050505045,0.007936507936507933,0.0,0.004115226337448556,0.0,0.0,0.018636761447218944,0.0032679738562091444,0.024391255994816934,0.025007913896802778,0.0,0.0,0.0,0.0,0.0,0.0,0.0038314176245210665,0.0028490028490028444,0.010785510785510778,0.0,0.0,0.0,0.0028490028490028444,0.027272727272727268,0.009386973180076622,0.0,0.011111111111111112,0.018494311304768814,0.029011414632329653,0.0,0.007099391480730212,0.0046296296296296224,0.012566137566137555,0.0,0.008881922675026112,0.019151125754686704
