,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26
0,1951.0,1,0.0092165898617511,0.2857142857142857,0.1059907834101382,0.0506912442396313,0.1036866359447004,0.1705069124423963,0.0529953917050691,0.0276497695852534,0.0046082949308755,0.0460829493087557,0.0,0.0230414746543778,0.0345622119815668,0.0023041474654377,0.0046082949308755,0.032258064516129,0.0023041474654377,0.0023041474654377,0.0,0.0138248847926267,0.0138248847926267,0.0138248847926267,0.0,0.0,0.0,0.0
1,1952.0,1,0.0218023255813953,0.2165697674418604,0.0828488372093023,0.0566860465116279,0.0726744186046511,0.191860465116279,0.0610465116279069,0.0392441860465116,0.0072674418604651,0.0465116279069767,0.0072674418604651,0.0305232558139534,0.0377906976744186,0.001453488372093,0.0087209302325581,0.0232558139534883,0.002906976744186,0.0087209302325581,0.0,0.0247093023255813,0.0363372093023255,0.0087209302325581,0.0,0.0116279069767441,0.0,0.001453488372093
2,1959.0,2,0.026315064265085147,0.17005307656694368,0.0488588262527833,0.0706640358032584,0.055000110231707,0.15330199078462925,0.0323006459578033,0.06362987499724415,0.0077740911395753,0.0924720011464097,0.03871475341167125,0.0467602901298529,0.043573215899821396,0.0068412553186798,0.040269020481051146,0.014459644172049601,0.0236722590886042,0.0078126722370422,0.00481988139068315,0.01539247999294515,0.01131115103948495,0.00536415044423375,0.0,0.018035285169426048,0.0009328358208955,0.0016713882581184999
3,1960.0,1,0.0057720057720057,0.202020202020202,0.0779220779220779,0.0894660894660894,0.0909090909090909,0.1587301587301587,0.0389610389610389,0.0375180375180375,0.0057720057720057,0.0634920634920634,0.0187590187590187,0.0274170274170274,0.0303030303030303,0.0028860028860028,0.0274170274170274,0.0173160173160173,0.0158730158730158,0.0101010101010101,0.0028860028860028,0.0173160173160173,0.0202020202020202,0.0115440115440115,0.0,0.0274170274170274,0.0,0.0
4,1964.0,1,0.0206422018348623,0.2201834862385321,0.0642201834862385,0.0688073394495412,0.0619266055045871,0.1651376146788991,0.0389908256880734,0.0389908256880734,0.0022935779816513,0.0711009174311926,0.0252293577981651,0.0412844036697247,0.0458715596330275,0.0045871559633027,0.0458715596330275,0.0160550458715596,0.0137614678899082,0.0045871559633027,0.0045871559633027,0.0137614678899082,0.0114678899082568,0.0045871559633027,0.0,0.0137614678899082,0.0,0.0022935779816513
5,1965.0,2,0.0336790458334995,0.24311899158323025,0.06869440344648764,0.0429235310542901,0.03943515896126685,0.1282181179943356,0.0446387969204994,0.08369500179504566,0.0259025090749531,0.058171446806813146,0.02247197734253455,0.05413059954525505,0.07353504328054565,0.0008576329331046,0.00888148709561605,0.01439028281941835,0.0045933224300929,0.0054509553631975505,0.00171526586620925,0.0167158642147672,0.0129801747177789,0.008634169691651001,0.0,0.0034305317324185,0.00373568949698825,0.0
6,1966.0,3,0.03864534429943264,0.19196098568632528,0.041829124394716866,0.05583781055716503,0.02809334288212693,0.12863054409255179,0.03544404640220413,0.08375792257723702,0.02589308231873427,0.09223926556543822,0.03399998900827583,0.060753713238853944,0.0539836355154995,0.004576002588589867,0.030565469611437666,0.012669393277358132,0.015207802732428298,0.0031783636077901,0.007221090637149367,0.0182192275663683,0.014233808148778533,0.010614012799087967,0.0004326195111399333,0.007213154007099667,0.0021630975556997333,0.0026371514185097662
7,1969.0,2,0.018333179513056852,0.16618882497689696,0.06606141384406455,0.08129381630502915,0.1068072064599721,0.1674958977930186,0.0459327321957025,0.04182752871544885,0.0078664088878554,0.061428227259270246,0.01042721683984425,0.035703284282644104,0.0336704594351959,0.0038540968732133,0.0312163268437158,0.0198775750413217,0.0071011030711716,0.0125391492580069,0.0049496168676518,0.02020778921907635,0.0255271740498401,0.008764159955507899,0.00113507377979565,0.01850517854938285,0.00113507377979565,0.00215148620351975
8,1970.0,1,0.0149572649572649,0.1901709401709401,0.0683760683760683,0.0747863247863247,0.0961538461538461,0.1858974358974359,0.0384615384615384,0.0341880341880341,0.0042735042735042,0.0641025641025641,0.0128205128205128,0.0277777777777777,0.032051282051282,0.0042735042735042,0.0512820512820512,0.0128205128205128,0.0106837606837606,0.0021367521367521,0.0042735042735042,0.0192307692307692,0.0213675213675213,0.0085470085470085,0.0,0.0213675213675213,0.0,0.0
9,1972.0,3,0.0175494357833807,0.21088146371976646,0.06614735926662527,0.055796563910095964,0.052716272641731336,0.13201223152484617,0.034229045037531235,0.0656399474633419,0.017352512421319733,0.052010311299302094,0.026398155870632902,0.0617784674550729,0.0313247595931082,0.012211097388849665,0.025463037217624333,0.019030593514538435,0.012211097388849665,0.0043342074592074,0.0160675206546766,0.03335445135903847,0.020598651475945032,0.015313932372418569,0.0012232415902140666,0.005792710093168767,0.0087280711133922,0.0018348623853211
10,1973.0,1,0.0119521912350597,0.1872509960159362,0.049800796812749,0.0756972111553784,0.0219123505976095,0.0876494023904382,0.0039840637450199,0.0756972111553784,0.0119521912350597,0.0717131474103585,0.0577689243027888,0.1055776892430278,0.0278884462151394,0.0139442231075697,0.0537848605577689,0.0,0.0418326693227091,0.0099601593625498,0.0258964143426294,0.0079681274900398,0.0099601593625498,0.0059760956175298,0.0,0.0338645418326693,0.0059760956175298,0.0019920318725099
