,year,total_works,topic_1,topic_2
0,1971.0,1,0.7,0.3
1,1974.0,1,0.6086956521739131,0.391304347826087
2,1975.0,2,0.7,0.3
3,1976.0,3,0.5847953216374269,0.4152046783625731
4,1977.0,6,0.5494729943259354,0.45052700567406445
5,1978.0,3,0.5165631469979296,0.48343685300207034
6,1979.0,3,0.4818328765197835,0.5181671234802164
7,1980.0,7,0.43048824349339504,0.5695117565066049
8,1981.0,19,0.4831278174446497,0.5168721825553503
9,1982.0,38,0.47648399158432264,0.5235160084156774
10,1983.0,28,0.4594508348716359,0.540549165128364
11,1984.0,25,0.4226012957752555,0.5773987042247445
12,1985.0,26,0.4319516093303848,0.5680483906696151
13,1986.0,30,0.39821948820947484,0.6017805117905254
14,1987.0,57,0.41162938715110026,0.5883706128488998
15,1988.0,37,0.4276798487400365,0.5723201512599637
16,1989.0,63,0.4162977396519092,0.5837022603480908
17,1990.0,82,0.3803997960209267,0.619600203979073
18,1991.0,81,0.3873477420740586,0.6126522579259411
19,1992.0,104,0.4078599900874822,0.592140009912518
20,1993.0,137,0.39890446990649403,0.6010955300935056
21,1994.0,109,0.3808513600497293,0.6191486399502707
22,1995.0,123,0.39529337610076865,0.6047066238992316
23,1996.0,117,0.406019224975712,0.5939807750242876
24,1997.0,113,0.39286402495328526,0.6071359750467148
25,1998.0,108,0.4122257293390668,0.587774270660933
26,1999.0,131,0.38377234210575584,0.6162276578942444
27,2000.0,118,0.4041608907193267,0.5958391092806734
28,2001.0,127,0.37548207738969186,0.6245179226103083
29,2002.0,115,0.39286020489643647,0.6071397951035632
30,2003.0,145,0.37641135189548863,0.6235886481045118
31,2004.0,146,0.38528082826286547,0.6147191717371343
32,2005.0,145,0.38637628268156526,0.6136237173184348
33,2006.0,144,0.3914672131982092,0.6085327868017905
34,2007.0,159,0.38769484771668855,0.6123051522833116
35,2008.0,172,0.3913026576049941,0.6086973423950057
36,2009.0,241,0.40767135418901557,0.592328645810984
37,2010.0,227,0.38614492604478307,0.6138550739552168
38,2011.0,229,0.4052776458650382,0.5947223541349613
39,2012.0,257,0.38446448981985853,0.6155355101801414
40,2013.0,270,0.36736980158091315,0.6326301984190865
41,2014.0,317,0.4055055813637823,0.5944944186362182
42,2015.0,392,0.40027998006861654,0.5997200199313832
43,2016.0,435,0.4000091785399222,0.599990821460078
44,2017.0,447,0.4168361550287155,0.5831638449712844
45,2018.0,404,0.40029380987515517,0.5997061901248448
46,2019.0,362,0.39068065015954323,0.6093193498404564
47,2020.0,283,0.43728214370823665,0.562717856291763
48,2021.0,254,0.4486878648372218,0.5513121351627781
