,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0,1985.0,2,0.08235151082868625,0.05629944235507715,0.31089514978601995,0.05758008040461675,0.26651698871741664,0.21681850603034625,0.0095383218778368
1,1986.0,1,0.0691399662731871,0.0185497470489038,0.2866779089376054,0.1416526138279932,0.2141652613827993,0.2428330522765598,0.026981450252951
2,1987.0,3,0.12154726436324587,0.04858860778952976,0.3134050245652243,0.07223783387824877,0.23473863610244705,0.17116843544042923,0.0383141978608747
3,1988.0,3,0.05739866660919287,0.03816543816543813,0.3240889214573425,0.039258397153133964,0.320959536091115,0.20786504207556836,0.012263998448208933
4,1990.0,4,0.11707638232129138,0.030482684522206274,0.25137862150966644,0.14855682629660028,0.22077231257098723,0.20566655182043486,0.026066620958813326
5,1991.0,5,0.14246684014668792,0.061248731475094645,0.28592435909675384,0.06886335804077512,0.2362512862451426,0.18411147993154212,0.02113394506400346
6,1992.0,5,0.07884233647417152,0.07613287426175883,0.33586285385682463,0.08461153108164013,0.2462522542514139,0.16434284934919155,0.013955300724999281
7,1993.0,1,0.1308411214953271,0.0455607476635514,0.2978971962616822,0.02803738317757,0.264018691588785,0.2126168224299065,0.0210280373831775
8,1994.0,7,0.09877599817960984,0.04188494567342417,0.3091103610879163,0.08580566551010956,0.22714725120238335,0.21625991011647192,0.021015868230084656
9,1995.0,6,0.10533599229454367,0.0471189400274842,0.32457125962923095,0.06571198058277618,0.24402390724925416,0.19442523619391353,0.018812684022797035
10,1996.0,8,0.08117311825997399,0.08109742119408261,0.3218601023606278,0.04965389757819733,0.2523508778373502,0.2016681670310935,0.012196415738674337
11,1997.0,8,0.12290663865130878,0.034539836620416285,0.27049826878611477,0.09403854975181075,0.2277760934390413,0.21072208167561168,0.03951853107569625
12,1998.0,12,0.16370888280282567,0.04540393524950665,0.2571539215598957,0.10695954856638858,0.1763989328690222,0.223089651374864,0.027285127577496973
13,1999.0,10,0.1339048423852962,0.06676270386638185,0.2694872733769807,0.08405317474975951,0.21906746327240972,0.21126344793114987,0.015461094418021886
14,2000.0,13,0.15306131805209594,0.06146406452413733,0.29238684898730244,0.08783328846220465,0.21047006905014543,0.1761939158899171,0.01859049503419672
15,2001.0,15,0.13937641556974614,0.04786286610898694,0.2703632373253828,0.09407316432394319,0.19319433154286272,0.2188633026583632,0.03626668247071468
16,2002.0,14,0.11463793392105756,0.05304811885557648,0.2841541962785864,0.10509691739833324,0.1921288767753926,0.21657644981638544,0.03435750695466808
17,2003.0,16,0.1182852605472684,0.04937407259846543,0.2613319758150242,0.08090072967144038,0.21646579069468283,0.24569666356581638,0.027945507107302175
18,2004.0,15,0.14606097735377438,0.05904265050184283,0.2638444904343335,0.10040009832218905,0.17414093637301492,0.22137087610463796,0.03513997091020715
19,2005.0,11,0.13059303352333854,0.05437219047154032,0.26322420317000217,0.06616421507962554,0.19594222170656492,0.26308134029265084,0.026622795756277382
20,2006.0,17,0.14176537917753598,0.04742293351562421,0.2885456651949399,0.07606752038092447,0.2008101334861705,0.22138575433220967,0.024002613912595002
21,2007.0,19,0.14379241619182753,0.046985377700783613,0.26748414476023974,0.10344200708308485,0.17929624016284895,0.23432857918481007,0.024671234916404994
22,2008.0,22,0.13354061348341528,0.03500617553231622,0.2617013175092074,0.10805488492736738,0.19873337572175706,0.22877083531854872,0.034192797507387566
23,2009.0,24,0.15628946244653374,0.04461423038766294,0.2657336914336596,0.09687335058048607,0.19748343848149974,0.21720939762148953,0.02179642904866812
24,2010.0,30,0.12402473442392288,0.03594676003159592,0.2518767845952883,0.10877523181107024,0.17964531752777138,0.2661465084235013,0.0335846631868497
25,2011.0,24,0.16358248135878675,0.04517949233883767,0.2649323505800493,0.0816966957643251,0.19497371790721416,0.2254781963890374,0.024157065661749244
26,2012.0,28,0.14766370719256594,0.03902358236150396,0.24763266154930647,0.10986456296656079,0.17438219623327506,0.2506331160853263,0.030800173611461177
27,2013.0,22,0.16243238669321755,0.04072717585592493,0.2336161626914922,0.09702682497561547,0.1666573215353434,0.26597551156330895,0.03356461668509722
28,2014.0,24,0.14513596128103792,0.04884639942232091,0.26926566977438543,0.06866721239748132,0.20875936370742665,0.23573786864412846,0.023587524773219033
29,2015.0,18,0.17479729406967015,0.02647200025644556,0.22641828875638062,0.11235441468569353,0.1509451745092891,0.2771738686455988,0.03183895907692197
30,2016.0,23,0.1663178040590979,0.049734934662373914,0.25552044028891985,0.0971345808431559,0.18464470394845814,0.2246897235782596,0.021957812619734472
31,2017.0,21,0.1674318487625849,0.05302479830653378,0.2396910318772195,0.0722705465070056,0.18829333525253333,0.26094865528659356,0.018339784007529038
32,2018.0,10,0.15537989396467103,0.03364931436124473,0.22500553882882,0.13668096632639493,0.1607714843055393,0.26329342657326027,0.025219375640069368
33,2019.0,15,0.16269194267111198,0.0534612840647321,0.2391290041985106,0.07264145288529972,0.17095940730648002,0.27735462376615044,0.02376228510771489
34,2020.0,10,0.1360977426023214,0.03892094678438117,0.23106922519918074,0.08931950508092155,0.17850255725399514,0.2997825400724765,0.02630748300672322
35,2021.0,4,0.18317451019103864,0.03252717370376455,0.184707669387767,0.05875176474579891,0.16503956714258688,0.3535105468863955,0.022288767942648273
