,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
0,1951.0,1,0.0088809946714031,0.0,0.0319715808170515,0.1616341030195381,0.0728241563055062,0.0319715808170515,0.0319715808170515,0.0,0.0035523978685612,0.0053285968028419,0.1136767317939609,0.0017761989342806,0.0,0.0035523978685612,0.0035523978685612,0.0,0.0088809946714031,0.0035523978685612,0.0088809946714031,0.0248667850799289,0.0,0.1065719360568383,0.0142095914742451,0.0124333925399644,0.1545293072824156,0.0017761989342806,0.0106571936056838,0.0763765541740675,0.0515097690941385,0.0071047957371225,0.0017761989342806,0.0053285968028419,0.0017761989342806,0.0,0.0,0.0017761989342806,0.0,0.0373001776198934
1,1952.0,1,0.0195865070729053,0.0,0.044613710554951,0.2252448313384113,0.0576713819368879,0.015233949945593,0.015233949945593,0.0,0.0108813928182807,0.0021762785636561,0.0816104461371055,0.0065288356909684,0.0021762785636561,0.0054406964091403,0.0130576713819368,0.0021762785636561,0.0206746463547334,0.0,0.0119695321001088,0.0250272034820457,0.0076169749727965,0.0783460282916213,0.0554951033732317,0.0174102285092491,0.0935799782372143,0.0,0.0108813928182807,0.0435255712731229,0.0544069640914037,0.0108813928182807,0.0,0.0054406964091403,0.0043525571273122,0.0076169749727965,0.0,0.001088139281828,0.0,0.0500544069640914
2,1959.0,2,0.05067916816925105,0.00425531914893615,0.0327413150619064,0.29514965741074645,0.03960211563889885,0.0077954081019353,0.0233321312657771,0.029769203029210198,0.0223133790119004,0.0380875105180911,0.05290900348599585,0.03144909243899505,0.016654645991104652,0.00884120687582635,0.0210662339223464,0.0038977040509676,0.01824137516528425,0.02339523981247745,0.053936771246544,0.0134270946027166,0.00212765957446805,0.03813559322033895,0.0074377930039668,0.001063829787234,0.03694254117081375,0.0060163481187642,0.01838862844091835,0.0160956845774732,0.0238460151460512,0.0033657891573505997,0.00194434427214805,0.0120056497175141,0.00459490323356165,0.001063829787234,0.0077954081019353,0.01062026685899745,0.0026505589614136,0.01836158192090395
3,1960.0,1,0.0123583934088568,0.0010298661174047,0.0216271884654994,0.2523171987641606,0.0453141091658084,0.0051493305870236,0.0288362512873326,0.0020597322348094,0.0144181256436663,0.0164778578784757,0.0566426364572605,0.0525231719876416,0.0082389289392378,0.0041194644696189,0.0092687950566426,0.0010298661174047,0.0144181256436663,0.0010298661174047,0.0453141091658084,0.0308959835221421,0.0010298661174047,0.0566426364572605,0.0164778578784757,0.0082389289392378,0.1081359423274974,0.0051493305870236,0.0381050463439752,0.0257466529351184,0.0659114315139031,0.0051493305870236,0.0030895983522142,0.0102986611740473,0.0,0.0072090628218331,0.0010298661174047,0.0041194644696189,0.0020597322348094,0.0185375901132852
4,1964.0,1,0.0347985347985348,0.0018315018315018,0.0146520146520146,0.3131868131868132,0.0677655677655677,0.0238095238095238,0.0238095238095238,0.0073260073260073,0.0091575091575091,0.0128205128205128,0.0567765567765567,0.0146520146520146,0.0109890109890109,0.0036630036630036,0.0146520146520146,0.0,0.0146520146520146,0.0036630036630036,0.0421245421245421,0.0128205128205128,0.0,0.0659340659340659,0.0054945054945054,0.0146520146520146,0.0659340659340659,0.0091575091575091,0.0201465201465201,0.0347985347985348,0.0219780219780219,0.0054945054945054,0.0036630036630036,0.0164835164835164,0.0073260073260073,0.0,0.0018315018315018,0.0128205128205128,0.0018315018315018,0.0293040293040293
5,1965.0,2,0.05603961486314425,0.0,0.02737802737802735,0.2028265851795263,0.04658669364551715,0.0239609357256416,0.0303993833405598,0.00153476624064855,0.02509996627643685,0.0137612784671608,0.09069917893447299,0.0066827713886537,0.0083173318467436,0.0034652681711505,0.02841726371138135,0.01515151515151515,0.0569824981589687,0.0048520636755930505,0.02628717334599685,0.007673831203242949,0.0021782668841492,0.08367228955464245,0.0006435006435006,0.0028217675276498502,0.0519824637471696,0.00445632798573975,0.015347662406485899,0.0240125534243181,0.00782180193944895,0.0050000344117991005,0.004752269458151799,0.0218824630589336,0.00945636239753885,0.00153476624064855,0.00257400257400255,0.03886124474359765,0.0006435006435006,0.046242575654340354
6,1966.0,3,0.07298386021075093,0.0008003201280512,0.022452476642831,0.1929837384229053,0.026429116574165867,0.02506359645307397,0.025321229941251838,0.011571654748856033,0.04904665634369687,0.034134442182670095,0.06191783959960793,0.007569230590786967,0.0325531371969077,0.0202592167301703,0.040013651837546564,0.006367149758454066,0.04763846988070589,0.022194037035103868,0.0377551774332921,0.007231872459128533,0.005830111754846833,0.0509113674455289,0.0024452447645724666,0.005322865378035234,0.017437183569079768,0.005694034135393233,0.013796277931462398,0.013466169076326133,0.005119961027889399,0.0013333333333333333,0.0038969384855391006,0.028363095963022833,0.010587753942156533,0.0027785780979058,0.004871171657068601,0.0407439439543933,0.0032302718188724332,0.039884823494615196
7,1969.0,2,0.0230778634461426,0.00162760416666665,0.02121855667758365,0.3359787231622998,0.05871599799854435,0.01664136417394465,0.02077789528748175,0.0033703488901018503,0.0098438068595342,0.00990066639374085,0.0513811180858806,0.03979172352620085,0.00530499454148465,0.0026809270378457,0.01020770787845705,0.0017427447234352,0.015340702328966501,0.0024321665756914003,0.02931819732532745,0.0286287754730713,0.00036390101892285,0.0422082537299854,0.0070662186135371004,0.0052666143558951495,0.07102893013100431,0.0031599686135371,0.024128343340611348,0.034587654657933,0.079891910025473,0.0056688955604075,0.0013788437045123502,0.0051898539847161,0.0017811249090247,0.0033703488901018503,0.0024321665756914003,0.008177822507278,0.00109170305676855,0.0152255617721979
8,1970.0,1,0.0177935943060498,0.0,0.0195729537366548,0.3274021352313167,0.0711743772241993,0.0071174377224199,0.0249110320284697,0.0,0.0249110320284697,0.0142348754448398,0.0516014234875444,0.0231316725978647,0.0106761565836298,0.0035587188612099,0.0160142348754448,0.0017793594306049,0.0142348754448398,0.0017793594306049,0.0373665480427046,0.0213523131672597,0.0,0.1032028469750889,0.0053380782918149,0.0071174377224199,0.0533807829181494,0.0017793594306049,0.0142348754448398,0.0266903914590747,0.0498220640569395,0.0017793594306049,0.0,0.0160142348754448,0.0,0.0,0.0017793594306049,0.0088967971530249,0.0,0.0213523131672597
9,1972.0,3,0.051582004091219436,0.0005984440454817333,0.034484996683151234,0.1660000601430687,0.05478699443208349,0.020921442716455935,0.022756686172541635,0.006568589140209867,0.0736692334229591,0.022926229393338465,0.0589949049635706,0.0074155642117483,0.009972998503632233,0.0048140825760932,0.020241238716489637,0.0089719368348896,0.022465936308089934,0.0015527950310559,0.0364863145777758,0.014411443290921833,0.001754506564116633,0.0566607409334911,0.013046869875698067,0.019286887730915466,0.052745315595600466,0.022731208413978268,0.01913707535882987,0.04194875927105373,0.024051596284443033,0.008317210593486633,0.026089603727265365,0.009534279155379332,0.0035898588300298,0.008225182493216134,0.0070572409430739,0.006642744288305733,0.0157710752391541,0.023787949447184268
