,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
10,1973.0,1,0.0166666666666666,0.0,0.0106060606060606,0.1636363636363636,0.0333333333333333,0.0015151515151515,0.0378787878787878,0.0151515151515151,0.0621212121212121,0.05,0.0196969696969696,0.0181818181818181,0.0242424242424242,0.0666666666666666,0.0363636363636363,0.0015151515151515,0.009090909090909,0.0181818181818181,0.1348484848484848,0.0075757575757575,0.003030303030303,0.0515151515151515,0.0015151515151515,0.0015151515151515,0.0196969696969696,0.0318181818181818,0.0136363636363636,0.006060606060606,0.003030303030303,0.0015151515151515,0.003030303030303,0.0469696969696969,0.0151515151515151,0.0015151515151515,0.0227272727272727,0.0121212121212121,0.0075757575757575,0.0303030303030303
11,1974.0,2,0.0236419910838515,0.00085470085470085,0.0301658290030383,0.11700315188687274,0.029238719936394302,0.0199576908879234,0.031851094641792296,0.0111111111111111,0.0809793565607519,0.0222222222222222,0.04582587954680975,0.00083056478405315,0.010232274185762549,0.0085228724763608,0.020392140159581948,0.0051040690575574,0.0066686543430728995,0.00256410256410255,0.03406735383479565,0.010797342192691,0.0,0.06118635886077745,0.021618820456029753,0.0108938864752818,0.0581395348837209,0.048669676576653303,0.017779765454184,0.03654485049833885,0.0224252491694352,0.0091603486952324,0.0427350427350427,0.04520260101655445,0.009377573331061649,0.0178763097367748,0.01025641025641025,0.0042252321322088495,0.0178521736661271,0.0540250447227191
12,1975.0,2,0.0401482917858463,0.0007278020378457,0.0256308465915452,0.16904220233914555,0.030621549726353198,0.01916927080682535,0.01927318193693735,0.0118950675719234,0.061959025932825,0.01859542689237005,0.0607193025315296,0.00524093810120005,0.00932273694282425,0.025542204035653802,0.0289386135456004,0.0028649783016595,0.02281591528316415,0.008837535584260451,0.04039470960868335,0.00994662785055795,0.00349650349650345,0.05509707420187765,0.0074743912080156,0.0145136280507459,0.05041471144091225,0.00980793830138805,0.010724476881682049,0.05963353725362455,0.02304706453178065,0.0096077503282743,0.0028649783016595,0.0437024765627385,0.009711661458386301,0.002426006792819,0.008983859420540601,0.0187917977219287,0.010585787332512201,0.047430129307858504
13,1976.0,1,0.0092165898617511,0.0,0.0276497695852534,0.2442396313364055,0.0571428571428571,0.0110599078341013,0.0258064516129032,0.0018433179723502,0.0211981566820276,0.0101382488479262,0.0534562211981566,0.0635944700460829,0.0073732718894009,0.0046082949308755,0.0092165898617511,0.0,0.0027649769585253,0.0027649769585253,0.0497695852534562,0.0368663594470046,0.0,0.1013824884792626,0.0055299539170506,0.008294930875576,0.0755760368663594,0.0018433179723502,0.0258064516129032,0.0221198156682027,0.0635944700460829,0.0027649769585253,0.0,0.0138248847926267,0.0018433179723502,0.0036866359447004,0.0009216589861751,0.0036866359447004,0.0018433179723502,0.0285714285714285
14,1978.0,1,0.1122031122031122,0.0,0.0221130221130221,0.1392301392301392,0.0139230139230139,0.0245700245700245,0.0294840294840294,0.0131040131040131,0.0687960687960688,0.0655200655200655,0.045045045045045,0.0024570024570024,0.1048321048321048,0.0032760032760032,0.0425880425880425,0.018018018018018,0.0294840294840294,0.0212940212940212,0.0204750204750204,0.0008190008190008,0.0081900081900081,0.0393120393120393,0.0024570024570024,0.0057330057330057,0.0098280098280098,0.004095004095004,0.0016380016380016,0.0049140049140049,0.0016380016380016,0.0057330057330057,0.009009009009009,0.0475020475020475,0.0122850122850122,0.0008190008190008,0.0016380016380016,0.0278460278460278,0.0016380016380016,0.0384930384930384
15,1979.0,1,0.0630213160333642,0.0,0.0537534754402224,0.0370713623725671,0.0222428174235403,0.0046339202965708,0.0222428174235403,0.0,0.1436515291936978,0.0231696014828544,0.0389249304911955,0.0018535681186283,0.0769230769230769,0.0120481927710843,0.0352177942539388,0.0481927710843373,0.0064874884151992,0.0046339202965708,0.0250231696014828,0.0,0.0139017608897126,0.0185356811862835,0.0046339202965708,0.0027803521779425,0.0018535681186283,0.0407784986098239,0.036144578313253,0.0009267840593141,0.0,0.0037071362372567,0.118628359592215,0.0324374420759962,0.0120481927710843,0.0231696014828544,0.0009267840593141,0.0064874884151992,0.025949953660797,0.0379981464318813
16,1981.0,3,0.01562843904936743,0.003355063504552067,0.03494743546513803,0.193166110923782,0.057615226106178065,0.008659797934384832,0.020488279445006367,0.0238073507924019,0.03389412161402717,0.025800931649869435,0.028030172467623234,0.0408195271814469,0.006480661396475667,0.008581094751039632,0.026137624417718764,0.0005807200929152,0.0025448777990083665,0.006021730171218734,0.08339487717457816,0.021872166647933733,0.005182945562174467,0.04678860539757467,0.019032782585890366,0.023663232300525704,0.050490377530503366,0.0069106190601076,0.038639266669164334,0.0065448777990083674,0.018266506812533497,0.0028029423151374002,0.0025879634833214002,0.030466024752413366,0.005168458781361966,0.0336273900066189,0.020875975672199065,0.0033981491888651336,0.0061505376344086,0.037577135863524465
17,1982.0,3,0.04613125257934623,0.0005688282138793999,0.0289769956090379,0.13487347308608835,0.048615333069560195,0.027014219241332765,0.020701298633786665,0.006520044162182467,0.05243862559103301,0.020954703825005434,0.0655413181353946,0.0030396245372090332,0.05674190180573693,0.003082585132070367,0.015285081211996369,0.014354134187277866,0.014382133653593832,0.005031872214331367,0.016582128069984766,0.011753418743135832,0.0035665294924554,0.06492164087394718,0.008638250292963301,0.015419567743794266,0.06275072397065433,0.0101986451120568,0.01637689051004573,0.05438350105846653,0.018327612639330467,0.014147010632641501,0.030984015736946396,0.024066325759620134,0.007833052688867066,0.012788569127843532,0.0005486968449931333,0.006133624282267033,0.0008274036454390334,0.05549896788568309
18,1983.0,3,0.0450576845506598,0.0005175983436853,0.020348912224622366,0.16038934470357682,0.041889798105429865,0.007477846103232266,0.03883263364134976,0.003166556369947634,0.060709766172765335,0.02464633117282053,0.05041473014039257,0.02627872261379513,0.014180213076250567,0.018140589138297566,0.03622233827958467,0.011230893287607666,0.03315901203817653,0.007112410181463867,0.08007548131986171,0.011850246914451532,0.0032334672999634333,0.06436001753889743,0.0015954207770064333,0.003188860013286233,0.030754064013356435,0.014931407022399333,0.020123894250509766,0.006856655705760534,0.0065686898830854675,0.003125912164723733,0.013853584589078169,0.04977541633618363,0.0127128143071945,0.0015508134903292334,0.0031239306239970997,0.03463895151703677,0.0021556448666423,0.03574934722257657
19,1984.0,5,0.0377982858191863,0.0,0.029114172475689,0.14700290969926733,0.03963010580251266,0.01344908931917862,0.029410583293969117,0.010002075713006781,0.08029199735673896,0.029398476321940824,0.041141892563423335,0.01641529195644266,0.012555496902389381,0.02450924212472526,0.030221237987008535,0.00257566715146592,0.0129738802201704,0.00603177682245664,0.0656629457717304,0.014861397287147898,0.00248743178241894,0.06218663507240298,0.006535722285627441,0.0087679796195231,0.03654074233199646,0.029077362870649097,0.026757976230024176,0.0216881119176583,0.011428114453346159,0.00459474698970494,0.00792557208801312,0.0324905793258838,0.013155900296319379,0.00806526243598982,0.01187946208046192,0.008198299048033899,0.027322929647222945,0.03785064693627186
20,1985.0,6,0.05693310903033862,0.0026315789473684167,0.03739593287708445,0.13136042535210135,0.0334566099211969,0.015686097277396432,0.02626070079796428,0.013047865384506132,0.07083333961852382,0.022327334881146067,0.057966275107094935,0.005365705730877017,0.030447435047657748,0.011911264402022665,0.023667592749003433,0.017212541304438916,0.02820250045178348,0.0132079860091365,0.02910991899142867,0.008789898967373434,0.002259196710046133,0.048230044360804004,0.008256185224563867,0.0119362256541597,0.04080848734717581,0.014578600290992451,0.02155042848141357,0.03234603642681305,0.012486805487695882,0.008917757908466483,0.028833568383025487,0.03498996634983406,0.011459205166893032,0.010378193993557418,0.006548379841929234,0.01903535527148235,0.0038442274428230326,0.04772722280987937
21,1986.0,2,0.06173637687124135,0.0274366833954776,0.038997377037096104,0.1078816349597341,0.032665716584865404,0.020380176051795797,0.0264384832271657,0.042930285700245055,0.0416541251773724,0.0184482748029706,0.04760570171936135,0.0202335174116823,0.00053134962805525,0.01071145565227,0.0305825496182268,0.0025077859613128,0.0147065598643676,0.00983995012070535,0.0677347920365126,0.008692787773430051,0.0012538929806564,0.07459780211679855,0.01744777109580875,0.013835054332802951,0.02282576646415995,0.01238996762760065,0.01511121485567555,0.00954202576277845,0.005355727826135,0.0092018698592691,0.00159404888416575,0.04943317587365545,0.0193819758834839,0.00429302857002445,0.0290307322796434,0.01018010602421475,0.004973340377043199,0.06783691559219371
22,1987.0,5,0.03095884977357638,0.0009847788645682,0.034294054252252335,0.15685098341072995,0.05089041375521823,0.018616644980805917,0.02402566458818044,0.009268575209653521,0.029492414191269002,0.026329602574504184,0.06594716623606701,0.022365344436156082,0.018449303475170282,0.01499227396334884,0.021142285901095924,0.00325342178784032,0.013414009981837019,0.0126124842980176,0.04849225761363424,0.018497912468325918,0.0038281609742384396,0.07179337377765832,0.01534716371871204,0.0077515165156591195,0.0776167317553659,0.00962829382438086,0.017966633731785118,0.039806196393708713,0.028542344730198198,0.008719088666141562,0.0029930259943366,0.024237679253094103,0.006637243600141901,0.0026487637189629002,0.00527512222352226,0.00925572322693244,0.0020160016369464,0.04505849449596228
23,1988.0,5,0.027442656377250463,0.0006344588999822,0.02665548614587976,0.20101729814110106,0.046408731884752495,0.0207930684288954,0.02396593518543656,0.010186041406253659,0.0229922846059763,0.02638902550927808,0.06251594408561159,0.039627962781393425,0.01901245811355546,0.0047758688391345795,0.01896471960902036,0.00333650603210208,0.00980665322200302,0.01074115095995824,0.049217514332007745,0.0217144015964505,0.0015611919909329,0.06582268828731622,0.012188305351946201,0.0104030370288969,0.06941215576529708,0.004876732442145019,0.02039096396058082,0.041138575030292425,0.03546935584396946,0.01049712118262382,0.00186527472613394,0.01750205745422524,0.00732383354445734,0.0014801867866037397,0.004381850511149379,0.0081583536097023,0.00120874643709836,0.0401214038905842
24,1989.0,9,0.05666440452076707,0.0014606546991224,0.04483858719583468,0.15570779120049064,0.040580226843390424,0.01603206982046991,0.022258091065387235,0.014819250317668477,0.06272078844245861,0.015597690618585965,0.0590296834348414,0.0097219699569065,0.004211912508530023,0.010285945892132968,0.021872750080516538,0.001653491401819911,0.02587022141165621,0.010453450070581169,0.03422028852290779,0.015068497201072712,0.004826233850522444,0.04014704987482554,0.016598804506253846,0.017292785081164167,0.06260157036459357,0.0129023175794679,0.02792501690944384,0.04506761253492808,0.02049801099125242,0.010925072789195502,0.0029436489736029336,0.016358056575123778,0.009219087272152388,0.014946442264249885,0.011260175755633489,0.008331800054975611,0.02475724920123732,0.030331300216235188
25,1990.0,6,0.039207619119857685,0.0011160714285714166,0.029633372904279146,0.1569831479853903,0.04751614315657185,0.0111867459572397,0.03176667156104225,0.01146450263163145,0.04309964769133601,0.011748057034521517,0.05382902034089663,0.03060925449472712,0.0043816548529362,0.006749620969419983,0.0244928264052167,0.002833649293016667,0.017220957283642018,0.00381686544183235,0.05431662743543233,0.01908571082823755,0.002369482437538,0.08236543947373344,0.010671669177920784,0.005468426402538616,0.05455170679445733,0.013610677384266386,0.02260683219537098,0.0265886625089758,0.024233800898942667,0.008585029441884266,0.00258591576216275,0.04494197639023859,0.011180667358973467,0.00202420954941115,0.01048666268461875,0.006873965259692349,0.0038377844565572164,0.06595892500691714
26,1991.0,5,0.013975696706052943,0.00060105184072126,0.03581377594616006,0.18506109889802402,0.057092912495228965,0.01121418819264648,0.02412607430968826,0.0047448488445892,0.015458300780546861,0.0097983634444526,0.05338704942409413,0.04424005618515586,0.0021077129167433794,0.008526174059154139,0.01491726461013342,0.0013659473853138,0.00569918452369836,0.0022096807649402,0.04529999632532014,0.02900009953379064,0.0009242027325063601,0.08557984384958292,0.021705833288568822,0.0076449658453645805,0.09877331856672536,0.0043166886321186195,0.02952034473217734,0.02114015504107486,0.07107608303436186,0.0040725195875238995,0.00097837430182196,0.02106499656776508,0.0063875683352286605,0.00126313061988292,0.00440733475298848,0.00530389976055586,0.0015516334599975,0.049649629705298605
27,1992.0,6,0.06933532328693082,0.002792305007011517,0.04027972465015644,0.10653375943249427,0.030691642111695783,0.006719540697144516,0.02551021299568178,0.024807689647201717,0.08419648843571632,0.014861614342577401,0.04741215565764,0.015500037465988901,0.006302764409181383,0.020243861321487765,0.027980632503714447,0.0026088360028103503,0.021305062283148917,0.007826097371815183,0.039697276872960416,0.010726574555562668,0.0020691662568387,0.056542454073316595,0.011661427831079882,0.018092721586201732,0.021210634875500182,0.019455240496335836,0.030863448256292666,0.007926622958590467,0.009437693995047581,0.0070628783769095165,0.004522615017971483,0.04986965003637906,0.017572402547607047,0.025856104576757397,0.02067519849686032,0.007407481207469451,0.023804986074558016,0.060637674285361765
28,1993.0,13,0.04009497004961881,0.0010523058257412,0.03071284937706409,0.14007718022769747,0.045334826238474034,0.021944578445745083,0.026091992595179657,0.009918136169797162,0.03762989968635167,0.020604242601917268,0.06419144772148837,0.027986230517523532,0.011559316691854152,0.011822888598748561,0.0248228746001326,0.005012915525009769,0.018116239954962497,0.011969680015811047,0.046834468243371744,0.01843850450339718,0.0037731704226691767,0.06794664529848399,0.015151802084277483,0.01262395543252872,0.06458945610062197,0.012953815484577424,0.019640936360003785,0.04383572792525052,0.02534390039892485,0.011615886633810885,0.004804534882497038,0.02832670404697764,0.007454905506460199,0.0026755810233409848,0.008249301268853846,0.011914886460329907,0.0031088859163070698,0.04177435716419715
29,1994.0,11,0.045384319715622574,0.0013757185775188727,0.034295300964387126,0.10767878077215552,0.03542919895603328,0.01760495058662248,0.024172830781736664,0.013853906046489494,0.07572594504109559,0.01857590887122164,0.05254966951112692,0.013325431195434483,0.005374913926605927,0.016959037614315154,0.027231034534030783,0.0027596544467454365,0.013774663253951146,0.004493305992527264,0.04931719563208908,0.010373293849878173,0.004885521939986746,0.0614333743952049,0.00868426239651199,0.013037050627832164,0.03793593389687521,0.023544208526631936,0.024316618160515054,0.040619212776779975,0.012222666827371671,0.01253406969472868,0.011521836686876398,0.0463706868144964,0.01648121448175118,0.01281393854864037,0.02150816135627021,0.0084580624677026,0.015238897667701302,0.05813922246453407
30,1995.0,14,0.07523594720373242,0.002426763027665557,0.036175843820386556,0.12497429031031894,0.03344310739394245,0.01891085285265442,0.025250139547387845,0.02231258279486757,0.07690099200700233,0.03131495647706494,0.04457840996956829,0.01056394588499276,0.023255316614641083,0.007324039695865643,0.026124263274700556,0.008430678286530628,0.01833898149306362,0.022473021640613815,0.03175608044734673,0.008839139948542758,0.007886730681828985,0.05318723652178654,0.00890536716720822,0.014801297404969535,0.02491088993173196,0.015555871425046072,0.02513533311136155,0.019171797436975457,0.00915262594049498,0.007652951825456007,0.010625662760165844,0.03218445486827801,0.011062242416800927,0.017854947893130437,0.022501387596193828,0.010753454208298664,0.014504433845113454,0.04552396227426884
31,1996.0,12,0.05722467112869545,0.0011665892814042833,0.0388233485195476,0.12683439744590902,0.036485497686694214,0.013148033402435609,0.02191322992169835,0.015659654524593575,0.06499201468715426,0.025756195931677526,0.054876587819971255,0.016280320854246317,0.011766552168518333,0.012369701569015215,0.030423657412030725,0.0036821802452782996,0.026020565384528224,0.007515140883766366,0.04027701283633732,0.01713643858723245,0.002181600796626175,0.04382751599949483,0.021349645766573878,0.012446912876937917,0.05394329723048877,0.018103037194257744,0.027819635972017347,0.020667871137599235,0.032643490899536144,0.008260135870151125,0.0058043654027989675,0.030371598239322877,0.012066355737550634,0.014662062736117532,0.011351567436623501,0.011824439851141183,0.013306481490925698,0.03701819507110043
32,1997.0,10,0.07461949104987417,0.0032892307441904295,0.047087485402763384,0.15437254345523443,0.03834644889737002,0.014247840370656082,0.018118056615388407,0.010518543746088248,0.05490654524758063,0.011871249462080711,0.06368669007893267,0.0143137141770255,0.01035337904905924,0.0047035596683588496,0.020013767587802673,0.00533908059198795,0.034141383256093887,0.01131279709938365,0.024488071724034107,0.01510473326236415,0.00798687312112165,0.04469578300775156,0.024716489664807308,0.01686426360477694,0.05552209299162264,0.0058980030624299,0.027339101942269867,0.040466648836785094,0.029028230417693236,0.013752642153386294,0.00216749897142214,0.01269328918942495,0.006948406658520351,0.01185087142478854,0.013346182705027488,0.008217756325217821,0.012924950114818482,0.03474630432186491
33,1998.0,7,0.06436020068613693,0.003056566626297514,0.035427502571874485,0.11849502866747631,0.03559935446143157,0.016581965069435774,0.022781150961838043,0.014733251753621243,0.08053751921697272,0.021054372181781657,0.045543554111210284,0.011088969756269483,0.015272399899874303,0.011056216099829288,0.03131153579833244,0.004186209595478771,0.011858948162864315,0.007984448156340586,0.04115289696368278,0.013550769678750945,0.002304816997098271,0.05266755526196227,0.012671350314252214,0.014165099083646729,0.039839381699293255,0.023787464165610058,0.03169007213581613,0.0296375453857832,0.01543511792432196,0.01008461193662413,0.0074580232424459715,0.03851817249550144,0.014131088456225113,0.009498671229602785,0.016257455864647614,0.010448689707365328,0.01045075280289,0.055321270877412364
34,1999.0,14,0.0698648986991223,0.0031059245410778287,0.04220240300211919,0.16545179572274019,0.037338899835036514,0.020032910053871866,0.019305804132313635,0.010676672180016843,0.05306972710576002,0.01640670088070702,0.06448591819169833,0.023122454813732287,0.012340883611922643,0.007079555915080944,0.026291465266954556,0.004428206923281829,0.035034047173791764,0.012125950807093843,0.033550069290518764,0.015076323890085244,0.00496638907144395,0.035834508894643825,0.0139099004984318,0.014463947434185973,0.04308513849716592,0.006208647758785543,0.02704490801629075,0.03528847935775022,0.028047054830930757,0.012459280136342387,0.0025879914591234432,0.019275649149827895,0.00907167418518057,0.015012423777372122,0.006842345953216042,0.010242485423380843,0.004844660041315458,0.039823903477685274
35,2000.0,12,0.05125247397147987,0.0015662468204843836,0.04304870354314431,0.10661565729539345,0.03255196938897555,0.016753125538044852,0.022237829902672288,0.016336828783076268,0.06747007661150821,0.024440581047949595,0.052000948407413795,0.006770861237640734,0.021292936602244763,0.012276967586268709,0.029413031934334657,0.005061143461963233,0.024621569436832594,0.010155394480497484,0.037387509665539644,0.01023935418007336,0.0029538194120657837,0.05998556442185641,0.016449397044375393,0.013001399898245407,0.03825350820458231,0.024569259329359758,0.023641357330659214,0.026651410613807314,0.011203564416002858,0.009493887515247016,0.004235634743673959,0.041291567741530345,0.014660204036873651,0.012852220292458428,0.020120861062849965,0.009122095862581217,0.015476817768923642,0.06454422040936797
36,2001.0,18,0.06438072164497927,0.004438544945784311,0.03975736118321419,0.12643697625489492,0.03488585277909233,0.018318768159227332,0.023399457190562967,0.01607710573827709,0.07338404196853489,0.021197883316905967,0.051344033256223345,0.017909143809496583,0.011822756519086638,0.011661720607340038,0.03407790810276937,0.00513726496057635,0.024563201779378003,0.009824267278482882,0.04494771341586684,0.015251793272461369,0.0037430959386712498,0.054313287027685675,0.013685074862014594,0.010752230055498158,0.03366874526478323,0.018648378249709222,0.02574727697987398,0.023097813267624202,0.01858075502159095,0.007882970675774363,0.004045760549791606,0.029208141750175307,0.011593930568286356,0.01041146214850825,0.01610707257979257,0.009088717440955718,0.014626012700767901,0.04598275873534044
37,2002.0,15,0.07757303946204734,0.0005822397865302934,0.04591952329513906,0.11622150074105757,0.03388430856665176,0.013806223596106067,0.02182667540093484,0.008854804925700174,0.07644933399265451,0.01931962706035194,0.050271168504175255,0.011789103154342942,0.014485867497289811,0.006379851643224853,0.030706495864088846,0.008935499992207488,0.04994131024444222,0.004822113392466386,0.033614759128483884,0.010937826567770521,0.004966141847256894,0.037374184404489655,0.016919535390282205,0.018287082917001304,0.03296966324157678,0.023432370414340577,0.03194185464958636,0.01915096525988654,0.0124509220023495,0.008567802934443126,0.013303487022586848,0.030089928177048246,0.010977075933113445,0.02566875796956735,0.012315150650622901,0.013140235975856292,0.012828301131015121,0.039295267263309494
38,2003.0,17,0.05929300062803741,0.0018393879721432475,0.04140223501551431,0.12864598280090536,0.04470149895972532,0.015274869864514118,0.022204168234326763,0.015351298387757398,0.06324829222049111,0.01648040350796923,0.056598447967690924,0.012347875516138813,0.004655121501792241,0.013403120741933535,0.029512361879535574,0.0027827540861015704,0.025081416608893226,0.0056622298875161,0.04169513942091205,0.011201376650956916,0.004244665446355053,0.06609761376588841,0.012896624568547387,0.014295495533352668,0.04142927822525203,0.01910021270729686,0.02334355140685883,0.03295846509928893,0.013581410025971399,0.010741707324488706,0.0036454996749447468,0.03234155580460447,0.011851696876566911,0.011132670245262852,0.01471604786866241,0.010930206910944554,0.008632441747888936,0.056679874914968086
