,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
0,1930.0,1,0.09375,0.0848214285714285,0.1785714285714285,0.2276785714285714,0.0892857142857142,0.0133928571428571,0.0044642857142857,0.1473214285714285,0.0044642857142857,0.0535714285714285,0.0267857142857142,0.0758928571428571,0.0
1,1931.0,1,0.1666666666666666,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0833333333333333
2,1933.0,1,0.1111111111111111,0.074074074074074,0.1481481481481481,0.2222222222222222,0.1111111111111111,0.0,0.0,0.037037037037037,0.074074074074074,0.0,0.074074074074074,0.1481481481481481,0.0
3,1934.0,1,0.0684931506849315,0.0684931506849315,0.2876712328767123,0.1780821917808219,0.0547945205479452,0.0,0.0410958904109589,0.1232876712328767,0.0136986301369863,0.0547945205479452,0.0410958904109589,0.0684931506849315,0.0
4,1939.0,1,0.0735294117647058,0.0294117647058823,0.1911764705882352,0.1176470588235294,0.1323529411764706,0.0147058823529411,0.0,0.2058823529411764,0.0,0.0147058823529411,0.0588235294117647,0.1617647058823529,0.0
5,1943.0,1,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.2758620689655172,0.1724137931034483,0.0,0.0,0.1379310344827586,0.0,0.0,0.0689655172413793,0.2068965517241379,0.0
6,1947.0,2,0.05172413793103445,0.10727969348659,0.1293103448275862,0.1206896551724138,0.0258620689655172,0.0,0.0086206896551724,0.2183908045977011,0.0086206896551724,0.23946360153256702,0.0,0.0258620689655172,0.06417624521072796
7,1948.0,1,0.0222222222222222,0.0666666666666666,0.3333333333333333,0.1333333333333333,0.0222222222222222,0.0,0.0222222222222222,0.1333333333333333,0.0,0.1333333333333333,0.0444444444444444,0.0666666666666666,0.0222222222222222
8,1949.0,2,0.1930284857571214,0.0281109445277361,0.10607196401799095,0.2140179910044977,0.08883058470764615,0.03448275862068965,0.03448275862068965,0.16041979010494745,0.0281109445277361,0.05622188905547225,0.04535232383808095,0.0,0.0108695652173913
9,1950.0,9,0.0946774122962989,0.06502209757787848,0.08310162424992261,0.192072633874527,0.07511576208330771,0.012292464878671767,0.04996516893068617,0.18224874983946426,0.015562343148550033,0.07866472461919832,0.04526198807244557,0.06443747823058167,0.04157755219846721
10,1951.0,8,0.09845424512763218,0.059212013345077835,0.18414409291425418,0.10080544455544452,0.03859950533337629,0.010957064888516475,0.0005760368663594375,0.1956298629685726,0.0002880184331797125,0.161543149950408,0.050538675034642745,0.01103583916083915,0.08821605142169654
11,1952.0,10,0.07944463910378179,0.060403107958397484,0.17040941810549654,0.17276978392231468,0.03595843101942051,0.03106394395154083,0.00518410852713177,0.2922373464513227,0.0002906976744186,0.082539031896647,0.03423506080482821,0.01449612403100774,0.020968306553691828
12,1953.0,4,0.15318181818181817,0.025,0.042727272727272725,0.14772727272727273,0.0,0.0,0.0,0.3186363636363636,0.0,0.2377272727272727,0.045,0.02,0.01
13,1954.0,8,0.11084406877911777,0.03847564699280384,0.15497041752769586,0.158156742948676,0.07509040927892162,0.028066669610787236,0.012754175744371812,0.29850095241719277,0.009283088235294112,0.055436848632713906,0.03945505244258439,0.009904601571268226,0.009061325818572176
14,1955.0,12,0.17263063631634779,0.06716192953121178,0.20635311808328585,0.15681037608996787,0.04154856133318683,0.02782225011686906,0.013552285294239949,0.17664356486519137,0.0022284950230277664,0.06650537589529462,0.031565528356162,0.01577741145790044,0.021400467637314322
15,1956.0,10,0.07742750215646496,0.031175335536392283,0.15097426566063912,0.1410176226481201,0.048952287387141614,0.03021112795033898,0.014372469635627518,0.2562492310735693,0.01217466743782532,0.10980804952820607,0.041299090216383436,0.021283979178716012,0.0650543715905751
16,1957.0,18,0.14953535492488934,0.05414477988740723,0.20374709219663117,0.15694238752650763,0.06346450955030457,0.03423128876494187,0.008539956729139174,0.17124768187427494,0.016473559120617938,0.07040920518484708,0.0329970831326771,0.024266061986056756,0.014001039121704945
17,1958.0,20,0.1367453530340593,0.024676795032486067,0.14448876259153745,0.1840087347004102,0.05895744027089023,0.054626813392543314,0.010294377294023804,0.19469525407109356,0.011079402383750204,0.06849094842334501,0.030934532166062723,0.030360460000703894,0.05064112663909409
18,1959.0,20,0.1254314148241493,0.036281382096032724,0.18135971041246957,0.1640739840337911,0.09902220919149209,0.027621237078666754,0.01772876420689317,0.19769383515704136,0.006010019587291285,0.05429127264400439,0.031297656614274694,0.05229779582873347,0.00689071832515981
19,1960.0,15,0.1276304884478753,0.03403700347643508,0.17089011751501232,0.17076100675243022,0.05517157439651698,0.026776181737357234,0.015279510566038067,0.2500917009349663,0.0005036540520411468,0.07749876479424565,0.021067299366214834,0.03934990849370448,0.010942789467162073
20,1961.0,27,0.09836509577449631,0.041299375430578746,0.13078181806889771,0.15740818541384097,0.03671815417999827,0.019262820058171353,0.013592028142496644,0.2802428319804119,0.004832329806359844,0.08843412042034014,0.02486203227913541,0.03965670711889127,0.06454450132638129
21,1962.0,18,0.11474794000488742,0.07122165262477559,0.1887928371787282,0.15524483321677512,0.07446061728144132,0.0331269170715481,0.025068053008686055,0.17248105227985322,0.0040350188554795505,0.07214403264242512,0.031108252625355784,0.04098031010908434,0.016588483100959908
22,1963.0,17,0.11008954132730045,0.049441190754567016,0.16535350998815648,0.20259269857479342,0.12754710750120535,0.03165008379949965,0.024482448204714794,0.1466731404718097,0.0031367619001643828,0.05025217429837674,0.03020674547277144,0.032110278405960244,0.026464319300680036
23,1964.0,31,0.09799798921644791,0.061739777448941026,0.1711774205054454,0.1591130344073285,0.09124040117554795,0.03808945451768147,0.030994214044099692,0.1750944162385729,0.01056990614992964,0.08408716919712948,0.024555410715212108,0.04611704022104427,0.009223766162619433
24,1965.0,40,0.14036023155689759,0.05144513280766242,0.14839519331832868,0.15083376068739912,0.09510492683584833,0.05044089858224556,0.03159537181135451,0.1712405969768672,0.01326328792600916,0.050029293449669866,0.034103225745751975,0.04174743406781005,0.02144064623415522
25,1966.0,42,0.11859219212069733,0.04926963230388257,0.1717347612864917,0.15183919280651204,0.13680432754024513,0.040824188494235594,0.038123748997412145,0.14736633769732144,0.018684964377334207,0.05297261396237363,0.022191326233248054,0.03351483153765624,0.018081882642589617
26,1967.0,34,0.12190275981223199,0.04484323661565956,0.13751498537217224,0.1466479658626942,0.12489707151560961,0.04182515707082573,0.025136094116174408,0.17253857392168073,0.0162127596229521,0.055295064878960506,0.03353098398736704,0.0564441258995577,0.023211221324113906
27,1968.0,29,0.14511490960770954,0.06761952354624362,0.17534205718590135,0.1632538652192116,0.08680095977835142,0.0477973234152104,0.02026587460021609,0.16230942666140818,0.016729897741400667,0.0605750370343132,0.02498341577643689,0.022043316966216146,0.007164392467380635
28,1969.0,35,0.09884546242275652,0.06437844502959908,0.20075966663378533,0.17484218312764793,0.07630329878922994,0.019403038440100023,0.014275589862725886,0.18496740207243428,0.018845985760073788,0.06766858338402798,0.02515178284653419,0.03814899339153583,0.01640956823954885
29,1970.0,29,0.12768513419211888,0.0605991881454377,0.1613741164441945,0.12718215273111463,0.0839125741705495,0.02404714459881633,0.014999553031770373,0.1486727789588028,0.01721070709602636,0.06311729236359166,0.03547188592865447,0.12643919405293852,0.009288278285983985
30,1971.0,41,0.11982375541604053,0.05317077776401669,0.1641180334182103,0.18025171510414603,0.075298427157226,0.03963143123554583,0.0187447840178398,0.15326342308417706,0.03531176238643443,0.051250378010087555,0.05618160139150884,0.03909476216925731,0.013859148845509471
31,1972.0,59,0.12129497687043472,0.05899988988206174,0.16039028260309734,0.13393706831297927,0.08412622646429366,0.029199750384144442,0.022733515762330573,0.20875260479895574,0.01656425907416816,0.05644116094588533,0.03208464573214327,0.0373452301676388,0.03813038900186655
32,1973.0,51,0.11740827189144515,0.06478820877810654,0.15970694407654706,0.13968590654163487,0.1281112442025204,0.025767209826667328,0.039459175318660694,0.15572988297331936,0.04087955986839942,0.043639654573924436,0.04302608056528229,0.03328801144644258,0.00850984993704946
33,1974.0,46,0.13022273777231066,0.05307575493900235,0.16863326871364395,0.1358233665892762,0.10684505925215598,0.025689993554613468,0.030569165400320338,0.1734272119636099,0.018616520303486053,0.055537917671745214,0.028313127126807988,0.016212141721780676,0.05703373499124684
34,1975.0,50,0.11511947509335768,0.054275051430502715,0.16217947844470554,0.15519862938518292,0.09513679294526925,0.02289918427637584,0.032207009411465176,0.1733367482311338,0.01154646090732393,0.06596648649415396,0.026159778791796144,0.02968645558208966,0.0562884490066431
35,1976.0,58,0.10552957536568736,0.05605888045737112,0.1781313689526936,0.15994563750898316,0.10566695178647549,0.019104862387173974,0.026357150232952455,0.17869743313747638,0.02369612054410717,0.052348767099847586,0.03207966907809626,0.029645384724221305,0.032738198724913896
36,1977.0,50,0.13237957838037998,0.06550442087096907,0.1448686431204602,0.13092829547593132,0.11504511801324256,0.05171010941928511,0.029649191633169168,0.16993957993212852,0.024470468323623328,0.038287340742136536,0.036141018432983354,0.030131738888456012,0.030944496767234552
37,1978.0,51,0.13340015949897863,0.061505839914735384,0.183853003005773,0.13969075916030874,0.10565565466442113,0.029908153333366275,0.04535207749503554,0.1674335393646095,0.018895727842701465,0.04952197756758449,0.0245893049974846,0.022544569490779025,0.01764923366422179
38,1979.0,62,0.11558822646830337,0.05502668111790803,0.18644448665942767,0.13717698703374392,0.08745421857216301,0.04006520586714753,0.02318087770314258,0.1811432571040923,0.019688889201572295,0.05903768875317252,0.026833791718328493,0.0303665066865639,0.03799318311443404
39,1980.0,44,0.10769061678761788,0.05175276465520042,0.1885081384580269,0.14484437378238246,0.10763065613110445,0.022792790930905405,0.035542761692710596,0.191919018154852,0.020922871956554717,0.052706609746240154,0.028888564459195267,0.02975724810581952,0.01704358513938991
40,1981.0,61,0.13941293816963085,0.06398308161791601,0.1549749812795558,0.13367927593647663,0.10818626118574769,0.028377804274565113,0.037852970968753744,0.14900353572068703,0.029615238897040496,0.04979674132699052,0.036908344858144246,0.03361262819035637,0.034596197574135075
41,1982.0,56,0.11666955185103964,0.06816571767202427,0.1764105194080135,0.15517374443412232,0.10676597965290459,0.02327988620555804,0.03778835928969599,0.15842118672030828,0.026714483975064308,0.05508044103488453,0.030177404353922046,0.03165594110594718,0.01369678429651488
42,1983.0,84,0.11742377330607087,0.05780394468931237,0.16369065685947676,0.1495357346228322,0.09324481396547417,0.03478431789486493,0.02974414902877146,0.19009930452473692,0.045164994147495266,0.050735869402594114,0.0283115476468175,0.02536398348220848,0.014096910429344625
