,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
43,1984.0,76,0.11175112294511984,0.06689657901828079,0.1748669782230918,0.15398330270916485,0.0950986735189367,0.026928281158737976,0.04095839181453008,0.1613936181491269,0.023549488861016776,0.0549869110927331,0.03176234087899892,0.04053601518261698,0.017288296447644923
44,1985.0,83,0.11619009016175445,0.07491906131991115,0.1622254219698076,0.14263370328453465,0.12266454522475248,0.02593548726453367,0.034154526973138,0.15085481653156735,0.03401254938924781,0.0375508397819356,0.029731821578604746,0.0422734389829459,0.0268536975372661
45,1986.0,76,0.10983924662138378,0.06314699236976848,0.1868504482601438,0.14415457209917495,0.1159624832463665,0.027296206981769225,0.03306709120755345,0.14957160105982073,0.02529680073140963,0.04801237189792819,0.026360401854826056,0.041200566901104504,0.029241216768750175
46,1987.0,98,0.11707341199707402,0.06859347409745209,0.17294873391673748,0.15178475800388025,0.10982861769402544,0.024905102178693746,0.029330481097012837,0.17180160267796837,0.015351649229611216,0.054996067057491015,0.0241078508358463,0.024628173160236733,0.034650078053969975
47,1988.0,75,0.1057276522813881,0.05279125751870557,0.1743078012956288,0.1717211773546432,0.09434497486103145,0.037891241108425865,0.029792831721223968,0.17330578266720284,0.02562503803258652,0.061652605623633006,0.026537358561109392,0.021874351069175346,0.024427927905245558
48,1989.0,90,0.12092418863659533,0.06814540859008131,0.18183848397695265,0.1702985331346078,0.10555393367680369,0.02290544823273956,0.02312452011885337,0.14880048912091773,0.03661194867989217,0.05747123032725548,0.026429050025741904,0.020804681723213578,0.017092083756344845
49,1990.0,93,0.10686031449513525,0.062091899979976696,0.19058673528682268,0.14660683792472987,0.10492146953901542,0.026493222146411862,0.024027154286351732,0.18311401476172104,0.01292099455945911,0.05438614668352437,0.029914815659694942,0.03258228943517611,0.02549410524198072
50,1991.0,101,0.12722405046416058,0.062126495146447434,0.18996739944859398,0.15709869021048045,0.08939664927875364,0.026772661569549206,0.023721933805644406,0.16674203537723561,0.014624549203536834,0.05706687562670064,0.02238776035006693,0.03270154494163497,0.030169354577194704
51,1992.0,98,0.11780458126658053,0.07233377789284277,0.19891453075597576,0.15121992049854144,0.0929129464969697,0.016990203351430047,0.02414149348233579,0.1677613025210925,0.03171982066230691,0.06688662920311933,0.022169082459145117,0.02354641038312736,0.013599301026532189
52,1993.0,123,0.11531175355267133,0.06439425060792492,0.19313910732926032,0.14477884636897856,0.09348873270030952,0.02495488967632092,0.024886126557686444,0.17253673271790415,0.018609606270393077,0.061070002166980136,0.026653182774528057,0.031762591583473596,0.02841417769356859
53,1994.0,127,0.12438360631525312,0.06846944577318244,0.1860279681743399,0.1401414170755387,0.12318825709146124,0.024418626470264798,0.039644531179899516,0.14852993646249102,0.03987147613456628,0.040614334833810654,0.024891286401502073,0.03345673976685187,0.006362374320837998
54,1995.0,134,0.13025103357938655,0.06511928545263872,0.20290404877915286,0.14372205611616493,0.10492078313673431,0.024980319074645145,0.030134397489586674,0.16527198977780164,0.014690822299649377,0.048763917187409085,0.021977621455900473,0.02724170081606097,0.020022024834868844
55,1996.0,154,0.12081274785561605,0.07394103463004156,0.19475330307568547,0.14382612081106486,0.11991247788697654,0.02398452339685866,0.03220630635923991,0.1468027438899145,0.02669845968886016,0.0463886436437962,0.02187788150411043,0.03620233572588841,0.012593421531946841
56,1997.0,158,0.1161026597417951,0.06348930138795118,0.1999087245630752,0.15184490899483005,0.11335581760207333,0.026180293323653323,0.029015301464582754,0.15462244889305746,0.02411641809103326,0.045658968158184904,0.02457400998982347,0.031059452894064664,0.020071694895874636
57,1998.0,172,0.11344525033739095,0.06941599095451917,0.17968911517499242,0.13713729835168875,0.10051802525060556,0.0253028859902911,0.03584913548952357,0.174050818637128,0.02667217483136859,0.052273298634352705,0.024680078682973592,0.03707863152151152,0.023887296143653647
58,1999.0,205,0.11348046056837206,0.06759400619878053,0.18754267522196355,0.14531594980188828,0.10886144370364437,0.025665337128403312,0.034707144092121923,0.16787758362802832,0.020965581119970923,0.04597627676356025,0.0258362243909858,0.03959828233074838,0.016579035051531757
59,2000.0,173,0.1265815373457424,0.06309642427196688,0.200157079494183,0.13520277007506815,0.09872493682052165,0.02212995192672573,0.026358690885360626,0.1806302123118595,0.0172513097808226,0.05042220532462946,0.026654023405221685,0.03436848827006443,0.018422370087833203
60,2001.0,197,0.11833645838255301,0.07097366665273747,0.20142827082601325,0.14358303902284497,0.11180566909006621,0.025154557329763284,0.030667083655995873,0.16538222118680732,0.023552709813379792,0.049177227814297356,0.02178820904021398,0.028990801549191234,0.009160085636135792
61,2002.0,204,0.12590534917486873,0.07304618424759848,0.20247944477548002,0.13611070296122485,0.10137245107631825,0.026207544567601024,0.029783723598387615,0.17149186506685601,0.030106555330050813,0.04788674413481573,0.018211171154415038,0.021747446362931147,0.015650817549451697
62,2003.0,215,0.11729627118216164,0.0683129157216348,0.20276411312499915,0.14154873954004735,0.09921409625528978,0.026154164544104148,0.02671723440103798,0.17981615948164048,0.017009643711630926,0.05407595366989344,0.023377790184820783,0.031870101796762244,0.011842816385976703
63,2004.0,224,0.12183404381750114,0.07841106545034512,0.20266782348147713,0.13523166239481715,0.10310742908053554,0.026982629785749723,0.028885131899877993,0.1697511216218012,0.024932068843239848,0.05239352884015792,0.01854475082965217,0.025485136506928546,0.011773607447916041
64,2005.0,271,0.11765898748624425,0.07743882468409682,0.20658895777180644,0.14594008693417754,0.10272618549645474,0.025957300274666,0.027030671083340025,0.15814362572572438,0.02409837221065884,0.049505542018758,0.02320866317368794,0.028750446676691063,0.012952336463693823
65,2006.0,276,0.11586232203193722,0.0793024305575833,0.1983774171408766,0.13310107660832624,0.10453300046474352,0.02674690878731456,0.030644255756164415,0.15898204005759917,0.037567170153730386,0.050992659946079676,0.022689947055138434,0.03123232686309724,0.009968444577408952
66,2007.0,286,0.11844375021629751,0.08241862067444314,0.20228372863497285,0.13858523017621593,0.10334451660669144,0.02474959219875627,0.024799566249212108,0.16840641524099434,0.023747076764941408,0.0449207765962707,0.019125155318762757,0.03314172703685585,0.0160338442855854
67,2008.0,275,0.1306267754078434,0.08466181985881994,0.19380330679399882,0.12513494376970286,0.10406717154918417,0.02803894004495875,0.028721122481611558,0.1625285010343263,0.034960949604954314,0.047596713975824705,0.019980881636143973,0.027649274435392453,0.012229599407238332
68,2009.0,307,0.12765004438654923,0.07714547079054658,0.21221916974785823,0.1353675913263563,0.09396539871604341,0.02823443255124608,0.023268127750434638,0.16370981051819525,0.026957559070893616,0.051405701237231975,0.020263512957187858,0.027426790190692232,0.01238639075676443
69,2010.0,295,0.1350964060753609,0.07034638832399168,0.2168082006981986,0.1335472990113612,0.09388776756740658,0.030327988051666643,0.021791056651555025,0.1704600762759095,0.01939333330150502,0.049062106802908456,0.01949803843117316,0.019072341704904145,0.02070899710405904
70,2011.0,363,0.13708996280331381,0.07256043731562169,0.2153854136487417,0.12975894003836858,0.08781239207897101,0.02756374974545699,0.02042242083184299,0.1740039406232149,0.024095904357117257,0.0535154246124606,0.018896531789635882,0.021780538805470297,0.017114343349784355
71,2012.0,320,0.13403206089494674,0.0714817646898976,0.21472309468274312,0.12629224459252458,0.09005268824416782,0.027793548741904244,0.024241485931263435,0.17939017072394453,0.03486029992555417,0.04595310389774306,0.016989390258481514,0.015182197730474134,0.01900794968635434
72,2013.0,343,0.1425867894316927,0.06783183193889447,0.22070289948434166,0.12289213262473422,0.09275100498901832,0.02748937246785144,0.022220672105710892,0.1764839086303512,0.027819802656469078,0.04670780278712671,0.01920385255386866,0.017460263787942038,0.015849666541998632
73,2014.0,327,0.15085103938675024,0.06638064601979979,0.2140704653889338,0.12046029440508081,0.09301051900531446,0.030463411214442494,0.024788243707003915,0.16969444893482508,0.03263459210767075,0.04808251151997806,0.012547836644610209,0.025283631983730938,0.011732359681859162
74,2015.0,354,0.15099852499276714,0.07000142004288834,0.2152353468041764,0.11441200251201715,0.09815671652404445,0.03218257618597817,0.023745322308651236,0.17353813428652298,0.01933340959728001,0.04377765761209631,0.017838696884486607,0.026432400430558254,0.01434779181853289
75,2016.0,321,0.1531391411561298,0.06590329451928469,0.21298991393626446,0.10971688995645691,0.10659167611544233,0.033326161652851384,0.024509181825083187,0.16116894674527207,0.035115365513390576,0.03917962230963132,0.017534950134369127,0.025977198262311294,0.014847657873512332
76,2017.0,355,0.14738990478188943,0.06111280988915771,0.20693093994402106,0.11077031532640733,0.09902074210757633,0.03163045905986622,0.02030011484187456,0.18305621391799212,0.034828887913982906,0.039530504080544294,0.01835385411937906,0.030052007855526457,0.01702324616178265
77,2018.0,328,0.1525489752331787,0.06641285946999075,0.20888464382505,0.11627718521661606,0.10181757689994515,0.030681037713922516,0.021661008056618147,0.16558954089152905,0.03718838564435504,0.0358875029523108,0.018138775925369135,0.025694141659933646,0.01921836651118095
78,2019.0,317,0.1542431832043602,0.05863270981565362,0.214939876510773,0.11835922117329514,0.09507436260150914,0.028335543602890464,0.022304411785455825,0.16902023323654589,0.02508501881279534,0.040663204898127886,0.019305544922862072,0.03153678685010887,0.022499902585621998
79,2020.0,317,0.14543082044465894,0.05997045523062897,0.19973600984123518,0.12270969448063901,0.08840640833728036,0.03142039622226918,0.02074423059706921,0.18763717522252135,0.02628688363481334,0.03949435927284987,0.017263266231486097,0.03232519254162747,0.02857510794292131
80,2021.0,274,0.14175020100155802,0.0586931716998482,0.17836924950315938,0.11429821107039265,0.10670994683251174,0.029351645145100948,0.021517718501476803,0.18468856363186503,0.03444679627330469,0.03827612355966899,0.018522966729652285,0.05751428633249608,0.01586111971896509
