,year,total_works,topic_1,topic_2,topic_3,topic_4
0,1951.0,1,0.1497695852534562,0.456221198156682,0.391705069124424,0.0023041474654377
1,1952.0,1,0.2078488372093023,0.4084302325581395,0.373546511627907,0.0101744186046511
2,1959.0,2,0.2065549284596221,0.323355067351573,0.4596731078727485,0.010416896316056301
3,1960.0,1,0.1933621933621933,0.3607503607503607,0.4357864357864358,0.0101010101010101
4,1964.0,1,0.1903669724770642,0.3853211009174312,0.4174311926605504,0.0068807339449541
5,1965.0,2,0.17641908333000916,0.3713371095775659,0.443057162232239,0.00918664486018585
6,1966.0,3,0.22050243438866937,0.3205915297788771,0.4504948037393137,0.008411232093139633
7,1969.0,2,0.2121353410674967,0.33368472276991556,0.4372191531414694,0.0169607830211181
8,1970.0,1,0.2115384615384615,0.376068376068376,0.4102564102564102,0.0021367521367521
9,1972.0,3,0.22917408470734155,0.34289369524461266,0.4118118374999109,0.0161203825481348
10,1973.0,1,0.2211155378486055,0.2749003984063745,0.4860557768924303,0.0179282868525896
11,1974.0,2,0.21903694369554175,0.3260999101316766,0.43038135427656,0.0244817918962216
12,1975.0,2,0.22800606729178155,0.29842342342342343,0.46438913403199117,0.0091813752528038
13,1976.0,1,0.1480996068152031,0.3958060288335517,0.4429882044560944,0.0131061598951507
14,1978.0,1,0.2345971563981042,0.2843601895734597,0.476303317535545,0.0047393364928909
15,1979.0,1,0.2524137931034483,0.2455172413793103,0.4648275862068965,0.0372413793103448
16,1981.0,3,0.24318986021769948,0.31274936898469585,0.42475862726754904,0.019302143530055497
17,1982.0,3,0.20922992542240323,0.3577892590446526,0.41741985942902976,0.015560956103914302
18,1983.0,3,0.18916417925437665,0.34309326371452925,0.456021673772258,0.011720883258835933
19,1984.0,5,0.18663180626825665,0.3410447388279926,0.4543631327408201,0.017960322162930538
20,1985.0,6,0.21677453338566702,0.3301040839862908,0.4383919999720676,0.014729382655974434
21,1986.0,2,0.20537793831501555,0.36394114186694637,0.4179414559615421,0.012739463856495999
22,1987.0,5,0.2062983631542538,0.3587213559848585,0.42689231166686803,0.0080879691940196
23,1988.0,5,0.20719018144067863,0.3545143730376073,0.4280457785601667,0.01024966696154732
24,1989.0,9,0.22672911014419997,0.33273401496097155,0.42801768459367007,0.012519190301158313
25,1990.0,6,0.2011588575987586,0.36004779501766376,0.42740007098005334,0.01139327640352415
26,1991.0,5,0.17977820088191562,0.3876381884131381,0.42112042884287837,0.01146318186206772
27,1992.0,6,0.21478766161508064,0.32298116277431577,0.44396493820404975,0.018266237406553747
28,1993.0,13,0.21971260817068464,0.3453373376744007,0.4246431330946759,0.01030692106023873
29,1994.0,11,0.21692359626766844,0.33214030582002746,0.4383458384871906,0.012590259425113347
30,1995.0,14,0.23336904974161338,0.30917964269915066,0.4441190597946125,0.013332247764623351
31,1996.0,12,0.2254851776192676,0.31942721690769865,0.4409429875606678,0.014144617912365834
32,1997.0,10,0.23526453114657836,0.3227403524518563,0.43003642451152374,0.011958691890041399
33,1998.0,7,0.22764009284416595,0.3125294919657263,0.4448406279025287,0.01498978728757896
34,1999.0,14,0.2267978592724667,0.33278630476710774,0.4274249186508037,0.012990917309621694
35,2000.0,12,0.22456534108893786,0.3316138686405217,0.4296801210473495,0.014140669223190757
36,2001.0,18,0.2238948208478184,0.32055330887146927,0.44100988714848033,0.014541983132231937
37,2002.0,15,0.23983846925627098,0.3112434356509209,0.43109223420689075,0.01782586088591732
38,2003.0,17,0.21817385276949172,0.3420080451242094,0.42592253281786846,0.013895569288430247
39,2004.0,23,0.22591404165055223,0.32637542181289125,0.43049936031119634,0.01721117622536007
40,2005.0,28,0.2314131473432986,0.3361522846841716,0.4186006473823262,0.013833920590203512
41,2006.0,20,0.2316688428012454,0.33365170578170805,0.41817944943649177,0.016500001980554617
42,2007.0,21,0.2351467086035285,0.3260522761694909,0.42211095926792896,0.016690055959051618
43,2008.0,23,0.24076818323511714,0.3070805741110751,0.4351935668830548,0.016957675770752908
44,2009.0,27,0.223119617049688,0.3541143337651206,0.4079763993396583,0.014789649845532995
45,2010.0,19,0.2281720318039476,0.3239578359483776,0.43073073148187807,0.017139400765796748
46,2011.0,17,0.22179233368427995,0.31004847719107037,0.4514198611722259,0.016739327952423604
47,2012.0,20,0.2162304883590108,0.3360604423709893,0.42950220647864856,0.018206862791351246
48,2013.0,14,0.22344253953123225,0.32704849009152653,0.43212916627767906,0.017379804099562045
49,2014.0,12,0.21612939774135734,0.33323389726266456,0.43596869053013904,0.01466801446583888
50,2015.0,15,0.2314239911355481,0.3319669994434484,0.4181869101499054,0.01842209927109797
51,2016.0,10,0.22192512286783747,0.34630412526006504,0.4174960880132927,0.014274663858804678
52,2017.0,9,0.23242254023584122,0.2958482174860895,0.4478415678358615,0.023887674442207643
53,2018.0,4,0.17585687499932612,0.389391099192372,0.4219700995842727,0.0127819262240291
54,2019.0,7,0.22142628411928508,0.32171754366872646,0.4309365755278746,0.025919596684113772
55,2020.0,4,0.23105092047623815,0.3133083011429775,0.43679457230027013,0.0188462060805141
56,2021.0,2,0.20670565695270746,0.2983008974488252,0.46684985378642735,0.02814359181203985
