,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26
0,1951.0,1,0.0089086859688195,0.2449888641425389,0.1180400890868596,0.2360801781737193,0.0155902004454342,0.0534521158129175,0.0178173719376391,0.0534521158129175,0.0534521158129175,0.0089086859688195,0.0601336302895322,0.0267260579064587,0.042316258351893,0.0,0.0133630289532293,0.0,0.0022271714922048,0.0,0.0022271714922048,0.0044543429844097,0.0066815144766146,0.0,0.0,0.0311804008908685,0.0,0.0
1,1952.0,1,0.0147492625368731,0.2079646017699115,0.1165191740412979,0.1873156342182891,0.0324483775811209,0.0737463126843657,0.0176991150442477,0.0648967551622418,0.0368731563421828,0.0044247787610619,0.0722713864306784,0.0250737463126843,0.0457227138643067,0.0117994100294985,0.0162241887905604,0.0014749262536873,0.0088495575221238,0.0,0.0,0.0147492625368731,0.0073746312684365,0.0088495575221238,0.0014749262536873,0.0265486725663716,0.0029498525073746,0.0
2,1959.0,2,0.018448841818407002,0.20646754614145915,0.0794082125603864,0.152475845410628,0.01806174904000985,0.11010466988727854,0.02201009537966055,0.0308125851604112,0.02252105784714475,0.017860460795243352,0.04550662702836615,0.025563607085346197,0.06019292704075305,0.01391985631116065,0.05366654279697755,0.00627864486560135,0.017604979561501248,0.0,0.00090579710144925,0.0467995169082125,0.01889786944134765,0.01100117676204625,0.00394834633965065,0.0121701969528056,0.00375479995045205,0.00161804781369995
3,1960.0,1,0.0168302945301542,0.2398316970546984,0.1136044880785413,0.1612903225806451,0.0070126227208976,0.0813464235624123,0.0168302945301542,0.035063113604488,0.0294530154277699,0.0168302945301542,0.064516129032258,0.0140252454417952,0.064516129032258,0.005610098176718,0.0280504908835904,0.002805049088359,0.0196353436185133,0.0,0.002805049088359,0.0252454417952314,0.0084151472650771,0.0210378681626928,0.0042075736325385,0.0196353436185133,0.0,0.0014025245441795
4,1964.0,1,0.0180995475113122,0.2443438914027149,0.0950226244343891,0.1990950226244343,0.0158371040723981,0.0723981900452488,0.0113122171945701,0.0316742081447963,0.0158371040723981,0.0090497737556561,0.0678733031674208,0.0113122171945701,0.0610859728506787,0.0113122171945701,0.0271493212669683,0.006787330316742,0.0158371040723981,0.002262443438914,0.004524886877828,0.0361990950226244,0.006787330316742,0.0113122171945701,0.004524886877828,0.0203619909502262,0.0,0.0
5,1965.0,2,0.010341499921222599,0.22731014652591774,0.0640519142902158,0.2048369308334646,0.034106664565936654,0.10312943122735145,0.03957578383488255,0.0269615566409327,0.022898613518197553,0.0051421931621238,0.0389790452182133,0.03805538049472185,0.037572869072002496,0.0257680794075941,0.019816448715928747,0.010881124940916899,0.010881124940916899,0.00200291476288005,0.0051421931621238,0.01380770442728845,0.03664920434851105,0.0048723806522766,0.0011363636363636,0.01521388057349925,0.00086655112651645,0.0
6,1966.0,3,0.017561923322706664,0.20046480025354022,0.05470102937089614,0.153094131925483,0.030816475005825433,0.117567262273494,0.04014863941712803,0.02486455242786983,0.015218087910578234,0.006722637477918132,0.04715866949145973,0.0377743586730876,0.051197633936030634,0.02071818057857623,0.0429979214397159,0.0094692952984485,0.013026706350638633,0.0019140051950641,0.004687670824256767,0.0328947191957846,0.04228256783649333,0.0074725980653159675,0.004792886086058233,0.0166910012767116,0.0023640661938534,0.0033981801730639995
7,1969.0,2,0.020599908268044448,0.24311776323795076,0.12101480815852775,0.14401800005616233,0.018958327483081,0.07074827066543105,0.02469625490251135,0.03421929553602345,0.0340016661518444,0.010154867877902849,0.0624830342684376,0.018813241226961652,0.066812220942967,0.00984948470978065,0.024965366506603748,0.00167785234899325,0.00854955865696925,0.00055928411633105,0.0043291866745293495,0.0226194153491898,0.0121591643031647,0.01967790851141495,0.00481592766280075,0.018958327483081,0.00167785234899325,0.00052301255230125
8,1970.0,1,0.0251572327044025,0.2494758909853249,0.0922431865828092,0.1886792452830188,0.0188679245283018,0.0628930817610062,0.0188679245283018,0.0230607966457023,0.0398322851153039,0.0125786163522012,0.0398322851153039,0.0230607966457023,0.0691823899371069,0.0020964360587002,0.0377358490566037,0.0062893081761006,0.010482180293501,0.0020964360587002,0.0020964360587002,0.0251572327044025,0.010482180293501,0.020964360587002,0.0041928721174004,0.0125786163522012,0.0,0.0020964360587002
9,1972.0,3,0.011233949625709968,0.2082503344760794,0.07212629080719409,0.1757932891193225,0.03362269451335707,0.08891606281871467,0.0202541978614592,0.041237474160419334,0.019550510262584534,0.009650634317275,0.07531614436584111,0.02621700527109307,0.04746294705607917,0.015574117123216366,0.031011618739439667,0.01945989882525163,0.007101154367858433,0.0021851956842035003,0.007929113605253434,0.03275407414565106,0.027778875978263434,0.004473218405662734,0.007776846168050667,0.012347737115538935,0.0007797270955165666,0.0011968880909634667
