,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17
13,1986.0,30,0.13916953372292337,0.21479116473250362,0.03280589760521848,0.07453798450782868,0.05526280067706091,0.10245781426605959,0.038832194842467666,0.027414431115357227,0.12022198264110351,0.009528896363364665,0.009199714190881643,0.012310340126725734,0.045520392995991865,0.025621779233154528,0.04042426030902259,0.02657746333485508,0.025323349335480392
14,1987.0,57,0.159634198961524,0.20389514726906965,0.04345091415069008,0.06391746710372974,0.04393297136907059,0.0703175814927938,0.04654588306584895,0.030895565475734105,0.1445532477400455,0.007441520290774165,0.007574621800470708,0.012381457780722447,0.03549131113634776,0.039001461698820114,0.03666882410662463,0.037689326938492064,0.01660849961924121
15,1988.0,37,0.1586566588131702,0.20062523174847077,0.04293199583206571,0.07689745817862773,0.038817756726113706,0.06953537420135728,0.04188755165700918,0.04305827678303191,0.14572367761421656,0.007087850307893666,0.005268861864628149,0.025754122781851862,0.03712282199388621,0.03358665187225963,0.012595846709489515,0.03890168152072752,0.021548181395199956
16,1989.0,63,0.13280391919338466,0.21713563550673337,0.039619805393471846,0.06321110820676959,0.0564341514772309,0.07379873154655027,0.045953398368976675,0.039793357422893375,0.12375009067402082,0.007046413362304326,0.007367688659855426,0.021988036999663216,0.04098313765858446,0.03864061873996519,0.016627022380215153,0.03773445832582514,0.03711242608355503
17,1990.0,82,0.14920739992590865,0.2655225377940723,0.033722736486143524,0.06889125361414049,0.042894537114980716,0.06376013799813293,0.038694684885795624,0.04807198710930311,0.11606056377408192,0.006164702586113054,0.007006242898127431,0.01876688224701287,0.03416949537475331,0.02306212414672361,0.01300118283159141,0.037407742124540726,0.0335957890885778
18,1991.0,81,0.17009771451145023,0.2543529426913803,0.032449997507040806,0.07385427824568447,0.042786951651065594,0.06715861052524814,0.04590034044110418,0.05007518866266377,0.09734037288180883,0.006206090421212151,0.007911317902562142,0.020506258225079687,0.02554736944698195,0.02417763562977829,0.006351902519301318,0.046213464851571746,0.02906956388606602
19,1992.0,104,0.16194082389290695,0.24746765226918133,0.03880679931424103,0.0716168483118743,0.04348125790781938,0.0715838243049033,0.03982770083294195,0.0353553815365597,0.1081588850057178,0.007366326408891304,0.00864811947983388,0.015906403738566444,0.03003107459939915,0.03238232172035231,0.012486766741216664,0.0434020330452759,0.03153778089031814
20,1993.0,137,0.1507208053687162,0.2335015530996621,0.048618668978083555,0.09145107031761868,0.04919556880133521,0.059164746551572577,0.05282832334724622,0.04266787473582064,0.07752262739097819,0.007139282248216028,0.01051161032499687,0.018844883362353085,0.04017403692235251,0.03001631097254755,0.022491080584949513,0.03662067313593059,0.028530883857619947
21,1994.0,109,0.14593569380800037,0.2339987734807851,0.048510151542788746,0.09031345092781856,0.045493169800944096,0.057885229462614075,0.049838256758592304,0.048853460497920574,0.0743883828987231,0.007388502212539471,0.009993459670478107,0.016191873411992366,0.035566370063793123,0.03383257299723727,0.027980369903002983,0.03726364948440294,0.036566633078366384
22,1995.0,123,0.14990848810462246,0.21907364828348153,0.04788327167600935,0.09955726989849938,0.056724923288942915,0.054166191434743556,0.06067353484583851,0.05164800010513513,0.06698893411030805,0.007342980117264169,0.010343833599016554,0.013470101382693984,0.03743130417548757,0.032624195244002764,0.020108493036565565,0.039947577416824115,0.03210725328056392
23,1996.0,117,0.12045235875810874,0.19417895736259883,0.05225508408584894,0.09946223545319197,0.05358780805221791,0.06531181747437932,0.058720425855894154,0.07985228917141743,0.04564835004220368,0.007822436068960867,0.021375856538561683,0.02295703339431779,0.038373652960470794,0.03018351924308611,0.02420382123166364,0.046288765810220955,0.03932558849685646
24,1997.0,113,0.13571969115766916,0.2093628786625689,0.05430710134812682,0.10087037082192565,0.04546667449204728,0.053891460290309647,0.05730042149185978,0.06648431710610672,0.05822274379190511,0.008314464203252022,0.012820664422445347,0.027359152626968607,0.03834997227543054,0.033441954410775084,0.015496292503648017,0.04665792239014434,0.03593391800481618
25,1998.0,108,0.13266915886367545,0.18960331058319857,0.05706208942360243,0.10925421202971668,0.04307510521004522,0.05173935130252013,0.08132211212686571,0.0759462545346677,0.04112727644495906,0.006020930822991475,0.011761565291299047,0.021839512692435226,0.04276778675148675,0.03261727858871028,0.018224410085563084,0.0485577500848332,0.03641189516342948
26,1999.0,131,0.1335507342262809,0.19886296290081654,0.06188473386142263,0.10923128187888353,0.043872739089069544,0.054101650811332516,0.07025284962665845,0.07181175807487401,0.04053128524499515,0.008050951473841368,0.013370910367929681,0.023205115195899975,0.03257027686957219,0.0400884932412389,0.009111633063277834,0.05256161443796897,0.03694100963593714
27,2000.0,118,0.12910224597684186,0.1921053434242556,0.06771109172566557,0.10426922574019913,0.045864441368080794,0.058989754186263794,0.061605442773620865,0.07043001150100203,0.04656938514981655,0.008707927500756272,0.015096932629048373,0.023972692590439805,0.02865384105349461,0.04551322544854565,0.006132685963815849,0.05253230769491305,0.042743445273239575
28,2001.0,127,0.1489844334506428,0.2239942304662308,0.05536397716661362,0.11569478294827205,0.049011589577329276,0.04864619030450712,0.07045531124724122,0.05794758121280857,0.03613738905860691,0.008898958876776013,0.011407529307632586,0.02392103033719545,0.0412519464748026,0.0368563427162484,0.006187336255452125,0.040336312958883604,0.0249050576407562
29,2002.0,115,0.14310614409820752,0.19321351638086354,0.063824894751236,0.1108634712346053,0.04506688041292732,0.05159213779675805,0.08020672250619902,0.06977899073464783,0.026170159838010364,0.010127079995679704,0.013187473370355762,0.03059265611322736,0.03128732764174514,0.047245685931575424,0.01005762472069422,0.048704801196021455,0.024974433277245384
30,2003.0,145,0.11926093533319572,0.20557023898916346,0.05288984868142647,0.12317786889862586,0.05260283398593216,0.05518727563712846,0.07572813721749075,0.07364734041275463,0.028982026968104136,0.008654518493092577,0.011724908675092715,0.032585964034129236,0.034331361859636596,0.03446951981665799,0.009216639713958183,0.052413919676761414,0.029556661606849034
31,2004.0,146,0.13523400262996535,0.19392202178339454,0.052763565841414194,0.11542516598556199,0.049064234500670226,0.053501225381283116,0.07642779300500858,0.0721335407664349,0.03776677914877499,0.010631445992676925,0.015003297091021411,0.03706931190450962,0.03271303580928605,0.034261509423055884,0.007840042294196846,0.04596198855861216,0.03028103988413248
32,2005.0,145,0.12624515771964012,0.1922501937188781,0.05886640602007586,0.11611431996990368,0.051580778101470666,0.050753915153149205,0.08237678441278963,0.07467613093650162,0.036474414633338996,0.007519741326488984,0.013207841950446919,0.032158056051157916,0.04124054048310009,0.034629890025255405,0.01016939531801278,0.04811079243139308,0.023625641748396008
33,2006.0,144,0.1292246434369869,0.19223034669466288,0.05879610092626971,0.11787621766451288,0.04578492095764473,0.04653879520210536,0.07427345643109731,0.07513876074667042,0.03941529317070685,0.00927846275939135,0.01368435096660125,0.03907935354734572,0.035949378301033286,0.039310888197996864,0.009831596614085733,0.04173994680943707,0.0318474875734511
34,2007.0,159,0.14861258515581957,0.20625102938743875,0.05498392975283147,0.10054086790956053,0.048572085643052106,0.051910470722632066,0.06714633133595974,0.06293618119160746,0.05871330196900334,0.009112098389499246,0.015229157595080476,0.02975598862416015,0.03530606446495549,0.03533647245522177,0.006762518511549945,0.046193869896747945,0.02263704699487933
35,2008.0,172,0.1360053054292295,0.20747427817242012,0.0698640006721171,0.10512801199745582,0.046671559227115376,0.05961024803698534,0.06523535912993504,0.05994675818849701,0.053722566060122164,0.007298675535718915,0.01788826910484357,0.02373553026992384,0.030009209906974865,0.04155184824526476,0.0067079517507016495,0.045046386550237134,0.024104041722457205
36,2009.0,241,0.11794614242455885,0.19375460839764713,0.06358041138007109,0.10716298070233736,0.049403269601228685,0.05976346261880485,0.06533563174704035,0.06855727991098161,0.05232802174588315,0.007512906572359991,0.019521795015158563,0.02488179865205342,0.04154375987438479,0.03982941794145363,0.010960439656658117,0.04852682509228889,0.029391248667088893
37,2010.0,227,0.10717529995007091,0.17834938344279197,0.06478074764691998,0.1183525067976201,0.04949379441098063,0.060727434845411744,0.07842785882018624,0.0693233372853217,0.04889179402685103,0.00931974030159279,0.013205791121844702,0.02532760400151081,0.05345267141394763,0.039790621358752803,0.007076853515936865,0.04991112148815464,0.02639343957210499
38,2011.0,229,0.1168782932513753,0.1697058764506646,0.06365213905101506,0.10748598290025128,0.04659972334501595,0.06053585714833223,0.06639857921686798,0.07312104098498919,0.06108901008790173,0.009696767350201335,0.015381029581253843,0.026557895085280118,0.05304794948828731,0.039557039482503976,0.005942324610375368,0.05414652838735457,0.03020396357832949
39,2012.0,257,0.11016761307676756,0.17555113245083975,0.06032299850502847,0.12545957537058464,0.05060695357239188,0.06148915114632207,0.08433358385341451,0.06885220176812001,0.04147103596828243,0.009570085713363591,0.013473687201048095,0.021080706798977018,0.06427918631170447,0.03260706741881806,0.007520780291582272,0.05028010871540587,0.022934131837348885
40,2013.0,270,0.09298381911710274,0.17281247161568114,0.052949192022049466,0.1400571716079512,0.057510636800739826,0.061274672569205206,0.08060329590408198,0.06847580760257438,0.038248778282252614,0.009737816274312633,0.010994171770434316,0.02618060578505097,0.07305231728657331,0.030241906799324966,0.007462701839223873,0.04489723867845968,0.032517396044981293
41,2014.0,317,0.09906812587337169,0.1638669755573716,0.06422642006144377,0.1179089147687383,0.0466437717063737,0.06527554927052226,0.07161156975021464,0.06445170713199748,0.05175176279969403,0.010669577403006418,0.014327429392960715,0.02068186113247185,0.07270570318898155,0.039413307025013965,0.01121219997360503,0.05470889218805576,0.03147623277617695
42,2015.0,392,0.07715746956876449,0.15861648393861566,0.05915776494834223,0.12381068753914336,0.04943140725125079,0.07175765893522379,0.0788034216144125,0.06578976650371424,0.040636964771145756,0.011057728946731625,0.0140484869341961,0.020814965550275698,0.09494888852980361,0.03541619262930087,0.010828736062474283,0.05201833290543609,0.03570504337116841
43,2016.0,435,0.07955225467485619,0.1703209752704256,0.05332575615763276,0.1259199843517963,0.04381350525751222,0.06781991653463063,0.07898710963982247,0.06616978591291775,0.05108540896089136,0.009405919422237542,0.011787486944598052,0.01777773265128775,0.1006299766336935,0.033440799225026144,0.007120854340058315,0.04838482682081679,0.034457707201796445
44,2017.0,447,0.07976538902013318,0.1580489184295368,0.0540890348776161,0.1200267180427794,0.04970697002748649,0.07034846896009847,0.07506821458798167,0.0646203313314677,0.05272596798836896,0.010927006735758811,0.011468386825656486,0.02278541199236289,0.09685344745377077,0.040084482781566046,0.008852631557783024,0.052227057705861356,0.03240156168177187
45,2018.0,404,0.0770377425930161,0.16391229173430913,0.056003136614562625,0.11694222760076753,0.0545618592805891,0.06837443848820915,0.07989425054545149,0.06255888127094276,0.052073163439098735,0.012453020249018076,0.012057663709942329,0.019050305730404393,0.10506522027010576,0.03728338526252079,0.007551368860863979,0.04768869317271257,0.027492351177484907
46,2019.0,362,0.07925430506016753,0.1670587027860278,0.05189899557187322,0.1237018108382939,0.04820516326846655,0.06655036307852527,0.08141387443303331,0.0743921936071364,0.04751381419873827,0.009435857095383242,0.011577107034867461,0.019464372540855254,0.10764745009199309,0.03204971059065068,0.00821825592870827,0.04615044960977598,0.02546757426550325
47,2020.0,283,0.07906748151422636,0.1628377062235173,0.05810660203185689,0.12797036042309148,0.04871967101453613,0.06754593124280099,0.07668454151623129,0.05638887108770436,0.048446119559108713,0.009621886275708778,0.013029121746402065,0.017929726600678736,0.12752327055810003,0.03134673961691023,0.007628891844987335,0.044874305052392,0.022278773691746915
48,2021.0,254,0.07971355854104026,0.16675917679419855,0.05402411529867226,0.11720182661144767,0.04896815442901058,0.07193904656946568,0.07562517560429353,0.05592351992336759,0.05082533046173729,0.010086128600702283,0.013893049241289595,0.013856868082149141,0.1274333951057166,0.03829144049501869,0.005190773706074066,0.046483775058347,0.02378466547746875
