,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0,1930.0,1,0.3004484304932735,0.0358744394618834,0.3946188340807174,0.1031390134529148,0.1345291479820627,0.0313901345291479,0.0
1,1931.0,1,0.25,0.3333333333333333,0.25,0.1666666666666666,0.0,0.0,0.0
2,1933.0,1,0.2222222222222222,0.037037037037037,0.3333333333333333,0.2222222222222222,0.1481481481481481,0.037037037037037,0.0
3,1934.0,1,0.1764705882352941,0.0441176470588235,0.5588235294117647,0.1029411764705882,0.088235294117647,0.0294117647058823,0.0
4,1939.0,1,0.1408450704225352,0.0422535211267605,0.380281690140845,0.1549295774647887,0.2253521126760563,0.056338028169014,0.0
5,1943.0,1,0.2,0.1666666666666666,0.3,0.1333333333333333,0.1,0.1,0.0
6,1947.0,2,0.24629237288135594,0.2584745762711864,0.2489406779661017,0.05932203389830505,0.08209745762711865,0.056673728813559296,0.04819915254237285
7,1948.0,1,0.2888888888888888,0.1555555555555555,0.4444444444444444,0.0444444444444444,0.0444444444444444,0.0222222222222222,0.0
8,1949.0,2,0.19166666666666665,0.0854166666666666,0.3958333333333333,0.1520833333333333,0.12499999999999994,0.05,0.0
9,1950.0,9,0.16710463091215033,0.16743545132937282,0.41651960808140615,0.08601423828634513,0.09920094777172817,0.05867461856849221,0.005050505050505045
10,1951.0,8,0.21388198765118233,0.24427620351749993,0.4320969556661445,0.03348954466716156,0.05163739687681779,0.022390740128988847,0.0022271714922048875
11,1952.0,10,0.1894620074602561,0.22800814361744629,0.4098453716134799,0.09487466160775868,0.03623114174732131,0.014224014061489298,0.02735465989224824
12,1953.0,4,0.10976430976430974,0.38350168350168345,0.33998316498316494,0.03703703703703703,0.0,0.056986531986531974,0.07272727272727272
13,1954.0,8,0.16287845858254743,0.2486088434842235,0.34886410183319055,0.08999568590748269,0.092564050190284,0.037334015884834926,0.019754844117436686
14,1955.0,12,0.24259782580776812,0.10479945065318103,0.5101014774255849,0.05877023522920146,0.0385437347538125,0.010391245009242467,0.03479603112120951
15,1956.0,10,0.16438472899544052,0.21756959417974997,0.39678171601030476,0.08975105997358432,0.04630614288945199,0.01706208265995163,0.06814467529151673
16,1957.0,18,0.2158570336499058,0.09333165034418876,0.4896149162204905,0.09738949727979228,0.05129927563220685,0.02912713378398602,0.023380493089429525
17,1958.0,20,0.19689688841775985,0.15554007703828993,0.4391906329640138,0.09100039530935575,0.06356128848876832,0.02366696221969402,0.03014375556211814
18,1959.0,20,0.19601908126483397,0.1291515625011966,0.4002228170253245,0.12211764271760092,0.07804572900275729,0.048943394377513605,0.025499773110772977
19,1960.0,15,0.19504232970372443,0.18856385576460732,0.42182542600502965,0.09583853621825225,0.04814422282176802,0.023471274826447574,0.027114354660170644
20,1961.0,27,0.17489462072521736,0.26463380994164515,0.3753997828804387,0.06763673233340566,0.05819207463885832,0.02503344375845722,0.03420953572197753
21,1962.0,18,0.21059682801806245,0.09040842048574094,0.4466924237839794,0.10470570878188555,0.08543131679234152,0.031994136054578494,0.030171166083411402
22,1963.0,17,0.20846501371059054,0.11595707576608434,0.3888714390246176,0.14127832545196822,0.09680174773945115,0.027277466402436227,0.021348931904851775
23,1964.0,31,0.20288800444248617,0.0956792779555298,0.42024011066736183,0.10779301802257805,0.10350436338200758,0.045274250640883806,0.02462097488915263
24,1965.0,40,0.1938081612423584,0.11030532889977476,0.4351044595306372,0.09700894865461891,0.0815874060260119,0.04339373509322214,0.03879196055337651
25,1966.0,42,0.19206371231437727,0.084102563582858,0.4245654997818293,0.13289971291132385,0.09836548715318016,0.03868606898777767,0.029316955268653685
26,1967.0,34,0.18552492336370277,0.1294152694628056,0.4424785734366669,0.09764311859753765,0.0879062538602518,0.04030934619658281,0.016722515082452365
27,1968.0,29,0.21992412132402062,0.08473764359605118,0.4480086202550351,0.10760353546410023,0.08720795405730629,0.03029646623063569,0.022221659072850848
28,1969.0,35,0.23762455602140448,0.11667018213803994,0.40473659867142214,0.09747745924749894,0.07332719748591664,0.05122887749439338,0.018935128941324424
29,1970.0,29,0.19595302958274982,0.09179392795977802,0.39222085602507945,0.1841393696558124,0.06112966810641714,0.041781855588726366,0.0329812930814368
30,1971.0,41,0.1973598627228346,0.11280488070606284,0.427656622906947,0.11895138158478398,0.0673596262600205,0.053479457584073326,0.022388168235277665
31,1972.0,59,0.19279937626137278,0.14699646465678853,0.4212636112494547,0.1041448409076662,0.07711487549735754,0.029622364537593406,0.028058466889766584
32,1973.0,51,0.17384020326912386,0.09475711689294503,0.4000237688418488,0.11946567693975027,0.10376904285630889,0.08534273586223387,0.022801455337789062
33,1974.0,46,0.21039895877334167,0.14911741124668818,0.40232994073563155,0.09728901926989074,0.08104182776598583,0.03692009674889856,0.0229027454595633
34,1975.0,50,0.22092398398382865,0.1494673389775527,0.38727290005458215,0.0975436032291646,0.08064637120046778,0.04208545977686585,0.022060342777538017
35,1976.0,58,0.2019617273356449,0.13801374251871443,0.4138706682660124,0.091672812876125,0.08221895955140872,0.04428408203832162,0.027978007413772786
36,1977.0,50,0.16894532931475065,0.13780225260079085,0.4112939738423741,0.10245226908620605,0.0895644397646043,0.05484866125778307,0.035093074133490665
37,1978.0,51,0.20989545146261704,0.1016904591688336,0.43772122881259645,0.10567958263641349,0.08425449809475918,0.04135835206519514,0.019400427759584806
38,1979.0,62,0.18828120439723978,0.1182589845585821,0.4203599495622083,0.10375893792958396,0.0878739738843205,0.04218584052719252,0.03928110914087253
39,1980.0,44,0.21426552526278708,0.12258780384861118,0.4068814250234319,0.09864881511783873,0.08334646141281664,0.060822557090033036,0.013447412244481429
40,1981.0,61,0.1917885171223668,0.10135559797335454,0.42525571914737276,0.11030537321363698,0.08983374128637013,0.056384394556440065,0.02507665670045856
41,1982.0,56,0.2148313434953246,0.08313783809816448,0.42074710294734696,0.10891277826135733,0.09056109833018547,0.06419987504969707,0.01760996381792394
42,1983.0,84,0.20205313033349198,0.10633011555742271,0.3884617939773848,0.10943991119163832,0.07654223312415118,0.07270676875789757,0.044466047058013214
43,1984.0,76,0.20441935154252427,0.10800318404352746,0.40438150549964597,0.12493946999640783,0.08190350193923238,0.055313449111623614,0.02103953786703833
44,1985.0,83,0.20660776073019813,0.10064916627959965,0.39854204408826155,0.11742261956578577,0.09521541337973145,0.06742441578660917,0.014138580169814084
45,1986.0,76,0.2026081204981746,0.08418303364869485,0.42339159722895126,0.12540363657240827,0.08741524903428399,0.05728397291701359,0.019714390100473145
