,year,total_works,topic_1,topic_2,topic_3,topic_4
0,1951.0,1,0.1069042316258351,0.534521158129176,0.3585746102449889,0.0
1,1952.0,1,0.1150442477876106,0.4690265486725664,0.4129793510324483,0.0029498525073746
2,1959.0,2,0.1246593583550105,0.4690480614393657,0.40091973244147155,0.0053728477641521
3,1960.0,1,0.1388499298737728,0.4824684431977559,0.3772791023842917,0.0014025245441795
4,1964.0,1,0.1176470588235294,0.5158371040723982,0.3642533936651583,0.002262443438914
5,1965.0,2,0.1122774539152355,0.5352765085867338,0.349576571608634,0.0028694658893965
6,1966.0,3,0.11636098719120934,0.4711261944525174,0.40483656679429164,0.0076762515619815995
7,1969.0,2,0.1326146883453614,0.45788403395954436,0.4067411286774686,0.0027601490176256
8,1970.0,1,0.1362683438155136,0.5010482180293501,0.3584905660377358,0.0041928721174004
9,1972.0,3,0.11509717981640206,0.4729596864141166,0.40778132289879765,0.004161810870683566
10,1973.0,1,0.1352941176470588,0.4647058823529412,0.396078431372549,0.0039215686274509
11,1974.0,2,0.1263977989031759,0.4643788232884237,0.4038416774517928,0.00538170035660745
12,1975.0,2,0.1330360129936003,0.44214034671184926,0.4203260631045783,0.004497577189972
13,1976.0,1,0.127129750982962,0.4836173001310616,0.3866317169069462,0.0026212319790301
14,1978.0,1,0.1180637544273908,0.4557260920897285,0.4179456906729634,0.0082644628099173
15,1979.0,1,0.1358695652173913,0.4347826086956521,0.4184782608695652,0.0108695652173913
16,1981.0,3,0.11793602316401956,0.43194030624119617,0.44310434873169613,0.007019321863087967
17,1982.0,3,0.11418048933495013,0.4789444545396435,0.4021954270327282,0.0046796290926779
18,1983.0,3,0.11947457355994447,0.48665681409029377,0.3906217157649572,0.0032468965848043998
19,1984.0,5,0.11456251891890264,0.48335631906501997,0.39732333978787854,0.00475782222819872
20,1985.0,6,0.11921346454463984,0.4719501494094596,0.4033540218687115,0.005482364177188934
21,1986.0,2,0.12130236405702685,0.47331549627101993,0.403046518541497,0.0023356211304561
22,1987.0,5,0.12158272072642111,0.4796118295919924,0.39586426949545406,0.0029411801861323797
23,1988.0,5,0.12419756551634838,0.47168462929129884,0.39853065127066956,0.00558715392168306
24,1989.0,9,0.11943186830106568,0.4538260531237985,0.41963844797230365,0.0071036306028321216
25,1990.0,6,0.10960367663264658,0.4956575844645507,0.39076954889390736,0.003969190008895317
26,1991.0,5,0.12069466568951068,0.490756869826064,0.38580723815219,0.00274122633223522
27,1992.0,6,0.10396884151869863,0.4669288948255903,0.4186778340200234,0.010424429635687566
28,1993.0,13,0.11780744308050829,0.46860694285318877,0.40932676519559974,0.004258848870703031
29,1994.0,11,0.11449798003551197,0.4624190413159903,0.41640692874093244,0.006676049907565173
30,1995.0,14,0.1103124496742687,0.4528196002558658,0.4263716268272552,0.010496323242610022
31,1996.0,12,0.117531351622836,0.4584642985691543,0.41764410550561043,0.006360244302399158
32,1997.0,10,0.12191493497942327,0.45243478563876877,0.418717734988778,0.00693254439302991
33,1998.0,7,0.11034686929622414,0.4693918228195213,0.4138853354066648,0.006375972477589671
34,1999.0,14,0.12183676414453724,0.46787236055405834,0.4040358273322186,0.0062550479691857366
35,2000.0,12,0.10483131860212276,0.4784597906515496,0.410051289729445,0.006657601016882501
36,2001.0,18,0.11705296737809598,0.4634215379540049,0.41360397637401136,0.005921518293887672
37,2002.0,15,0.11951766739886034,0.45233679356257145,0.4209868577931587,0.0071586812454094055
38,2003.0,17,0.1109557375451257,0.47948406736208893,0.40424471938611833,0.00531547570666676
39,2004.0,23,0.10790107731110027,0.4668669045306125,0.4176826345950604,0.007549383563226596
40,2005.0,28,0.11471773173542107,0.4710966967404838,0.40666346606825554,0.0075221054558394
41,2006.0,20,0.10054621215774459,0.4748942563958334,0.4163552499880093,0.008204281458412706
42,2007.0,21,0.1068319048899675,0.4672306181193956,0.41918701804025577,0.006750458950380925
43,2008.0,23,0.10901154122249843,0.45645644301761834,0.4262341587272029,0.008297857032680163
44,2009.0,27,0.1014055478474156,0.48898057247633286,0.4042430247829686,0.005370854893282727
45,2010.0,19,0.10781619200802318,0.4766607956041615,0.408156445295565,0.007366567092250027
46,2011.0,17,0.10680161354997353,0.46320400938408396,0.4206130118547976,0.009381365211144929
47,2012.0,20,0.10202445355141218,0.4809742552142541,0.40891787457018464,0.008083416664148853
48,2013.0,14,0.10711299687067534,0.47570214940993333,0.40897710927789116,0.0082077444415001
49,2014.0,12,0.10652693615918578,0.4813724900859806,0.4027310629026841,0.009369510852149342
50,2015.0,15,0.10555082890699784,0.471937687191892,0.4138569834698876,0.008654500431222399
51,2016.0,10,0.09497083859804886,0.4816392972123893,0.41611455787933965,0.0072753063102220196
52,2017.0,9,0.10377887756457647,0.4575742558045382,0.4286760518839828,0.009970814746902345
53,2018.0,4,0.08850107112086492,0.5149200669272297,0.3930830992400409,0.003495762711864375
54,2019.0,7,0.09326793835223345,0.46866471845006596,0.4288051236651187,0.009262219532581713
55,2020.0,4,0.1149470169743297,0.4499003315220315,0.4289295995948778,0.0062230519087608255
56,2021.0,2,0.10199055869378626,0.45556298528912753,0.43166779776043435,0.010778658256651799
