,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30
0,1985.0,2,0.05498767625458224,0.0090520099590876,0.00549876762545815,0.00647153027137255,0.2042770277878564,0.05452788169204395,0.02169792435597475,0.02453488808537785,0.12364720307280391,0.01772554956397705,0.02191374629349275,0.0365051859822087,0.02491335843957605,0.016158494626346498,0.01133534350094455,0.06653884169304485,0.00452600497954375,0.011591827542632601,0.0080792473131732,0.045732355774644295,0.0467864426288988,0.04712425087892695,0.01844182816820345,0.02648041337720665,0.0403962365658663,0.0265210754813767,0.00938981820911575,0.0,0.00774143906314505,0.0074036308131169
1,1986.0,1,0.054229934924078,0.0043383947939262,0.0086767895878524,0.0151843817787418,0.2039045553145336,0.0607375271149674,0.0303687635574837,0.0325379609544468,0.1041214750542299,0.0347071583514099,0.0260303687635574,0.0390455531453362,0.0173535791757049,0.0130151843817787,0.0086767895878524,0.0607375271149674,0.0195227765726681,0.0065075921908893,0.0086767895878524,0.071583514099783,0.0390455531453362,0.0390455531453362,0.0065075921908893,0.0216919739696312,0.0412147505422993,0.0108459869848156,0.0021691973969631,0.0,0.0108459869848156,0.0086767895878524
2,1987.0,3,0.05988707292732067,0.033628293357635335,0.020351526116518234,0.025324577112591003,0.168426735282142,0.036693035880268864,0.05468954110230923,0.05912087564258537,0.06377863724263977,0.020306180103362766,0.029093423998322168,0.04706063087107626,0.031436837432223634,0.037104995844039604,0.020071874887610967,0.03932575011873753,0.016044155992056632,0.04232863280127106,0.011323287565675667,0.016763294114334536,0.035931511880364066,0.020669833918449534,0.005503229915754301,0.030698225347472703,0.022657588234006668,0.016837647124854135,0.0147851311040529,0.004691861429016834,0.0084043491989372,0.007061263454369534
3,1988.0,3,0.05009940769836083,0.013594919434954401,0.008298147849095766,0.0180699545759299,0.19878528130898063,0.023809516329059834,0.03537889443799674,0.055872508111590634,0.11951180147165857,0.019545295622997966,0.018373412686693236,0.054400531403182066,0.027999865583543334,0.027660145923803864,0.005414608529218966,0.05882991888304584,0.007896665738789867,0.02780549975378797,0.0019060222133274,0.010936627170116201,0.0492182324220243,0.03821446247764867,0.011455946223782466,0.030787063073207332,0.037171484766169764,0.0280885034709502,0.009421018785629199,0.0018570102135561668,0.0036848213711588,0.005912432469737634
4,1990.0,4,0.049939660705721124,0.008682803046112075,0.0199917788140709,0.021708642736797873,0.18103160223349288,0.02996944238557465,0.053054314580511,0.027421915444560626,0.08909781719423217,0.02045351232796585,0.022512008486058676,0.03879872484793093,0.021604500192201573,0.016657444939351174,0.012915079713124049,0.050133964179548095,0.027666026083636,0.025798155572147673,0.016253239515054325,0.06384799671797818,0.04268212357716737,0.03737625466755565,0.019847394605791074,0.0137754246380928,0.02590648892326605,0.0255969342339508,0.012278868268652123,0.0043293913952030996,0.010961792224245549,0.0097066977500041
5,1991.0,5,0.06246983208559383,0.01496917173628064,0.019543973577416822,0.01448558454105304,0.16594802062048833,0.030066609212814045,0.049739576359267415,0.04214355133940506,0.1034671848619905,0.013796304218644839,0.019726562003598142,0.03607336528429188,0.040916217252631844,0.025028044965958462,0.01692322670398354,0.05446338848777703,0.01795420058334424,0.02676488433388844,0.0165432260129383,0.029647237746854745,0.03288014901736418,0.02497938339838588,0.01870552105410798,0.025330154766182156,0.02620164768937818,0.031797949375915305,0.0210660429373739,0.00372787730877082,0.007787137051826,0.00685397547247304
6,1992.0,5,0.039066556719497506,0.033024563996061664,0.01342579836009814,0.01001725234001514,0.16957156230763976,0.02379452022013838,0.0645096953925409,0.04692009981509856,0.09153310308939494,0.01126658963199426,0.02232058651336452,0.051106280244683625,0.04696464847576511,0.03206086593411524,0.010227600752628182,0.04304858468536188,0.0210571669177956,0.02631363102487904,0.007697453231942179,0.04957034566411263,0.03184314153981596,0.02104955153120116,0.010256566329611638,0.0227052030115349,0.03148012100645034,0.01251483718134656,0.03903255510181828,0.00508836311073828,0.00570455723809386,0.006828198632260599
7,1993.0,1,0.0919732441471571,0.0217391304347826,0.0217391304347826,0.0150501672240802,0.1521739130434782,0.020066889632107,0.0869565217391304,0.060200668896321,0.0903010033444816,0.0284280936454849,0.011705685618729,0.011705685618729,0.0752508361204013,0.0066889632107023,0.0234113712374581,0.0083612040133779,0.0150501672240802,0.0668896321070234,0.0050167224080267,0.0133779264214046,0.0301003344481605,0.0183946488294314,0.0083612040133779,0.0133779264214046,0.0133779264214046,0.040133779264214,0.0434782608695652,0.0016722408026755,0.0,0.0050167224080267
8,1994.0,7,0.061777205242393565,0.01823741835999036,0.018842135786675512,0.02218433016048606,0.18643420106147413,0.03618591079645014,0.049253367241243455,0.03924387135574387,0.08049769382631175,0.01826070969122901,0.028629362725958618,0.0388800662507538,0.029113604439681317,0.02705861009689006,0.0168576459244122,0.05297954603634693,0.022988266761177385,0.02607495109621762,0.0157454140866596,0.02990266249189481,0.03251535626003424,0.02765420508651584,0.010688961351045871,0.02363900832144883,0.0316299854772089,0.020241265043624456,0.01354063560029927,0.003085783288015857,0.010500671072712487,0.007357155067102843
9,1995.0,6,0.053461034845885595,0.032710424726489266,0.017566237631497266,0.0192387326354251,0.17180372064824925,0.021724298235969816,0.062157697633101895,0.06488630619056214,0.06726584362192553,0.023460250122224215,0.0281253935030896,0.0390917963252868,0.03778658114772143,0.035540491892165106,0.01250317247662515,0.03132218169160195,0.023186103338817682,0.04349384566227175,0.0049461910138437004,0.039301844250331786,0.02978000426982877,0.019788134449407732,0.0055416363732098,0.0322453576688594,0.021576472155796503,0.01978834314693315,0.02040896362859675,0.0045247217849552325,0.009377285346385766,0.007396933582940517
