,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30
10,1996.0,8,0.05530610531639846,0.02481285480477259,0.0160426988895027,0.014008901663584514,0.19016530517256336,0.0298768810000967,0.05487182470021791,0.05213527128881888,0.08492428408056878,0.016717713466419815,0.026580938142019027,0.04626052501492102,0.03682372524006116,0.02823750896383955,0.0175952514257764,0.04087868406212888,0.014423005420284537,0.03498279168847971,0.007980136325235036,0.017116890888722175,0.03496415045080368,0.0250581137273089,0.011655022678725351,0.031246482511560262,0.02596362428293473,0.021248117787787964,0.025366781810779067,0.003955882171105875,0.006617929835086951,0.0041825971894948995
11,1997.0,8,0.06355592887978388,0.0170509777491922,0.025766268888167125,0.027399831212336224,0.17711781580654815,0.022220465864636336,0.06633772752031211,0.04387895049345349,0.08163641478627898,0.02499499002782666,0.023923946524663002,0.03899454989927936,0.0391195353720605,0.026555200321403776,0.016863339406590776,0.03828648942230666,0.021846400784429926,0.033573760783234825,0.022707425248256963,0.023408155748251953,0.029944718298389537,0.022099948370777826,0.007707972376689225,0.021908904891873613,0.016436756313534577,0.028619541089338514,0.019367241600018723,0.003228750941806025,0.0064800343310961375,0.008967957047461563
12,1998.0,12,0.0730285700829242,0.01002895170310075,0.026314935068693996,0.02543424757626185,0.17123425775314696,0.03142475888397261,0.06666954355975861,0.031548350170921745,0.07969451823957224,0.02471565517250425,0.023034464019371394,0.033873069001381824,0.03736402685500174,0.02247524538147346,0.0198774389957449,0.05352985931413071,0.015158891945962075,0.02913378964432725,0.0178817293598111,0.030610666945058058,0.02510841231313953,0.031471779839394635,0.014918575943317733,0.016072222153002733,0.020255072220243503,0.02257628496059916,0.022910796212845832,0.002616824755765308,0.013057403548757243,0.007979658379813284
13,1999.0,10,0.06070935900258686,0.01762513388579432,0.01847543219447257,0.016134748382812862,0.17915364232319225,0.0263836192998357,0.06235084432373642,0.043835029217307066,0.07354310645248771,0.018910430661087788,0.026062802954633278,0.04017181429598365,0.04245994254678806,0.02803021020626308,0.02095583343151755,0.03548648512893286,0.02332970076985835,0.040317346030375775,0.00989691166416071,0.04823967392036217,0.024439319508114933,0.01799031090865562,0.010872603149234189,0.024084785190988327,0.02285637589360239,0.02667261786873677,0.020612089184313023,0.005079822592700971,0.008556231211286132,0.00676377780017723
14,2000.0,13,0.05390834548369267,0.019571605735222146,0.03258081089150623,0.020189533945173668,0.15953397671068004,0.03320754455023199,0.06363764429533345,0.042015709960117956,0.06323197235747138,0.016500290457980685,0.026767254476335992,0.04565261710915807,0.035614941026351,0.038670901334288216,0.02849986090621831,0.03879327250851309,0.017133876104502878,0.037046858964549866,0.014797141949651916,0.02787763342715976,0.028048923580359687,0.02096001471364126,0.01444919990460213,0.029329180977391237,0.026931675557780088,0.01657237889218583,0.028304724925892272,0.0030425365652830072,0.010623337409219679,0.006506235279504246
15,2001.0,15,0.06994042209934895,0.013651231406073747,0.02738114528949843,0.023901663590887284,0.17217385192475226,0.026639365597085834,0.07228700787369573,0.037822924177856224,0.07914336311495565,0.024236532876871466,0.025960533286196026,0.037374007233765945,0.03813949349914541,0.026898020662106427,0.01809442016378287,0.041213511057246036,0.016084946543947192,0.030482974570743036,0.017241378601552743,0.02626081960957531,0.028407375359635546,0.025603755884278753,0.011392585106004306,0.021379833138931832,0.021093472318403732,0.021115718863783276,0.024008730664312073,0.002036680388679307,0.009439206623903641,0.010595028472979533
16,2002.0,14,0.0648265952117835,0.018656853691418087,0.02950928261123711,0.023162308967742056,0.18252572356156277,0.031169718047911275,0.060388589706042405,0.041894333851553,0.0733051868162967,0.021409986694612023,0.03041343152463828,0.043876809911241765,0.026740746742175248,0.026743485477512177,0.016526903598968863,0.04499619748299253,0.021687964011614286,0.029617736617740347,0.021185498383842698,0.027009326334757302,0.03052813805616768,0.0268847471402086,0.009613083356141907,0.022213683505832034,0.022787016079802595,0.013849692716662912,0.017844378590821032,0.003312007791244786,0.009407525523623828,0.007913047993851
17,2003.0,16,0.06545675752478995,0.018991803857304354,0.01959023439662051,0.020338394311989787,0.19433616844833237,0.02453456255473839,0.06427564506917875,0.04594141928040387,0.07832908064577707,0.019755008818892774,0.02426463199909299,0.03783148781444487,0.038317290392886866,0.026812018584710946,0.01756849873990142,0.03844009667917574,0.0199951479538066,0.03797420689683445,0.015947238686226644,0.0317541945204874,0.02931096627027996,0.019510970501341287,0.008998920132021762,0.024372964257241052,0.01940160433128307,0.01912441582448591,0.01958291448916622,0.003499011834215081,0.008330563126405757,0.0074137820579628245
18,2004.0,15,0.06348889686238242,0.019986096705652753,0.030466070924254875,0.02491153275781843,0.17306185290321546,0.028792966444102584,0.06902930606382042,0.040367928168792616,0.06635266289136353,0.020204768769089772,0.026862185587445832,0.03664784222506578,0.03408763584864114,0.027827850368935737,0.021944312270653975,0.036547725666904805,0.025271374825435136,0.03397291808831931,0.019708837591547377,0.029418317415914535,0.028071200633743455,0.022355233733215903,0.008209745734191346,0.022956162389953533,0.015387970423227527,0.01804940634115147,0.030562825550162633,0.004204299005453127,0.011647373270530847,0.00960470053901244
19,2005.0,11,0.07913927346911334,0.014108066278444771,0.026229337132874196,0.0324240942769646,0.1741738556849177,0.023552532562647308,0.08493141870338922,0.04885856049209758,0.06805833202537885,0.02957249118796702,0.023588629803720264,0.030903766731510254,0.038717345597133974,0.019758364846574044,0.016497025158102693,0.03153626278351865,0.02033364038955845,0.031029016321585553,0.012539700914297285,0.01738778964726241,0.03146639828101288,0.02546464949058057,0.004414011338979537,0.021120868284288004,0.014900083237471008,0.02909168469224963,0.031379993968552095,0.002432082292575791,0.008371758294153927,0.008018966113077074
20,2006.0,17,0.06684903099397392,0.019969446199257307,0.028519100928862826,0.024072490945606005,0.1728572169249247,0.028779601931118837,0.0703263660607857,0.05048269359011646,0.06133908081678682,0.023050958610363985,0.02804284166338358,0.034698510326703944,0.04123630365317675,0.030384626597027203,0.022507472271632162,0.036015019359925626,0.019289491220199063,0.04170412553356003,0.012704629524522134,0.019377212788855777,0.02612078630749662,0.02119833692443127,0.0076895837899716765,0.02535600515480259,0.020123675769198043,0.022300787688115505,0.02923317781399275,0.003522316714197482,0.005074197624228817,0.007174912272781088
21,2007.0,19,0.07131938073473577,0.0130545899659125,0.026977329515459118,0.025949603237880158,0.18314499826546,0.02941497850936319,0.07289441671292952,0.03892540965628976,0.07076348789039338,0.02545783446067719,0.025537944537065534,0.0357411543061945,0.0366551133021778,0.020214421742365585,0.017532769604368184,0.040818811570667655,0.02243181906543196,0.029917409928234148,0.016087759036209383,0.029446321762308932,0.03093275378393905,0.02781744197931459,0.008798897370878363,0.016851628877535278,0.01784525593347737,0.01980700831670943,0.021961668873689374,0.00349881007064231,0.013117506646167185,0.0070834743435212585
22,2008.0,22,0.06949620993396864,0.014008575782809894,0.02518414736955402,0.024349128493406928,0.17424216894062197,0.024153646495108882,0.06882260458273598,0.04375678474393135,0.06947111158875671,0.02494940247417282,0.030490496150974298,0.03539725332343105,0.041544414237462184,0.021859622091160547,0.017030870974103045,0.040297417375206895,0.02192544809154489,0.029651827148528632,0.018167278548863727,0.026369796319177588,0.033798678140096045,0.027525389808082792,0.007173459069129514,0.01585133530395845,0.01480689204264994,0.026155658780011557,0.026839201823791802,0.003857393292301782,0.010550283839540929,0.01227350323491576
23,2009.0,24,0.06789340118158196,0.010977930667723531,0.027687396597905933,0.025700476314762268,0.17764123751343597,0.036336933417664245,0.05478383617159369,0.043664017300565204,0.07412696820818947,0.02253899955306564,0.028895901513000904,0.03317527401527167,0.03350509300252371,0.026329449768756036,0.02303057386026355,0.04063044200974946,0.01402179717536938,0.03077547907896266,0.018042536492489655,0.022718169778157302,0.03335371377929806,0.031245868832892588,0.00927126010821637,0.021707864403956393,0.01996184860130477,0.02564935483396771,0.022733505009195413,0.003068186404613671,0.011261920757667939,0.00927056364785347
24,2010.0,30,0.07207872251787668,0.014162530260473564,0.02735085877210518,0.030371663985289715,0.19109773685825662,0.023337274824915124,0.07372740105492051,0.038578280106727085,0.07194346714694218,0.02633891817575414,0.02690364426342816,0.03673518934887013,0.032289200697078725,0.02219144320633548,0.013375206431367517,0.03984667022310551,0.019753833938292255,0.030891256029963784,0.017660734280624205,0.030379493885538813,0.03022552203035205,0.02842979564003135,0.00781937034705916,0.01759128553381357,0.019047088290975157,0.015296932047190332,0.01988847988470943,0.0018812599854725266,0.010103212981459416,0.01070352725107046
25,2011.0,24,0.0691288061161657,0.014337124812384722,0.031748315306026835,0.025846936542619072,0.173602989510484,0.030403030739402852,0.06709493375357986,0.042919564387487175,0.07373526904915673,0.02454565821038263,0.02286738238535334,0.03079196185701974,0.03784030836761424,0.022903713273726204,0.022257694193714667,0.039289352569426554,0.017103490619522935,0.037670052187271645,0.016103897516346267,0.02270758249315769,0.02920982827485891,0.027011168986864138,0.009517616351898095,0.021078652734217218,0.020130511020506347,0.025943687358043973,0.024749402656162253,0.0027954171056880583,0.008806077549423898,0.007859574071492806
26,2012.0,28,0.072264582159535,0.014902683002034327,0.026571019288479852,0.027297423440145987,0.1783000460728545,0.028369811736718348,0.07323339967710361,0.04414205789250503,0.0604167219281906,0.026136361948791396,0.02751554764637071,0.030788887947746892,0.03308689754526189,0.023093592125870633,0.016953849512646373,0.03421801729660014,0.02246139840446562,0.039764752367474614,0.015510489417666242,0.03376624762956869,0.030211390917237596,0.02651046195883373,0.0058655903073031816,0.020413272961921018,0.016412545380041364,0.022274782997668406,0.023472528310608694,0.0038159543109095107,0.010815041176364965,0.011414644639079707
27,2013.0,22,0.07338755810294996,0.013013897196903695,0.032375063693256136,0.029240805761806824,0.1924873448912468,0.026608450558932097,0.07176790067778033,0.041207229245986327,0.06796696926287243,0.02338267320131062,0.026375920793808696,0.032209456769932567,0.030889451646565525,0.02349648510878153,0.017512228153559923,0.04189298642577565,0.021710819226386274,0.029381737116169773,0.020179557700552745,0.025288761873235085,0.02905293091308298,0.02382492601807719,0.0077104370139423955,0.01884094256011126,0.018396750757332853,0.019991747897338385,0.017757824443347222,0.0033678339768663094,0.009886384559202977,0.010794924452884066
28,2014.0,24,0.07283237489693495,0.021019606979426786,0.022682031398312527,0.02162724009555458,0.18393354837804302,0.026133010275838805,0.06779035277628377,0.04870408949944222,0.07209003181379216,0.022840183737621658,0.023720516768668588,0.030434433680273733,0.0400121205864794,0.023350861027856263,0.019643119651216335,0.032984671884308425,0.021517974987892968,0.036279877379618956,0.010547749456267283,0.024150527185276906,0.031121064016244215,0.02032535738985277,0.008789745477068416,0.025555437655762448,0.017743903033294962,0.02426145265688554,0.031018370391232643,0.003925098928599221,0.007196826728263853,0.007768421263685201
29,2015.0,18,0.08483392572491409,0.012369623936437871,0.03318602654490187,0.027380660401215635,0.18587827069821167,0.029241322246298725,0.07883069654445411,0.04113269372830777,0.06171584962530493,0.027460007103991563,0.027492810710420056,0.02571084424658473,0.03169575131269153,0.01977167908044884,0.01886916639484743,0.03376803391185183,0.021568925132021168,0.034575330577917465,0.021524121134235713,0.028302381690301248,0.02790863889340765,0.024983358010737308,0.005549260242878239,0.01357087638838861,0.012250624505782447,0.020670007324204195,0.024688503946833654,0.0032270746234521505,0.01053432605770949,0.011309209261246756
30,2016.0,23,0.06271514012916535,0.02235914385659517,0.02728527187979149,0.023292392515077504,0.17381773212035134,0.03388856287201886,0.06913814084078534,0.04827056523192029,0.06270689925569538,0.02589657345250415,0.027026307433480962,0.030460667820484927,0.03523930258538709,0.029657084713542427,0.022718157482447862,0.032683009905702255,0.02389173312120429,0.04264423600547454,0.013856452228855034,0.0278513745222189,0.02976726991933491,0.020074666465289874,0.00692640663500539,0.024970951508699123,0.015573474684970482,0.01966586454151793,0.023042053847284548,0.0060988918497083084,0.008510167265018364,0.009971505310466637
31,2017.0,21,0.06730056280139378,0.0154630984785873,0.02714224656589784,0.022951338764601974,0.19594624471459476,0.03037340188123074,0.06775023505780357,0.03835390522946158,0.07595377375662274,0.025057545503708305,0.021394381805972962,0.03021337132319336,0.029661250762930087,0.02349696034618694,0.021354903837595224,0.038909942022908234,0.01723739273070693,0.035670535416766805,0.012914388742177088,0.030008650390093778,0.029916465878551984,0.0240143223484878,0.013473883303197183,0.023377043494402897,0.02127072792869737,0.02174361782580516,0.0199150457907818,0.0029502976296829375,0.007654153100493128,0.008530312567464528
32,2018.0,10,0.0721259578220598,0.013428393845598399,0.03231079746675069,0.028409688282996438,0.1937831032544322,0.024130315925908828,0.07903603364674971,0.04274634885343905,0.06383769806257321,0.024940937676411708,0.03073115662437309,0.02814104330154606,0.02394869485273838,0.02874803785600209,0.018700075005756833,0.034351000478464754,0.025753070352443126,0.03391233013912823,0.01853381562350656,0.032177692133490886,0.02765429648727754,0.023720444316518922,0.00469194784739975,0.019068096473329032,0.01374503580995578,0.01795651371045932,0.01726544918066896,0.0050602600741422804,0.009853427703834749,0.011238337192042359
33,2019.0,15,0.07700583774890392,0.013279653223480589,0.026323301527547794,0.029032341986823876,0.1975013484265397,0.029468365353503067,0.06817517019568764,0.04555818253356787,0.07114359820863658,0.0223901979420677,0.02355541029747265,0.03595126946164321,0.03426073235245267,0.021566620598339473,0.019021610442757568,0.0344280640135267,0.017611108982191207,0.03025155475374892,0.014080412400668074,0.02224588130834301,0.03087544010749566,0.02215963360521753,0.007960461615365327,0.02128542858263568,0.018234161766562323,0.021139897223533315,0.023492772724666322,0.004096217881035413,0.007419391975846474,0.01048593275973838
34,2020.0,10,0.07114116483122637,0.01844841943708944,0.02103157044385965,0.02876175055657656,0.19789801456236203,0.027804764954204465,0.07108441175239935,0.045806552445744796,0.07112774446209025,0.02799814252683925,0.02816142982859638,0.03777766102244004,0.03285236854032808,0.019430303968599922,0.01770219649199127,0.03352242571337899,0.02137502115429477,0.030789010845622078,0.01488472072190851,0.028127235159574125,0.028599802314764822,0.0248359568266315,0.005426413645784131,0.02113423076073236,0.014109840323101312,0.01927212566019592,0.019411544547578933,0.00362770617151763,0.007576787284941192,0.01028068304562468
35,2021.0,4,0.08397081919361253,0.008797072053856875,0.028130217735149676,0.03612576624869965,0.22551944295727816,0.024067660371529898,0.07702866146784727,0.0335906842277211,0.07814782212106951,0.028265508172540175,0.021846430267151253,0.02282774745931055,0.02963110475898875,0.01573459719701415,0.018122680238138702,0.03758550174569932,0.013898591639446223,0.024336491438971278,0.02070226550742585,0.0241771789235923,0.025746444819003726,0.01983108223440777,0.009815547216178375,0.020427174879756326,0.008829091653063774,0.026530998616172398,0.022488318800603098,0.0019234337312140498,0.005506280116352001,0.006395384208204475
