,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0,1971.0,1,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.4444444444444444,0.0,0.1111111111111111
1,1974.0,1,0.1153846153846153,0.1153846153846153,0.0769230769230769,0.0384615384615384,0.5384615384615384,0.0384615384615384,0.0769230769230769
2,1975.0,2,0.15,0.1,0.1,0.0,0.6,0.0,0.05
3,1976.0,3,0.13229166666666667,0.12708333333333333,0.08020833333333334,0.020833333333333332,0.49062500000000003,0.03333333333333333,0.11562499999999999
4,1977.0,6,0.0514705882352941,0.1777933395580454,0.11869747899159662,0.0,0.35908807967631495,0.07792561469032054,0.2150248988484282
5,1978.0,3,0.09696969696969697,0.13636363636363638,0.07575757575757573,0.048484848484848464,0.43434343434343425,0.0303030303030303,0.17777777777777778
6,1979.0,3,0.17017622461170845,0.2674482277976902,0.16791119076065308,0.012345679012345666,0.21117084826762245,0.054684388689765,0.11626344086021505
7,1980.0,7,0.24620000305606735,0.28476798718489077,0.16210712025497784,0.019200921149641587,0.15986071972933427,0.018623929262227112,0.10923931936286083
8,1981.0,19,0.21522957662031653,0.22236822216476285,0.13244037143977702,0.018913976202225347,0.21557872693913763,0.03605759273374103,0.1594115339000394
9,1982.0,38,0.18858046113395338,0.23109236625943375,0.16759628599630189,0.008296939061156096,0.20276261820253058,0.042679132028358456,0.15899219731826583
10,1983.0,28,0.2650589914008377,0.2120073211336764,0.15408090491696105,0.016300761155174218,0.19941464932306655,0.041891077520442674,0.11124629454984118
11,1984.0,25,0.258848369244805,0.269900821688373,0.1438732482908373,0.01961858239717936,0.17434710434754533,0.04063902567367794,0.09277284835758183
12,1985.0,26,0.2789007927405255,0.2229715695184318,0.1507954207322268,0.02503132946691318,0.2055197873648006,0.016941762430960627,0.0998393377461413
13,1986.0,30,0.2922272206644427,0.2838427760287804,0.1289413398320485,0.05112652403489139,0.17568109664526146,0.027452177796543176,0.04072886499803228
14,1987.0,57,0.3024498763586,0.23293489730860029,0.13295296236135548,0.03472354530999811,0.20656927023044236,0.042444444647324914,0.04792500378367872
15,1988.0,37,0.28055558272145154,0.2588663013956262,0.13973541749144028,0.02791916524126225,0.1926361678550484,0.023266665170436258,0.07702070012473486
16,1989.0,63,0.2894323576962235,0.2600214798828044,0.13447655566202105,0.03549328153861413,0.19347737533641063,0.023532871124908653,0.06356607875901735
17,1990.0,82,0.2855596912676479,0.24092570072117608,0.14194939498694975,0.025045269379819594,0.2045486896950726,0.02659014306387099,0.07538111088546272
18,1991.0,81,0.30065642604227666,0.2567347665021956,0.12860011498430102,0.024620859623468643,0.20361833993103415,0.0244317480201217,0.0613377448966021
19,1992.0,104,0.30509429878353644,0.2638830981014855,0.12372474217124256,0.03370849214189889,0.1904830743856563,0.029576446828639334,0.05352984758754075
20,1993.0,137,0.31363541519699045,0.2626005325668379,0.1447319946845046,0.03495001062067936,0.16935311883745516,0.02431152113607025,0.050417406957461615
21,1994.0,109,0.3079279257731446,0.2761282572447043,0.13679301144194064,0.031676975201472696,0.16784090729409212,0.022510373642904865,0.05712254940174055
22,1995.0,123,0.3071266440189868,0.2570640766120975,0.13858214624263623,0.03201008157243923,0.18718140125699756,0.0251781297616875,0.0528575205351546
23,1996.0,117,0.30728396320867873,0.27245852813265126,0.14768500134012807,0.03690933381451095,0.15449364062108556,0.017246420773459618,0.06392311210948548
24,1997.0,113,0.2955295928375088,0.27554518218348817,0.1444639961926422,0.031360796454873274,0.17631799661092273,0.019276904904194828,0.05750553081636946
25,1998.0,108,0.30874673711511824,0.25285695016483045,0.1544128038636631,0.034085532900102675,0.16156981898055173,0.019384760106437634,0.06894339686929586
26,1999.0,131,0.30155479361027193,0.2713421436258175,0.15042466676442187,0.03450809200029235,0.16774252681641963,0.018272982301226984,0.056154794881549404
27,2000.0,118,0.2991807318011611,0.26574764700046616,0.15226544629329603,0.03214187918378221,0.1742332474061583,0.02575857034897684,0.05067247796615885
28,2001.0,127,0.31954132747394765,0.244806728687259,0.17024988113157646,0.030946072334891068,0.16895655026683618,0.01806261253682342,0.047436827568665955
29,2002.0,115,0.29544454519278823,0.2649900030190796,0.16447937911799032,0.03360920451686696,0.17485726800090362,0.01861224877427946,0.04800735137809194
30,2003.0,145,0.31016669926684903,0.24983504628084832,0.16048849277956118,0.035999474911401555,0.17014841123667943,0.014781972657003472,0.05857990286765647
31,2004.0,146,0.3067983834692193,0.2482664579214776,0.16437975072021155,0.03439344433698103,0.1691680778849915,0.02428119149296379,0.05271269417415511
32,2005.0,145,0.306539585663371,0.2492459631841359,0.1664504968790953,0.03445677118128574,0.16759460841061788,0.01856734237522708,0.05714523230626694
33,2006.0,144,0.3097322754706545,0.2639758307979314,0.15914473564837162,0.03299470091874006,0.16040855870045367,0.018141237229667886,0.05560266123418071
34,2007.0,159,0.29559489896301944,0.2516905557129024,0.15517369755818097,0.037944780601773684,0.18439106906247044,0.017775406311932345,0.05742959178972039
35,2008.0,172,0.3131442984417521,0.24987111247314217,0.15623545634594846,0.03524327760800507,0.17551539213332215,0.02125738645462435,0.04873307654320519
36,2009.0,241,0.29956148782634845,0.2490625412311859,0.15748182406242808,0.03664330578898432,0.182173634452418,0.019206654521424657,0.055870552117210474
37,2010.0,227,0.310226635199278,0.24814695284815189,0.16765989113837185,0.03686404989486573,0.1653254065995196,0.015773399261877763,0.056003665057934686
38,2011.0,229,0.2976488159858481,0.25012086131775124,0.1583517812936471,0.034294921252322974,0.18240648314373564,0.015428991170438456,0.06174814583625583
39,2012.0,257,0.3185112013675662,0.24230664087377782,0.17055616461793938,0.03881464234768974,0.16836081144200826,0.010830660645649593,0.050619878705369076
40,2013.0,270,0.3046002725896071,0.245869159907567,0.17243642890767832,0.03692029938806396,0.1706174624594753,0.014371277805943206,0.05518509894166487
