,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124,topic_125,topic_126,topic_127,topic_128,topic_129,topic_130,topic_131,topic_132,topic_133,topic_134,topic_135,topic_136,topic_137,topic_138,topic_139,topic_140,topic_141,topic_142,topic_143,topic_144,topic_145,topic_146,topic_147,topic_148,topic_149,topic_150,topic_151,topic_152,topic_153,topic_154,topic_155,topic_156,topic_157,topic_158,topic_159,topic_160,topic_161,topic_162,topic_163,topic_164,topic_165,topic_166,topic_167,topic_168,topic_169
0,1930.0,1,0.0269058295964125,0.0358744394618834,0.0179372197309417,0.0044843049327354,0.0044843049327354,0.0089686098654708,0.0044843049327354,0.0044843049327354,0.0044843049327354,0.0044843049327354,0.0269058295964125,0.0,0.0179372197309417,0.0044843049327354,0.0044843049327354,0.0044843049327354,0.0224215246636771,0.0089686098654708,0.0044843049327354,0.0044843049327354,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0134529147982062,0.0044843049327354,0.0134529147982062,0.0,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0089686098654708,0.0,0.0,0.0044843049327354,0.0134529147982062,0.0,0.0,0.0089686098654708,0.0,0.0179372197309417,0.0,0.0044843049327354,0.0269058295964125,0.0,0.0044843049327354,0.0224215246636771,0.0,0.0134529147982062,0.0,0.0448430493273542,0.0134529147982062,0.0,0.0044843049327354,0.0,0.0089686098654708,0.0044843049327354,0.0,0.0,0.0,0.0044843049327354,0.0089686098654708,0.0044843049327354,0.0,0.0224215246636771,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0,0.0,0.0044843049327354,0.0134529147982062,0.0,0.0,0.0134529147982062,0.0044843049327354,0.0,0.0134529147982062,0.0089686098654708,0.0,0.0179372197309417,0.0044843049327354,0.0,0.0044843049327354,0.0089686098654708,0.0044843049327354,0.0,0.0,0.0,0.0134529147982062,0.0,0.0,0.0,0.0,0.0089686098654708,0.0044843049327354,0.0269058295964125,0.0313901345291479,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0134529147982062,0.0134529147982062,0.0044843049327354,0.0,0.0134529147982062,0.0089686098654708,0.0044843049327354,0.0,0.0,0.0,0.0,0.0089686098654708,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0044843049327354,0.0,0.0044843049327354,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0269058295964125,0.0089686098654708,0.0044843049327354,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0089686098654708,0.0,0.0044843049327354,0.0,0.0044843049327354,0.0,0.0089686098654708,0.0089686098654708,0.0134529147982062,0.0,0.0,0.0,0.0,0.0,0.0,0.0044843049327354
1,1931.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0
2,1933.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.037037037037037,0.0,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037
3,1934.0,1,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0,0.0147058823529411,0.0147058823529411,0.0294117647058823,0.0,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0294117647058823,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0147058823529411,0.0,0.0294117647058823,0.0,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0294117647058823,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0147058823529411,0.0294117647058823,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0294117647058823,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411
4,1939.0,1,0.0,0.0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0422535211267605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0140845070422535,0.0140845070422535,0.0422535211267605,0.028169014084507,0.0140845070422535,0.0140845070422535,0.0,0.0140845070422535,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0140845070422535,0.0,0.0140845070422535,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0140845070422535,0.0,0.056338028169014,0.0140845070422535,0.0140845070422535,0.0,0.028169014084507,0.0,0.0,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0140845070422535,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014,0.0140845070422535,0.0,0.0,0.0140845070422535,0.0,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535
5,1943.0,1,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333
6,1947.0,2,0.01694915254237285,0.0084745762711864,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.01694915254237285,0.039724576271186404,0.0625,0.0,0.03125,0.0,0.0084745762711864,0.0,0.04819915254237285,0.0084745762711864,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.0,0.0,0.03125,0.0084745762711864,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.01694915254237285,0.03125,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0084745762711864,0.0,0.01694915254237285,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237285,0.0,0.0,0.01694915254237285,0.01694915254237285,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.0084745762711864,0.03125,0.0,0.0,0.03389830508474575,0.0,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0,0.01694915254237285,0.0,0.0,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0084745762711864,0.0,0.0,0.0084745762711864,0.03125,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0084745762711864,0.0,0.0,0.0,0.039724576271186404,0.0,0.0,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0084745762711864,0.0,0.03125,0.03125,0.0625,0.0,0.0084745762711864
7,1948.0,1,0.0444444444444444,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0444444444444444,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0444444444444444,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0444444444444444,0.0222222222222222,0.0,0.0,0.0,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0222222222222222,0.0444444444444444,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0
8,1949.0,2,0.03749999999999995,0.0,0.01041666666666665,0.0,0.0,0.01666666666666665,0.01041666666666665,0.0,0.0,0.01041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.01041666666666665,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.0,0.0208333333333333,0.0208333333333333,0.01666666666666665,0.01041666666666665,0.0208333333333333,0.0208333333333333,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666665,0.0,0.0,0.01666666666666665,0.01666666666666665,0.0,0.0,0.0,0.0,0.0270833333333333,0.01666666666666665,0.01666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666665,0.01666666666666665,0.0,0.01666666666666665,0.0,0.0,0.01041666666666665,0.01041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666665,0.0,0.0,0.0270833333333333,0.0,0.0208333333333333,0.04791666666666665,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.0,0.0,0.0,0.01666666666666665,0.0541666666666666,0.01666666666666665,0.0,0.0,0.0,0.01041666666666665,0.01041666666666665,0.01666666666666665,0.01666666666666665,0.0,0.01041666666666665,0.0,0.01666666666666665,0.0,0.01041666666666665,0.0,0.0,0.0,0.0270833333333333,0.01041666666666665,0.0270833333333333,0.0,0.0,0.0,0.04374999999999995,0.01041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.01666666666666665,0.0,0.0,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.0,0.01041666666666665,0.0,0.0,0.0270833333333333,0.0,0.0,0.0,0.0270833333333333,0.0,0.0,0.0,0.01666666666666665,0.0,0.0,0.0,0.0,0.01041666666666665,0.0,0.0
9,1950.0,9,0.0150813692480359,0.0,0.002710027100271,0.014405933533019534,0.0038314176245210665,0.0,0.0,0.006944444444444444,0.0,0.017763845350052234,0.03085111190096854,0.0,0.0,0.0,0.003086419753086411,0.0,0.006670649143767411,0.02097262601933552,0.018982932776036212,0.0,0.006944444444444444,0.011994949494949489,0.0,0.0,0.0,0.0,0.0,0.0,0.0038314176245210665,0.019410596510151555,0.005050505050505045,0.0,0.0,0.0038314176245210665,0.0,0.012467095997124832,0.009004283591223,0.005050505050505045,0.0,0.01010101010101009,0.012218963831867043,0.003086419753086411,0.0,0.0,0.01279239766081871,0.0,0.008557980316645265,0.008881922675026112,0.005847953216374266,0.0035842293906809997,0.0,0.005847953216374266,0.009259259259259255,0.0,0.034907356981597436,0.0,0.018640350877192974,0.008881922675026112,0.0,0.01360848536715031,0.003086419753086411,0.002710027100271,0.012337891578149478,0.008557980316645265,0.0,0.0038314176245210665,0.005050505050505045,0.009251471825063065,0.01271334029954719,0.022814350400557286,0.009679370840895334,0.01010101010101009,0.007168458781361999,0.01567493273499041,0.0,0.0,0.003086419753086411,0.0,0.005050505050505045,0.0,0.0,0.007760532150776045,0.0,0.0,0.029837852206273243,0.013588486521374898,0.0,0.0,0.006670649143767411,0.0,0.0,0.011994949494949489,0.014729875891400377,0.0,0.009679370840895334,0.0,0.0,0.0,0.0,0.005050505050505045,0.0,0.0,0.0,0.01010101010101009,0.027917070463779965,0.03354367867391179,0.0,0.003086419753086411,0.0,0.005050505050505045,0.0038314176245210665,0.005847953216374266,0.003086419753086411,0.005050505050505045,0.0,0.003086419753086411,0.005847953216374266,0.0,0.0,0.042241480234081696,0.0,0.0,0.005847953216374266,0.0,0.0035842293906809997,0.0,0.0,0.0,0.0101010101010101,0.02015653831300392,0.0,0.009380676244038412,0.005847953216374266,0.003086419753086411,0.0,0.0,0.0,0.0,0.013117283950617278,0.0,0.0,0.005050505050505045,0.0,0.0,0.0,0.007662835249042144,0.015948963317384355,0.0,0.023040667974205578,0.0,0.0038314176245210665,0.0,0.009259259259259255,0.02495950666432487,0.006294256490951999,0.0202538867493938,0.0,0.008557980316645265,0.006944444444444444,0.0,0.011695906432748532,0.005847953216374266,0.0,0.0,0.0,0.0,0.013615093588211856,0.0,0.011695906432748532
