,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
0,1985.0,2,0.052504221576171156,0.030203854255522848,0.057303181704762354,0.02472305880031795,0.0106482368028596,0.2482518902796395,0.05060668836934,0.0356382268799795,0.027256004503014547,0.0865118465261215,0.07881145947577015,0.00495563718236625,0.1234673212285802,0.0074334557735494,0.0209279923866557,0.030682589697613248,0.05403327356393871,0.04196623899633835,0.014074821997458301
1,1986.0,1,0.0413043478260869,0.0217391304347826,0.0456521739130434,0.0347826086956521,0.0652173913043478,0.2673913043478261,0.05,0.0521739130434782,0.0239130434782608,0.0847826086956521,0.0695652173913043,0.0239130434782608,0.0913043478260869,0.0065217391304347,0.0195652173913043,0.0239130434782608,0.0239130434782608,0.0456521739130434,0.008695652173913
2,1987.0,3,0.03476885845066187,0.0458193138774636,0.09994628145782904,0.06692777497540241,0.0396254129811155,0.22845824969933737,0.04974089494264144,0.07139179795659027,0.061062879938545166,0.05071352518060548,0.06775304924476953,0.0038832495458091336,0.0769705273293005,0.014523378145685701,0.02668189510845187,0.006741013178782066,0.018314111215199266,0.021933735367305834,0.014744051404503031
3,1988.0,3,0.0507448659033673,0.031669248499219635,0.062495232985146504,0.04273997340279757,0.031210172708731734,0.2596826797979535,0.04944771861198367,0.0653211713154076,0.037714948377772534,0.06179210911199381,0.06888127320403974,0.0018018018018017999,0.10695277409974813,0.0034027110684170998,0.020975788468583795,0.020356898685428903,0.04039105387808553,0.022860785857903965,0.0215587922216164
4,1990.0,4,0.042947125124764104,0.038068219555758176,0.057783474556052476,0.07191453264393165,0.046908749017385024,0.24104432672809226,0.05649479599583193,0.03873290357852908,0.02096186948225285,0.05416056699881465,0.0767856418544747,0.017154146299212573,0.08695941563702199,0.016767835415071423,0.015812427306966848,0.01973994033963815,0.03995784737768399,0.04643924003248112,0.011366942056036175
5,1991.0,5,0.05659599492235838,0.06146253695748529,0.07276425106580928,0.058802306278082014,0.042248888025485584,0.20750777860495867,0.05391584075511796,0.05225749067377696,0.03721844019615485,0.04702369603923588,0.07893610665047046,0.00555859108429632,0.09644196194147389,0.017053774712200438,0.01824572888694962,0.01610527552219112,0.04314191960500936,0.02117510519526028,0.01354431288368282
6,1992.0,5,0.0416555452493287,0.09409684616989293,0.06724870800807388,0.0517124084666446,0.04114752129159614,0.22462660228980993,0.05770813557743113,0.05911039285758424,0.0488244903842185,0.0442172508519546,0.05386589810207302,0.01289677090281316,0.08455938406293403,0.00869872638440248,0.01610207498134654,0.016301682981600278,0.03058079473788054,0.029596375596016078,0.017050391104398398
7,1993.0,1,0.0880913539967373,0.1109298531810766,0.0391517128874388,0.0750407830342577,0.0358890701468189,0.1729200652528548,0.097879282218597,0.0750407830342577,0.0522022838499184,0.0342577487765089,0.0734094616639478,0.0,0.0783034257748776,0.0163132137030995,0.0048939641109298,0.0032626427406199,0.0130505709624796,0.0114192495921696,0.0179445350734094
8,1994.0,7,0.0395164570333408,0.04527672455401414,0.07273819702598634,0.07465035338041034,0.039384241420385,0.24376006886567556,0.05901861000269587,0.05261357652310377,0.03412980799543323,0.05882044556155432,0.061210366097800055,0.006054648613066186,0.08456639402743171,0.015926917895772157,0.018039727855444887,0.015260018705508999,0.03594516000730812,0.03033293837737893,0.012755346057688771
9,1995.0,6,0.04279999693648446,0.06815979160197709,0.08379269411555205,0.07736813626070517,0.052163889369631046,0.20523956498536297,0.07596381474411808,0.07428201117031234,0.053673171524997176,0.0473514167244271,0.05615054632487367,0.007641535311487184,0.06957805563582742,0.007431168435676233,0.013448258405919268,0.008354320737123767,0.016624466691633286,0.025162181995323867,0.014814979028566934
10,1996.0,8,0.04342190307968163,0.06107619847224651,0.07927392972489099,0.05984622708507859,0.04042363788548055,0.24306599126763556,0.05745644331006846,0.06300257775970185,0.054807562757557146,0.04655071724343493,0.0621961131463538,0.0019408074290752626,0.08204316400049351,0.00864819835873005,0.017513194869425836,0.010779072679843286,0.03469994858285125,0.021098472561659636,0.012155839785790353
11,1997.0,8,0.03960463437104643,0.06584323492572221,0.06019040259035373,0.07461676974242479,0.03893260181035946,0.22536065109670106,0.07541863936545845,0.0555300837255594,0.039348502320481475,0.04366244123132764,0.08665060839934464,0.00402410495955205,0.07866266284649953,0.029471898492641077,0.008350422463679676,0.010702994600500237,0.019577627804505636,0.03158281055412395,0.012468908699717826
12,1998.0,12,0.04235327990606591,0.06708198794334296,0.06603926944249959,0.07803941964938331,0.03962987533927723,0.22020430534873067,0.07005415551772042,0.042148279662601956,0.02781544284211387,0.0460514749844275,0.08463622415815251,0.007247714990091574,0.07559345924248315,0.02185074628834315,0.014505378920337098,0.014802844791400142,0.03485519320951785,0.03788694746487321,0.009204000298637032
13,1999.0,10,0.04396268432711866,0.06524966125583787,0.0868201836258039,0.06984464505955242,0.04499100678691786,0.21466081785813246,0.0627566375782315,0.058102420512002886,0.03705181646551782,0.04904169356257092,0.06451253083508654,0.010911933337583111,0.07562613439988178,0.014337455902303679,0.014868452340501848,0.00941425768929683,0.031221112358585996,0.03296045522499158,0.0136661008800815
14,2000.0,13,0.03436432418933123,0.06934754906578024,0.09805704286565503,0.0752825339606816,0.03752472016166707,0.20903187861306705,0.06341577609139745,0.054015608719135945,0.04480091847905115,0.04700128865178864,0.06514732503394617,0.007316498298730393,0.07374624684423182,0.022183174613020586,0.018713895460454155,0.01099622303066093,0.02781357371594254,0.028072047313029883,0.013169374892427418
15,2001.0,15,0.041386968596501525,0.06964483014301615,0.07197488382698061,0.07836953578267176,0.035780992978334404,0.22123308597296196,0.06718118664882676,0.052172105459065296,0.03236718532561649,0.04234189329421181,0.08494359060539927,0.005590484862169666,0.07413151672791773,0.018566757867719566,0.01399090452297644,0.011822996621062848,0.030672224714298264,0.035141279878384224,0.012687576171884301
16,2002.0,14,0.03127902804426187,0.05578986736106554,0.07159964166146585,0.08091510468509489,0.04202982643284979,0.24590512775805512,0.06089559317274994,0.05310944753240023,0.03859884764034506,0.04268787431606913,0.07055306559865367,0.004563637404747621,0.0740410618476309,0.025504867028735022,0.016562487808012345,0.013217698734376884,0.030015205292793314,0.0327440736266097,0.009987544054082207
17,2003.0,16,0.03839156161156345,0.06104538091797195,0.06461688576227066,0.07627799743343758,0.03604715659872893,0.23342106773748014,0.07498630959120334,0.0587611976305726,0.04122881860061803,0.04238454221134595,0.07267056538072891,0.0060613366478615375,0.08424505523183787,0.01824368511282632,0.010064785310770055,0.010931280566915906,0.02699408101775429,0.03077765288925363,0.012850639746858107
18,2004.0,15,0.0326161122388443,0.07529562675240604,0.07588931433957526,0.0882266224331119,0.04197290770522331,0.21501522300408418,0.06940128723498144,0.05838120651982895,0.03967856305398958,0.03945884270815502,0.07210357262664022,0.00591129586436012,0.07298934934770167,0.021320044493475878,0.010867435252645554,0.012153050961004027,0.023518600758199722,0.033198151767491316,0.012002792938280802
19,2005.0,11,0.0388758684950234,0.08219657605319708,0.056321990911484404,0.08892320322146123,0.036747789571253006,0.21808240402705434,0.08618747505876635,0.06397343063424009,0.03640129439785109,0.040948264887467827,0.0802721389917466,0.003837695838284218,0.07215730936989181,0.017891642493602235,0.008692344619350973,0.010949414562085098,0.020461508683832837,0.02803613791860918,0.009043510264797437
20,2006.0,17,0.03752778265731167,0.07602165823766063,0.0800580185791423,0.08319715993802931,0.0414820456006198,0.21930597747791145,0.0746156364842441,0.0599743104857132,0.04508890392628559,0.03901768580198054,0.0743357590580337,0.0026191340845802763,0.06596703372336243,0.02007156522249833,0.013425733489582042,0.008479894014689612,0.02320574931833024,0.02377710110529437,0.01182885079472953
