,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
21,2007.0,19,0.039561895500446836,0.06475931088867638,0.06383548014655765,0.09085611254138366,0.03653119194641068,0.2312976146709615,0.07721018407262548,0.0531984985964836,0.03186768039401663,0.04023592752382969,0.07563022225482514,0.006259638755094996,0.07595209609872805,0.0194478390780978,0.011040989573528519,0.012194023364125985,0.02628747146253012,0.03353105618425063,0.010302766947425893
22,2008.0,22,0.04373740420978046,0.06710488374444205,0.057535371526179484,0.08487770543639064,0.041939378608002335,0.22591868191058415,0.07240860442250716,0.058179160505235354,0.031218032110816755,0.043395716965366364,0.08238391326514138,0.006967617012098829,0.07090728176599503,0.02329745534959476,0.007858827455781849,0.012412896430557308,0.02333389736985131,0.035570689927232405,0.010952481984441508
23,2009.0,24,0.04222650021997032,0.061223318026883966,0.07150947588797706,0.07711967661688542,0.03789884115290814,0.23149957216451497,0.06400684237490242,0.05969790821769358,0.02988077209666232,0.04831475791507889,0.07968664137440949,0.003913443274506787,0.07465411758106266,0.02026230455681281,0.012577020115309047,0.013445749486320433,0.026300536069458588,0.03452830815376829,0.011254214714873952
24,2010.0,30,0.03429492840004543,0.054685853805006145,0.059752206422614355,0.08980412212734815,0.03538208832301978,0.2484523507621861,0.07452587096875107,0.05451037093357263,0.030733374639170127,0.03846446938592861,0.07742151052967985,0.00633741420250258,0.07674575784025724,0.02311316929198932,0.011356406969005596,0.012785392453160745,0.02382376501175986,0.03698077622174094,0.010830171712260672
25,2011.0,24,0.0459582536818627,0.07270013030303253,0.07053585901784125,0.08159114102808003,0.033485894905031226,0.22033828225714366,0.07474098771675976,0.05652552674999886,0.036618830090289496,0.042298478042821684,0.08376473026118975,0.004141863960493596,0.0689082162516383,0.02190965238611901,0.010950461150162507,0.01085273936068686,0.02542608597254194,0.028069570894475374,0.011183295969830637
26,2012.0,28,0.03696907037914611,0.06208322397745442,0.06685799419523393,0.08952927728079653,0.0450741471112525,0.2232372894285388,0.07979830172152184,0.05851821924766948,0.037655885877647836,0.04125750775033365,0.0778124100928116,0.007394458860747451,0.06583180150321652,0.019025594213913834,0.010006525697360024,0.012316838882048917,0.020378296519373586,0.036621593925899365,0.00963156333503275
27,2013.0,22,0.03515761827119332,0.05745313029008576,0.06710223824499305,0.08815904067221476,0.038605776268746346,0.24165865787143567,0.07390504449866774,0.054215545900342825,0.0285309097353013,0.04250347233062129,0.08226390550461758,0.0043283876125373225,0.06834478687668022,0.027490238607781856,0.01186438374559869,0.012015442858116197,0.026052058909316864,0.031662036898933224,0.008687324902815124
28,2014.0,24,0.046229906213706484,0.07593200473132636,0.064999780324684,0.07726085527215751,0.03729708072738642,0.226383164936763,0.07268223177973042,0.06339649338283737,0.04179076057559248,0.04232226293748339,0.07342199879016693,0.0046232120406747785,0.07437224367654849,0.014680938032575868,0.010506168117529193,0.011157096676736367,0.025164020035403138,0.025513582708759783,0.012266199039937205
29,2015.0,18,0.03518301544748172,0.06854154885265858,0.06451921502680606,0.09475569892716115,0.04147420154562421,0.23146517885825327,0.07851686849112818,0.05344412375541863,0.02676559579711043,0.03766057340127482,0.08854389069557728,0.005773613335121411,0.06355933571904637,0.026059812050916956,0.007354557446566589,0.011699187810404328,0.021677547044443343,0.036474324218876544,0.0065317115761292606
30,2016.0,23,0.039704088965751394,0.07153908058122713,0.07960469535085829,0.08830906537098408,0.049771416157776256,0.21804424827594915,0.06755125565878892,0.06055420171058747,0.04565964753452733,0.03921033107638328,0.06950983527065013,0.006520691330333465,0.06327664864400828,0.018800101533441874,0.01075313093054367,0.01020177870854003,0.021033727357795944,0.030754957596803644,0.009201097945048909
31,2017.0,21,0.03992344405497318,0.06346235098457097,0.07152637959239545,0.08089212475826214,0.03798097768217964,0.2393932933405052,0.07019190855552457,0.05412902040532687,0.0319724966425558,0.043878688380688674,0.07422842371187217,0.005784106481665614,0.07343249181012677,0.01761544878760197,0.01421710767269769,0.011845280520318996,0.03169533410928742,0.02722897954547738,0.010602142963968716
32,2018.0,10,0.033249316654764334,0.06226229377991459,0.0770559636189739,0.10079297056163106,0.044844588132705934,0.23550151242000333,0.06869901920858956,0.05588763387855873,0.035589719748116005,0.03573908525289765,0.0751984684583226,0.00451424945040067,0.06162631356794851,0.0269034568338055,0.008293875769331872,0.00964407109781048,0.023358299588375687,0.03286002221839085,0.007979139759457961
33,2019.0,15,0.04339702266008374,0.06441033233970431,0.06706541093160415,0.08194271797057717,0.03882807132256151,0.24162115230516093,0.06991001718524607,0.052323901934562066,0.031810876575548125,0.04324729169366071,0.0802070071241558,0.004659283825900873,0.07210637205154373,0.021485613078299663,0.0116092929135979,0.009013381952766401,0.02576615972462299,0.030615228033267654,0.009980866377135352
34,2020.0,10,0.034580064958728,0.060181255524119334,0.0662920797795021,0.07992713245752431,0.04559809468877604,0.2523084466902566,0.07989505246938743,0.05862513368491484,0.03246403595764715,0.03873185657384282,0.07457354754144714,0.00432325350143889,0.06994519282814868,0.018553297827774838,0.00784845490941171,0.01090979544326703,0.02413849129813966,0.03179555839733557,0.009309255468337189
35,2021.0,4,0.03440071283604765,0.06608261349889524,0.04658622266878615,0.0825956280055587,0.02807672985213395,0.2542479604690921,0.09160786769043118,0.05273768283294838,0.029666364236225626,0.04717377503174267,0.08573865510932481,0.0011726053007808,0.076792212791058,0.024486430620957126,0.007090244243823875,0.0087764189236475,0.027492676684362546,0.0282033257350809,0.007071873469102075
