,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42
0,1985.0,2,0.08235151082868625,0.0082690312540526,0.0572299312670211,0.0047026974452081,0.0243353650628971,0.014241019323044949,0.0284577227337569,0.0105417585267799,0.0047026974452081,0.0075557644922837,0.0018496303981325002,0.0,0.00639508494358705,0.10877804435222405,0.039422578135131545,0.00298599403449615,0.03654519517572295,0.0271398002853067,0.016779600570613402,0.039265335235378,0.00797886136687845,0.0021398002853067,0.0664780832576838,0.00441252755803395,0.059478342627415345,0.0025628971599014,0.095298923615614,0.0025628971599014,0.009671248865257399,0.07636655427311625,0.02116781221631435,0.006129230968745901,0.0066852548307612,0.0103845156270263,0.040160160809233555,0.0041223576708598,0.0042796005706134,0.0034090909090909,0.03051322785630915,0.0039894306834392,0.0007132667617689,0.01994715341719615
1,1986.0,1,0.0691399662731871,0.0,0.0708263069139966,0.0033726812816188,0.0219224283305227,0.0219224283305227,0.0337268128161888,0.0101180438448566,0.0067453625632377,0.0050590219224283,0.0,0.0033726812816188,0.0134907251264755,0.1011804384485666,0.0303541315345699,0.0033726812816188,0.0337268128161888,0.0472175379426644,0.0539629005059021,0.0219224283305227,0.0050590219224283,0.0033726812816188,0.0387858347386172,0.0016863406408094,0.0623946037099494,0.0101180438448566,0.0489038785834738,0.0,0.0151770657672849,0.0522765598650927,0.0590219224283305,0.0067453625632377,0.0050590219224283,0.0185497470489038,0.0775716694772344,0.0118043844856661,0.0016863406408094,0.0101180438448566,0.0033726812816188,0.0084317032040472,0.0016863406408094,0.0067453625632377
2,1987.0,3,0.12154726436324587,0.005394274910217967,0.04200974250916623,0.012482608525635736,0.023200876043749596,0.018374531090627835,0.041541243577355697,0.06938707981735254,0.017778989696008468,0.02537855280844133,0.008388832322754667,0.010635672007166369,0.011078246037907932,0.053762558353415,0.041935534905185264,0.015863039508832767,0.04753100018178771,0.013950074341929833,0.017488024844920666,0.013868687764192866,0.035274775593638404,0.0016592682939205333,0.029207617413533633,0.0494004885284178,0.015341705718194333,0.03209637078250214,0.014614838356674632,0.011362390117672433,0.015124008189701568,0.0449610917532546,0.0047640923553332005,0.0318747031770466,0.008752795844612934,0.0114328216710083,0.03392909860447313,0.0035447712743140332,0.0086686331980223,0.013990267639902666,0.011318211817635501,0.0030923019013683003,0.0010137875101378666,0.0069791266487386336
3,1988.0,3,0.05739866660919287,0.005513767355872599,0.05195308945308941,0.0019674578885104667,0.031459210406578765,0.029862278546489037,0.03623210531105266,0.024356713172502566,0.010625877073245435,0.019350091718512766,0.0007309941520467667,0.0046659099290677665,0.0185613244823771,0.0941069658174921,0.039736267367846266,0.02505136715663027,0.04632006408322193,0.0116992590676801,0.0082073700494753,0.019055598660861765,0.013154721707353233,0.0,0.052667140825035506,0.014848760243497065,0.05844295252189983,0.007255700676753266,0.08242255413308043,0.005740968240968233,0.01907182301919137,0.07565747565747565,0.003539783802941667,0.016638588349114632,0.008656742867269166,0.022061595087910835,0.03778970357917721,0.0020250513671565998,0.0014043948254474333,0.005740968240968233,0.013367374551585034,0.003482190324295567,0.0029832464042990003,0.0161938852728326
4,1990.0,4,0.11707638232129138,0.0021052689214124,0.04073981330003269,0.01046830416748135,0.0193278329071567,0.006827828277961475,0.025435944674783776,0.007853997219370126,0.027834807705058452,0.0141621555569356,0.007535514154471051,0.012843903147841475,0.00784076445972135,0.07872675582632611,0.05199143208858558,0.007946866200310024,0.0270026172790086,0.03258834956209638,0.010833650509383,0.023034102259302275,0.0112186718099627,0.0029895366218236,0.04988037931002212,0.00743022281603425,0.032973340392023924,0.006134707959144325,0.07073183213383967,0.003712010140201725,0.011075825392775098,0.0319886686699854,0.09842084392118175,0.01159091799664965,0.005744303021709851,0.014859457386783575,0.04951241923073917,0.01558449161188885,0.001786193436719025,0.010222688151307825,0.012869754566303775,0.004265154435859375,0.0013578847659565,0.013474405690556426
5,1991.0,5,0.14246684014668792,0.007521590284317479,0.03878318942110236,0.01082822867429004,0.026826483507665422,0.01100568326969038,0.038205426444019766,0.023893985982763422,0.017776415215597897,0.03752209611985574,0.007211234172064281,0.010582586869285121,0.00953018889950264,0.06959859997442844,0.043168659192088135,0.01247305199024064,0.027953744386009338,0.01613780875785134,0.01320549281569316,0.02325590080379704,0.0119438447183222,0.00401511896254028,0.04451504545601182,0.01254426217280522,0.0298664699591007,0.0045598785726738795,0.06401452796136181,0.00403813176972836,0.01166299973343346,0.052515590249896014,0.0221513910209067,0.01720469531957828,0.00333196526412424,0.021426082584663858,0.033138794321005624,0.0052253172199646005,0.015644812762549483,0.0038040116243872996,0.0218819727805295,0.00883025861384534,0.00733363030882464,0.01240399169679418
6,1992.0,5,0.07884233647417152,0.04040261270330996,0.03141439761789534,0.00358941856764102,0.0171779311466813,0.015966818533726,0.03558918221446934,0.03222673219158016,0.032597421004911045,0.05409620181090328,0.00328391752150562,0.0076351750875835595,0.014667425635947601,0.05824054934634735,0.040398332187657746,0.00499063787601846,0.04287834852591094,0.026344737761736257,0.0056059318137827805,0.01210424488977776,0.01547158651846638,0.0012158614504602198,0.041028788068450464,0.04878621724634412,0.0248050461165117,0.00278304077454098,0.04244488675276662,0.007428162533723859,0.00684342398474252,0.058098295728755536,0.05821343419213674,0.03665622915473614,0.00905174261904022,0.0067944225163587,0.030114785600716936,0.00818076696378554,0.00372467167582854,0.007075405001831301,0.010147311527106639,0.0053783732027495,0.00177563153621248,0.0159295639231765
7,1993.0,1,0.1308411214953271,0.0105140186915887,0.0035046728971962,0.0081775700934579,0.0514018691588785,0.036214953271028,0.0467289719626168,0.0572429906542056,0.0233644859813084,0.0560747663551401,0.0046728971962616,0.0035046728971962,0.0116822429906542,0.0759345794392523,0.014018691588785,0.0514018691588785,0.0046728971962616,0.0163551401869158,0.0035046728971962,0.0175233644859813,0.0035046728971962,0.0023364485981308,0.058411214953271,0.0058411214953271,0.0070093457943925,0.0058411214953271,0.0105140186915887,0.0046728971962616,0.0093457943925233,0.0268691588785046,0.0011682242990654,0.0046728971962616,0.014018691588785,0.0677570093457943,0.0759345794392523,0.0023364485981308,0.0011682242990654,0.0011682242990654,0.0128504672897196,0.0023364485981308,0.0105140186915887,0.0443925233644859
8,1994.0,7,0.09877599817960984,0.006176889019575843,0.047081258833327845,0.012544612094579572,0.014786821217753257,0.012208867884005627,0.04484011102030909,0.034596836633231716,0.028816132969994513,0.02753694264944297,0.0090453142282218,0.017353321093198513,0.0073685080604961135,0.07871317730290947,0.04051367636768578,0.0047995522914203005,0.04086506582737283,0.024196564516096246,0.016105295741176886,0.014943358844474857,0.019866665418552813,0.0041240447718773,0.03600758145207809,0.025557020058566273,0.036023787918477566,0.00816428102610373,0.048478358959353755,0.006514564716073542,0.015946327849298857,0.055223156988618384,0.013576142866298902,0.023976347798611273,0.005857680548157314,0.008987844324596515,0.052192945425567426,0.005550793918895057,0.0037148419844498857,0.018587972730533274,0.015248841421869145,0.004372127983298214,0.0031767485132084424,0.007583618550629215
9,1995.0,6,0.10533599229454367,0.013994158162710484,0.029493628414794384,0.00348379112930145,0.020266189603836682,0.019605663107897534,0.04093259202238833,0.059229290898181804,0.03787253093442873,0.0419481232966544,0.007848164672663516,0.011187914750920217,0.017295741715956468,0.06455930930895695,0.029095655385785516,0.015112099369241516,0.0361517150458473,0.03365148165780333,0.008636418412472516,0.009033110394570285,0.025694511591277697,0.00070088064187205,0.024258098449038566,0.05234968523732156,0.013489947248023984,0.00637625748034315,0.019682517238048,0.005249924296239617,0.013963850717212867,0.04170020132864533,0.017692232238996717,0.030569399846542514,0.010752788464992932,0.010027342223473134,0.0598376794767826,0.009526803650496867,0.005004496290726,0.014087523412128933,0.007650522669600951,0.004467050143214034,0.0022087422500849,0.019975974525980784
