,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124,topic_125,topic_126,topic_127,topic_128,topic_129,topic_130,topic_131
0,1971.0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1974.0,1,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0,0.0,0.0,0.0869565217391304,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1975.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1976.0,3,0.0,0.005847953216374266,0.005847953216374266,0.0,0.0,0.0,0.0,0.0175438596491228,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.0,0.0,0.0,0.0,0.0,0.0,0.07992202729044834,0.0,0.0,0.0,0.005847953216374266,0.0,0.005847953216374266,0.011695906432748532,0.0,0.005847953216374266,0.005847953216374266,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.005847953216374266,0.0,0.0,0.005847953216374266,0.005847953216374266,0.0,0.0,0.005847953216374266,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.0,0.0,0.042884990253411304,0.005847953216374266,0.04873294346978557,0.0,0.0,0.0,0.0,0.011695906432748532,0.005847953216374266,0.0,0.005847953216374266,0.005847953216374266,0.011695906432748532,0.0,0.07407407407407407,0.011695906432748532,0.0175438596491228,0.0,0.0,0.005847953216374266,0.005847953216374266,0.0,0.0,0.005847953216374266,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0175438596491228,0.0,0.0,0.0,0.0,0.005847953216374266,0.0,0.0,0.011695906432748532,0.005847953216374266,0.0,0.0,0.005847953216374266,0.005847953216374266,0.005847953216374266,0.005847953216374266,0.3820662768031189,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.005847953216374266,0.0,0.005847953216374266,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.0,0.0,0.0,0.0,0.0,0.005847953216374266,0.0,0.0,0.005847953216374266,0.0,0.0,0.0
4,1977.0,6,0.0,0.011904761904761899,0.023809523809523798,0.0,0.012820512820512817,0.012820512820512817,0.0,0.012820512820512817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012820512820512817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791720534367593,0.0,0.0,0.0,0.011904761904761899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07512748689219274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777766,0.0,0.11751238957121309,0.0,0.0,0.020833333333333332,0.0,0.0,0.05444677871148459,0.011904761904761899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523798,0.0,0.025641025641025633,0.0,0.0,0.0,0.0,0.0,0.07031979458450045,0.009803921568627449,0.0,0.011904761904761899,0.0,0.0,0.0,0.0,0.2643018745959922,0.0,0.0,0.0,0.0,0.009803921568627449,0.0,0.0,0.009803921568627449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761899,0.011904761904761899,0.0315126050420168,0.0,0.0,0.023809523809523798,0.0,0.0,0.0,0.0,0.009803921568627449,0.0
5,1978.0,3,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.04782608695652174,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0144927536231884,0.0,0.0,0.0144927536231884,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0289855072463768,0.0,0.0,0.0,0.20517598343685295,0.047619047619047596,0.0,0.0144927536231884,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.03333333333333333,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.224223602484472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1979.0,3,0.0,0.010752688172043,0.0411132194813409,0.0,0.012345679012345666,0.0,0.0,0.012345679012345666,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043,0.13568533745636843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.019607843137254898,0.0,0.0,0.012345679012345666,0.0,0.0,0.0,0.023098367184388666,0.0,0.0,0.0,0.031953522149600566,0.06231405345889846,0.0,0.0,0.0,0.039215686274509796,0.0,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086,0.0,0.08222643896268184,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.012345679012345666,0.012345679012345666,0.0,0.0,0.023098367184388666,0.0,0.0,0.0,0.0,0.0,0.010752688172043,0.03544404619673433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.010752688172043,0.0,0.0,0.012345679012345666,0.0,0.012345679012345666,0.012345679012345666,0.0,0.0,0.0,0.010752688172043,0.0,0.023098367184388666,0.012345679012345666,0.0,0.10502026378054204,0.0,0.0,0.0,0.0,0.010752688172043,0.012345679012345666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691332,0.012345679012345666,0.0,0.0,0.0,0.010752688172043,0.0303605313092979,0.0,0.019607843137254898,0.0,0.0,0.0,0.0,0.012345679012345666,0.0
7,1980.0,7,0.0004535147392290143,0.017086854157792358,0.0135824220819317,0.0018140589569160856,0.0004535147392290143,0.0022675736961451144,0.0,0.027065162533142794,0.008478753820368714,0.017915665413720867,0.0035044320758606286,0.0004535147392290143,0.0063730755460078715,0.006134383577992585,0.004320324621076485,0.0004535147392290143,0.0,0.0013605442176870715,0.013440527726242,0.005772005772005757,0.036360519736876644,0.0030509173366316004,0.01065759637188207,0.0004535147392290143,0.007701070858965585,0.019153945469734927,0.0,0.0038668098818474715,0.0034132951426184424,0.008516963404181429,0.03947256915434478,0.003957946815089658,0.0018140589569160856,0.003957946815089658,0.0009070294784580428,0.0009070294784580428,0.003174603174603171,0.006464212479250058,0.0029597804033894143,0.0018140589569160856,0.0009070294784580428,0.0155487500529265,0.022701914348947954,0.0004535147392290143,0.0,0.011590803237836844,0.018886572727697257,0.0022675736961451144,0.0004535147392290143,0.0009070294784580428,0.007462378890950299,0.013163862036042471,0.0004535147392290143,0.0,0.0,0.009385783298826772,0.0030509173366316004,0.04653714056944768,0.0013605442176870715,0.005833137852842271,0.0029597804033894143,0.002721088435374143,0.0029597804033894143,0.016853822868860457,0.005466046067549814,0.013440527726242,0.01857349000206141,0.0038668098818474715,0.0,0.04254895304032387,0.011564625850340128,0.0059195608067788424,0.00833940351700267,0.0030509173366316004,0.0,0.0087929182562317,0.0025974025974025857,0.0004535147392290143,0.0009070294784580428,0.013708513708513686,0.0029597804033894143,0.0004535147392290143,0.007432374038544629,0.0038668098818474715,0.008100711548987399,0.007008864151721271,0.0,0.025270733770243397,0.0004535147392290143,0.011930258546799872,0.0048649762935477,0.0038668098818474715,0.0,0.02401495603466044,0.0030509173366316004,0.0004535147392290143,0.012987012987012986,0.02018069505754233,0.01959311982195276,0.0004535147392290143,0.0035044320758606286,0.0907072275143878,0.0,0.0034132951426184424,0.0004535147392290143,0.0056483199340342,0.013163862036042471,0.0081545855981946,0.0,0.0029597804033894143,0.013440527726242,0.0004535147392290143,0.003957946815089658,0.0004535147392290143,0.0025974025974025857,0.0004535147392290143,0.0,0.0,0.009170960527613015,0.01686877649610567,0.0029597804033894143,0.014928625912607602,0.013440527726242,0.0,0.009715612200084229,0.0004535147392290143,0.0,0.005103668261562985,0.0004535147392290143,0.0004535147392290143,0.004926108374384229
8,1981.0,19,0.0016917574583067423,0.02101372741301663,0.007176162650676979,0.001061533492464879,0.03128257105647327,0.0034243362416737,0.001596362229102163,0.007488801508207474,0.008330806618640732,0.004198788394425663,0.005186456773439495,0.0,0.00331157404522859,0.009724537588314673,0.0016766320831265314,0.001829439909935263,0.003487537679157274,0.0010319917440660474,0.0061689715290263476,0.009191240797425648,0.02215972784709046,0.002197547999074716,0.015367611186700462,0.00040176777822418424,0.003993328219925237,0.011497544952821692,0.00040176777822418424,0.0006597657142406948,0.006146209095420916,0.003029412749430821,0.015381837265020315,0.000602651667336279,0.005244738167007911,0.001061533492464879,0.003627741474251405,0.001964171767541884,0.002818733980315516,0.0159875497053935,0.006377708978328169,0.0037087203302373583,0.0007017543859649105,0.02211577132405245,0.01311756591197897,0.006366680058925937,0.00025799793601651055,0.0025712399262637895,0.008846392039411906,0.0007168797611451105,0.0019160957052385158,0.00889544246786701,0.008924325478561168,0.0007168797611451105,0.0011035221641890948,0.0002008838891120895,0.0029625038225231945,0.0027974628983775053,0.005042686931231821,0.06707584297039663,0.009473684210526311,0.0010554461018857264,0.0002008838891120895,0.007929038840416546,0.002101854219170405,0.0149554544373217,0.0011035221641890948,0.004765462757096526,0.0158000833380297,0.001232875633178137,0.0002008838891120895,0.04236176244124451,0.01805179802485594,0.003611560652969316,0.004770730966699094,0.00025799793601651055,0.009834647741437613,0.00941113925634049,0.002593228386719742,0.0,0.005023460693113036,0.019842650358094772,0.0043537794971160474,0.00025799793601651055,0.0017821207430340528,0.0018778145229383582,0.0020401186790505632,0.010983397299334468,0.0010319917440660474,0.008873188643220894,0.0016580977692220054,0.010992240257241548,0.008143487059895722,0.004120701816282952,0.006304710939294279,0.036352213100094934,0.009212283990794722,0.005127858029876911,0.005263157894736842,0.0020598655474461896,0.008562962984845737,0.00822055137844611,0.004601153274049305,0.16602292798708493,0.002231207688159447,0.004488689628303926,0.0010044194455604632,0.003028655854028669,0.02192495004995004,0.007110898539064816,0.0009983320549813053,0.00682223070023509,0.0009983320549813053,0.0023984318881868053,0.015768233636028396,0.001061533492464879,0.0010044194455604632,0.0014821341352933264,0.002231207688159447,0.0002008838891120895,0.003730410239993579,0.001829439909935263,0.005174682020804952,0.007925294519721758,0.004507464821080016,0.0016009837223175843,0.0019346300191430475,0.0002008838891120895,0.002458954873815547,0.0007974481658692158,0.004048582995951416,0.00478265080640532,0.0
9,1982.0,38,0.0042339789101236034,0.011781835806394947,0.0054977382480591655,0.0021512113617376764,0.010045470571786357,0.0019796524931313107,0.0004699248120300737,0.014491561028957144,0.008722007054045421,0.018666375098869717,0.0004616805170821789,0.0008771929824561394,0.0026002506265664135,0.0021929824561403473,0.0029657477025898053,0.0006265664160401,0.002677746999076637,0.0016387121650279527,0.002985829959514166,0.006283403391309449,0.02194850801070769,0.001942412260971816,0.0019062641985079633,0.0038451391636987187,0.005614057379985352,0.021409500234857815,0.003940406571985516,0.0004616805170821789,0.0,0.0024308706441670395,0.02101200352585393,0.005362838915470489,0.0010964912280701736,0.002216066481994458,0.002088554720133666,0.0,0.0,0.005535736917112179,0.0017543859649122788,0.004739570217409547,0.0007518796992481185,0.006973223489843982,0.018755458868905086,0.0028579150057428523,0.004054253280259468,0.010900541815682679,0.011078031662392013,0.0,0.003270786615661958,0.0037714951027644503,0.004533444092873699,0.005320286009140494,0.009347750587362768,0.002073365231259966,0.006124876969752314,0.0043950174714391735,0.003467093454256479,0.06509022414411357,0.0,0.0014619883040935657,0.0013850415512465367,0.0034366806405261656,0.0020098322729901657,0.015278842800631858,0.0,0.01438128926519018,0.010630148533837465,0.00795125655399404,0.0006925207756232684,0.0650011898854882,0.008429649109332908,0.005071340632282454,0.026386460884577054,0.0011961722488038264,0.002073365231259966,0.010409538242961647,0.0021732258574363814,0.0006418485237483948,0.006668444260101417,0.0054246756116562165,0.015247660532607489,0.0,0.008492076289860219,0.0,0.010636439583807994,0.01642990444338325,0.0025633188662713656,0.01922518070756265,0.0,0.004669568658488324,0.0027700831024930735,0.011419992854524297,0.0030317020621729736,0.02472068749178403,0.008183111494990259,0.008083738589278747,0.015710117060532568,0.004642287537024374,0.0018796992481203,0.0032163742690058447,0.01231016375223642,0.13540029014669036,0.0004616805170821789,0.016493536472760844,0.002722139356488384,0.0033649406918104946,0.030897877492304725,0.002412153866447492,0.0009677533915761052,0.0011035290408305735,0.007489299305333195,0.0,0.007338344036033374,0.0017543859649122788,0.0011624455876533422,0.0009233610341643578,0.00222570596531815,0.0015037593984962394,0.0014294339086582842,0.005555555555555556,0.004751518359551595,0.012534940166519104,0.0032647407993668365,0.0004616805170821789,0.00454703318276725,0.004687415132257886,0.0,0.0,0.0006418485237483948,0.010549014802105803,0.0
