,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95
0,1971.0,1,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1974.0,1,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0,0.0384615384615384,0.0,0.0769230769230769,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0,0.0,0.1153846153846153,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0
2,1975.0,2,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1976.0,3,0.03333333333333333,0.0,0.0,0.0,0.05416666666666667,0.010416666666666666,0.0,0.015625,0.0,0.005208333333333333,0.015625,0.0,0.005208333333333333,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.005208333333333333,0.010416666666666666,0.0,0.03333333333333333,0.0,0.0,0.005208333333333333,0.010416666666666666,0.015625,0.0,0.015625,0.010416666666666666,0.0,0.0,0.3770833333333334,0.0,0.015625,0.07187500000000001,0.0,0.0,0.015625,0.005208333333333333,0.005208333333333333,0.015625,0.0,0.005208333333333333,0.0,0.005208333333333333,0.010416666666666666,0.005208333333333333,0.0,0.04895833333333333,0.0,0.005208333333333333,0.0,0.0,0.03333333333333333,0.005208333333333333,0.005208333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0
4,1977.0,6,0.0,0.013888888888888883,0.0,0.0,0.1067927170868347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888883,0.08189386865857451,0.0,0.011904761904761899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888883,0.0,0.04232804232804232,0.042211328976034856,0.0,0.17899937752878925,0.0,0.0,0.09975101151571737,0.0,0.0,0.0,0.028322440087145965,0.0,0.0,0.0,0.025793650793650785,0.0,0.027777777777777766,0.0,0.0,0.0,0.17172424525365695,0.0,0.0,0.009803921568627449,0.013888888888888883,0.0,0.0,0.0,0.009803921568627449,0.011904761904761899,0.019607843137254898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06602085278555865,0.009803921568627449,0.0
5,1978.0,3,0.015151515151515133,0.0,0.0,0.0,0.045454545454545435,0.0,0.0,0.03333333333333333,0.0,0.0,0.015151515151515133,0.0,0.0,0.0,0.0,0.015151515151515133,0.0,0.0,0.0,0.015151515151515133,0.0,0.015151515151515133,0.0,0.0,0.015151515151515133,0.0,0.015151515151515133,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515133,0.0,0.0,0.0,0.015151515151515133,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.2080808080808081,0.03333333333333333,0.0,0.104040404040404,0.0,0.0,0.0,0.08888888888888886,0.0,0.045454545454545435,0.0,0.0,0.0,0.0,0.015151515151515133,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515133,0.0,0.0,0.015151515151515133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515133,0.0,0.0
6,1979.0,3,0.010752688172043,0.021505376344086,0.0,0.0,0.11322680207088807,0.04233870967741934,0.0,0.012345679012345666,0.020833333333333332,0.0,0.012345679012345666,0.0,0.020833333333333332,0.03158602150537634,0.0,0.0,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086,0.0,0.0,0.024691358024691332,0.020833333333333332,0.0,0.010752688172043,0.0,0.0,0.0,0.010752688172043,0.012345679012345666,0.023098367184388666,0.0,0.020833333333333332,0.087863401035444,0.012345679012345666,0.010752688172043,0.08627041019514137,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.010752688172043,0.0,0.0,0.0,0.07407407407407407,0.012345679012345666,0.0,0.073252688172043,0.033179012345679,0.0,0.010752688172043,0.0,0.021505376344086,0.0,0.0,0.023098367184388666,0.020833333333333332,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.023098367184388666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043,0.0,0.0,0.012345679012345666,0.0,0.0
7,1980.0,7,0.0055905340859748,0.0013026487190620857,0.0160383689259069,0.010793234121501571,0.11953253629398346,0.01383274779931313,0.0004342162396873571,0.0071593153390388286,0.015667661586379073,0.0004342162396873571,0.0026052974381241857,0.005202700035526772,0.0261631838109924,0.06268669069924092,0.0034737299174989146,0.0068931828050369,0.017755496782852386,0.0017368649587494573,0.0017368649587494573,0.03078462619839223,0.0013026487190620857,0.0008684324793747286,0.007745825602968443,0.0107813918604192,0.0004342162396873571,0.0051020408163265285,0.008567875893103843,0.0017368649587494573,0.0004342162396873571,0.010253106046811301,0.006939564994276228,0.016663048198002583,0.005194805194805185,0.0008684324793747286,0.008461964058100914,0.0030316188370899427,0.003419452887537986,0.0038536691272253428,0.014521254311920043,0.0072135923689997565,0.010823826629297742,0.04291504896711286,0.0026052974381241857,0.0025974025974025857,0.05050068570511747,0.011105748844742842,0.028052342793984116,0.04274566006598557,0.005042511170562929,0.0034658350767773146,0.0013026487190620857,0.016215684501790957,0.015592310425137172,0.01428966170607507,0.0008684324793747286,0.006779376129312386,0.007639913767965515,0.036004421110804055,0.0013026487190620857,0.008567875893103843,0.006497453913867272,0.054062914240382585,0.013855445466387714,0.0004342162396873571,0.004608294930875571,0.011072514112027785,0.011493582895190872,0.0038536691272253428,0.0,0.017612402794773586,0.007361938972881214,0.015538033395176244,0.0025974025974025857,0.0004342162396873571,0.0025510204081632573,0.010204081632653057,0.0,0.005156317846287443,0.0030316188370899427,0.0,0.010578768226576829,0.0,0.0008684324793747286,0.0,0.0034658350767773146,0.0004342162396873571,0.0008684324793747286,0.003419452887537986,0.004287885366912715,0.0004342162396873571,0.0025974025974025857,0.0051020408163265285,0.006493506493506486,0.008955709943551871,0.006493506493506486
8,1981.0,19,0.006276746988821289,0.01652766080113104,0.011165939292537489,0.010257956248930684,0.0998679163790327,0.010202852226819586,0.0,0.010030844905619625,0.019449879108197926,0.0057166571548993685,0.005283511506946458,0.0013697344966694738,0.0021235487062930157,0.01778690573240388,0.0006520311473871789,0.0059924036245072995,0.001676811551586274,0.00023923444976076317,0.0006848672483347316,0.015860978387133618,0.001674641148325358,0.0,0.013868572550010552,0.006211869849903111,0.0018417376002515262,0.000991944303251537,0.0010976639459611525,0.012047707530256736,0.0011240342509692316,0.014850948287643695,0.009260502139759095,0.0071943808669084576,0.006543860764584284,0.0034637218614086314,0.0048818178525678055,0.0105810909667016,0.0055702349496536425,0.009269287148806473,0.013503018737889927,0.007834400867595062,0.009280849622693687,0.04342941795739805,0.02004127404267598,0.001156870351916784,0.08343530101410349,0.021660939484484575,0.0163736075834486,0.04242863533548038,0.007169106596276763,0.0004127966976264158,0.006151636681387585,0.019010142155754806,0.013520617456302935,0.006708341815314683,0.000956937799043058,0.010743024186289063,0.0016032982134677,0.024203385194097256,0.005895451978751226,0.012844126764332374,0.01052306123150149,0.1131277669284552,0.008206229679228594,0.003156335513336,0.005271641923899642,0.007344925007726069,0.022400996940659966,0.006109060025106858,0.004132703261671416,0.0014704132027730632,0.009250398724082927,0.006488205470330584,0.0020239360473175844,0.005526401767202536,0.008106605678938164,0.0011240342509692316,0.0004127966976264158,0.003008348507501484,0.0032551148003298947,0.0009176359021560211,0.003413933865260953,0.0,0.004784688995215311,0.0006191950464396262,0.016048804005985084,0.0014224751066856316,0.0020915076683223946,0.0014375771018255105,0.006685633001422468,0.0,0.00023923444976076317,0.0011897064528643422,0.009801452204629954,0.008908720522686946,0.0014967835077811474
9,1982.0,38,0.005471459318713316,0.011494571246893216,0.013641742463784669,0.008071032643299215,0.11963172508900413,0.026820754281276973,0.0,0.003427016739710234,0.013223683731154439,0.005670401723033295,0.00602255788014301,0.0024227234753550525,0.012999768262926146,0.023408273787371897,0.002723311546840955,0.009382640375690362,0.0006265664160401,0.0,0.0029342361752334027,0.007961616664513416,0.0015842281288505526,0.0008488964346349735,0.0023966165413533817,0.002803726487937011,0.00874515276605059,0.0,0.0052825283416818684,0.002882150479404482,0.0006925207756232684,0.012272766682034619,0.012470567576889876,0.0160692614059487,0.007865245636143462,0.0061969334415154734,0.0029348818822502974,0.0024187306501547976,0.004098684203678142,0.006225438075283272,0.02304979234967388,0.01093106901390228,0.002870813397129184,0.015308673045245922,0.012504185489764754,0.003733291562238929,0.06834805336337436,0.006872610819979233,0.010096230442331992,0.03627081515741588,0.023126464415668874,0.0,0.0038024891706410022,0.04387704927920837,0.013280298494979928,0.01588858130837109,0.001596941070625279,0.014828519255100212,0.011571350863447617,0.017288540128734875,0.00881338500854182,0.0061417499090629215,0.0012524627075710631,0.09569185547335002,0.00770224438618569,0.010813480354327245,0.005773380386383474,0.005184141985510726,0.03616652500725343,0.004948509454986558,0.004714325921756257,0.005971154555250659,0.01564046890473079,0.010439268334005169,0.0026061530638189657,0.0,0.003447178746680695,0.000478468899521529,0.000478468899521529,0.002656882591093116,0.0011709896751447974,0.0011961722488038264,0.0031952811731205052,0.000478468899521529,0.0020242914979757055,0.0,0.01495525647752752,0.0031100478468899504,0.0024475524475524447,0.0048973909828154555,0.002339181286549705,0.0007739938080495342,0.0,0.0,0.009712471767425322,0.0145211436566085,0.003289473684210526
