,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20
0,1930.0,1,0.0,0.0579150579150579,0.0965250965250965,0.2316602316602316,0.1505791505791505,0.081081081081081,0.0077220077220077,0.1081081081081081,0.0,0.0,0.0038610038610038,0.0347490347490347,0.0579150579150579,0.0347490347490347,0.0193050193050193,0.0463320463320463,0.0077220077220077,0.0038610038610038,0.0579150579150579,0.0
1,1931.0,1,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0
2,1933.0,1,0.0,0.0,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0,0.0,0.25,0.0
3,1934.0,1,0.0,0.0131578947368421,0.1842105263157894,0.0921052631578947,0.0921052631578947,0.0657894736842105,0.0394736842105263,0.0921052631578947,0.0,0.0,0.0131578947368421,0.0263157894736842,0.0263157894736842,0.0789473684210526,0.0526315789473684,0.0789473684210526,0.0131578947368421,0.0,0.131578947368421,0.0
4,1939.0,1,0.0,0.0128205128205128,0.1282051282051282,0.282051282051282,0.0769230769230769,0.0512820512820512,0.0128205128205128,0.1666666666666666,0.0,0.0,0.0,0.0,0.0128205128205128,0.0256410256410256,0.0128205128205128,0.0897435897435897,0.0,0.0,0.1282051282051282,0.0
5,1943.0,1,0.032258064516129,0.032258064516129,0.0967741935483871,0.1290322580645161,0.1290322580645161,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.032258064516129,0.3548387096774194,0.0
6,1947.0,2,0.00806451612903225,0.0161290322580645,0.0564516129032258,0.10696095076400675,0.12308998302207129,0.04032258064516125,0.00806451612903225,0.0161290322580645,0.0,0.0,0.00806451612903225,0.0263157894736842,0.331918505942275,0.02419354838709675,0.032258064516129,0.02419354838709675,0.00806451612903225,0.0526315789473684,0.06451612903225805,0.0526315789473684
7,1948.0,1,0.0,0.0,0.1372549019607843,0.1372549019607843,0.0980392156862745,0.0588235294117647,0.0196078431372549,0.1176470588235294,0.0,0.0,0.0,0.0,0.2941176470588235,0.0196078431372549,0.0,0.0588235294117647,0.0,0.0392156862745098,0.0196078431372549,0.0
8,1949.0,2,0.0192307692307692,0.0,0.0692307692307692,0.08397435897435895,0.1628205128205128,0.1365384615384615,0.1096153846153846,0.0525641025641025,0.0,0.04551282051282045,0.0192307692307692,0.0096153846153846,0.07179487179487175,0.07628205128205125,0.09358974358974355,0.0333333333333333,0.0,0.01666666666666665,0.0,0.0
9,1950.0,9,0.009564509564509556,0.0,0.1247950126072235,0.04505907247581621,0.07409276041907861,0.04395383199731025,0.1260374086461043,0.07176909776932901,0.0,0.017081630125108375,0.004273504273504267,0.011127293707080934,0.16194260757743642,0.03168402160076535,0.05707830324504699,0.04865051927378475,0.0037037037037037,0.09879334827299674,0.07039337474120082,0.0
10,1951.0,8,0.00044404973357015,0.018037240484601175,0.11058173306299025,0.03949010444509589,0.0590429506745532,0.07286342933739422,0.0023237165669350874,0.03641491909827282,0.000222024866785075,0.0085553582001184,0.0,0.1034171890358516,0.30073777669372304,0.019946941749783648,0.008573716566935088,0.06198577089775203,0.017391085665672212,0.12914301607157147,0.010828976848394312,0.0
11,1952.0,10,0.010873085518387199,0.02069813948893179,0.12811956796399704,0.06979681323715034,0.08237348966426025,0.0778317070107193,0.01414695820519119,0.07053147048554975,0.00076169749727965,0.01413069011791324,0.01186490332300995,0.03024743921865204,0.2799868169305083,0.01298136811936769,0.018511425481711207,0.046408749337134445,0.00461707270573643,0.07973634876561286,0.02431265868697858,0.00206959824190829
12,1953.0,4,0.0,0.0,0.05606060606060605,0.09318181818181817,0.06212121212121209,0.07651515151515151,0.04545454545454545,0.025,0.0,0.0,0.0,0.022727272727272724,0.4347319347319347,0.008333333333333325,0.0,0.0,0.0,0.1124125874125874,0.025,0.03846153846153845
13,1954.0,8,0.0392023341242091,0.013042296245421211,0.07879256925672365,0.07413771889874828,0.1195235906862745,0.05988152472527471,0.0830137616672543,0.06072431704325083,0.0,0.012559705919080899,0.010100193923723324,0.04059470706989088,0.24293143284411664,0.03056513798701295,0.0463630272913361,0.0321722548285048,0.022856700591075575,0.012869292166167137,0.02066943473193471,0.0
14,1955.0,12,0.06221576720730576,0.013782496798083417,0.13546813853125175,0.08161798000744366,0.1484595666039327,0.10188430087535161,0.013225214029915425,0.05107551175676333,0.0,0.009363220798313426,0.005212119130771308,0.0391197752408512,0.14184626994255087,0.027093794891326208,0.07060929355463767,0.043988751089385936,0.01676439171302711,0.007738675519670508,0.025566016814386302,0.004968715495031275
15,1956.0,10,0.02386169483070399,0.01524375076434194,0.09917496489481911,0.054917713712080665,0.09045068259912464,0.04552517706349925,0.024127993886545632,0.03961210451637306,0.00047619047619047,0.0032943827089777196,0.01171170493203864,0.06307763364304123,0.25630761467645935,0.029178782500016598,0.029904087262352004,0.05763152631570743,0.00961465344653347,0.07346187812775978,0.028108908635224396,0.04431855500821017
