,year,total_works,topic_1,topic_2,topic_3
0,1930.0,1,0.0463320463320463,0.8841698841698842,0.0694980694980695
1,1931.0,1,0.0833333333333333,0.75,0.1666666666666666
2,1933.0,1,0.0357142857142857,0.7142857142857143,0.25
3,1934.0,1,0.131578947368421,0.7236842105263158,0.1447368421052631
4,1939.0,1,0.0384615384615384,0.8333333333333334,0.1282051282051282
5,1943.0,1,0.1290322580645161,0.4838709677419355,0.3870967741935484
6,1947.0,2,0.04838709677419355,0.7737691001697793,0.1778438030560271
7,1948.0,1,0.0392156862745098,0.9019607843137256,0.0588235294117647
8,1949.0,2,0.2698717948717948,0.7134615384615384,0.01666666666666665
9,1950.0,9,0.18864107420999185,0.6384684990721069,0.17289042671790122
10,1951.0,8,0.0314920911171924,0.8111448302971694,0.157363078585638
11,1952.0,10,0.06475870278114898,0.8245056188186147,0.11073567840023621
12,1953.0,4,0.05378787878787877,0.7703379953379954,0.17587412587412585
13,1954.0,8,0.17544113362128064,0.7681634388895417,0.056395427489177474
14,1955.0,12,0.11711011605763223,0.8278520844002526,0.05503779954211522
15,1956.0,10,0.09265074933447313,0.751845255447799,0.15550399521772787
16,1957.0,18,0.13925932304961208,0.7760089011344528,0.08473177581593529
17,1958.0,20,0.1424384681246597,0.7298004412137771,0.12776109066156335
18,1959.0,20,0.14300428232536058,0.7611709129361118,0.0958248047385274
19,1960.0,15,0.08657258894254379,0.7943118531790525,0.11911555787840361
20,1961.0,27,0.09888589727010658,0.6868988331122265,0.21421526961766682
21,1962.0,18,0.15392390729983751,0.7578345274696532,0.0882415652305093
22,1963.0,17,0.1769618940144539,0.6783951380221088,0.14464296796343717
23,1964.0,31,0.12355510811741903,0.7549906584903453,0.12145423339223547
24,1965.0,40,0.1798909704160042,0.716012714321893,0.10409631526210275
25,1966.0,42,0.23360246655632416,0.6514865305291082,0.11491100291456743
26,1967.0,34,0.19515875495286283,0.6791126296732388,0.12572861537389812
27,1968.0,29,0.19740834423707962,0.7120200163241099,0.0905716394388102
28,1969.0,35,0.11629288101083861,0.7736772233347506,0.11002989565441074
29,1970.0,29,0.1757778174050565,0.6492919656145049,0.17493021698043867
30,1971.0,41,0.2117910917698951,0.6761310386614896,0.11207786956861522
31,1972.0,59,0.16852106660486266,0.7056286908069694,0.12585024258816763
32,1973.0,51,0.27867076586325473,0.6305567863857792,0.09077244775096581
33,1974.0,46,0.19455136698794534,0.6857890864668854,0.1196595465451692
34,1975.0,50,0.17023360280073582,0.6485054122961331,0.18126098490313108
35,1976.0,58,0.1859047378660333,0.6941559737285506,0.11993928840541578
36,1977.0,50,0.24285142223520392,0.6444584296326091,0.112690148132187
37,1978.0,51,0.21461700619922847,0.6940872145156026,0.09129577928516888
38,1979.0,62,0.18202847050498513,0.6910351664920059,0.12693636300300884
39,1980.0,44,0.18392172042488822,0.7069209991656557,0.10915728040945595
40,1981.0,61,0.2063027273791164,0.6752607665302677,0.11843650609061583
41,1982.0,56,0.19558562694458947,0.7027789065610717,0.10163546649433894
42,1983.0,84,0.22317834946865323,0.6713800463588201,0.10544160417252689
43,1984.0,76,0.19911272833886973,0.6953550746675774,0.10553219699355276
44,1985.0,83,0.2223185216922431,0.664069202522426,0.11361227578533094
45,1986.0,76,0.19798697868825896,0.701943740556059,0.1000692807556819
46,1987.0,98,0.18442645796001525,0.6992084831367469,0.11636505890323773
47,1988.0,75,0.18614014334162646,0.7110399790538163,0.10281987760455713
48,1989.0,90,0.19119001093210583,0.7119988388877087,0.09681115018018574
49,1990.0,93,0.14963729652501437,0.7369435558461284,0.11341914762885717
50,1991.0,101,0.16060126145109704,0.7238479572362756,0.11555078131262733
51,1992.0,98,0.17511982636357404,0.7421672530743071,0.08271292056211899
52,1993.0,123,0.16225574358572034,0.727068094952315,0.11067616146196481
53,1994.0,127,0.23018400345896317,0.6875933227155615,0.08222267382547513
54,1995.0,134,0.1802908055576561,0.7383024737153887,0.08140672072695518
55,1996.0,154,0.21222550519640768,0.6956134147655009,0.09216108003809144
56,1997.0,158,0.1885652923215545,0.7234372772583175,0.08799743042012752
57,1998.0,172,0.19962646055671213,0.6947947043729722,0.10557883507031597
58,1999.0,205,0.19102391272247235,0.702864362596458,0.10611172468106952
59,2000.0,173,0.17330414148843326,0.7158789734839969,0.11081688502756996
60,2001.0,197,0.1949086483700549,0.7273357193107305,0.07775563231921433
61,2002.0,204,0.20203001006806878,0.7047278054538603,0.09324218447807095
62,2003.0,215,0.16672908618234572,0.7228659384782798,0.110404975339374
63,2004.0,224,0.19952601262209996,0.7226805155042572,0.07779347187364305
64,2005.0,271,0.18336878194003742,0.720458435381435,0.09617278267852798
65,2006.0,276,0.21079259009191273,0.6909909779280249,0.09821643198006251
66,2007.0,286,0.18569179125594476,0.7161347535039287,0.09817345524012627
67,2008.0,275,0.2085652593908885,0.693191103304126,0.09824363730498493
68,2009.0,307,0.17764749179279712,0.7268594242513147,0.09549308395588839
69,2010.0,295,0.17620763566083752,0.7236469440166615,0.10014542032250072
70,2011.0,363,0.1761960664515533,0.7193804348635042,0.10442349868494213
71,2012.0,320,0.18766025636059164,0.7150886970448755,0.09725104659453247
72,2013.0,343,0.1850927339554661,0.7148413428287083,0.10006592321582616
73,2014.0,327,0.2042083993777308,0.7011618843162174,0.09462971630605176
74,2015.0,354,0.19419195812071888,0.7017723137053663,0.10403572817391435
75,2016.0,321,0.22100022912225278,0.6871693285972751,0.09183044228047199
76,2017.0,355,0.20070152645951692,0.6877565332708038,0.1115419402696794
77,2018.0,328,0.20997713746417385,0.6904829555573979,0.0995399069784288
78,2019.0,317,0.19809762658243274,0.679811401293858,0.12209097212370892
79,2020.0,317,0.19538333933239482,0.671621280965998,0.1329953797016076
80,2021.0,274,0.21726470508758838,0.6303887397118397,0.1523465552005715
