,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124
0,1971.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1974.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.1481481481481481,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.037037037037037,0.037037037037037,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.037037037037037,0.0
2,1975.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1976.0,3,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0328638497652582,0.0,0.004694835680751167,0.0,0.0,0.0,0.0,0.004694835680751167,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751167,0.0,0.0,0.0,0.004694835680751167,0.0,0.0,0.0,0.04272300469483567,0.004694835680751167,0.0,0.0,0.0,0.0,0.0,0.047417840375586835,0.028169014084507032,0.018779342723004668,0.0,0.038028169014084505,0.0,0.0,0.004694835680751167,0.0,0.0,0.004694835680751167,0.004694835680751167,0.004694835680751167,0.004694835680751167,0.0,0.004694835680751167,0.0,0.0,0.009389671361502334,0.0,0.004694835680751167,0.0,0.018779342723004668,0.0,0.0,0.0140845070422535,0.004694835680751167,0.004694835680751167,0.0,0.0,0.0,0.009389671361502334,0.004694835680751167,0.0,0.06666666666666667,0.0,0.0,0.047417840375586835,0.0,0.0,0.004694835680751167,0.0,0.009389671361502334,0.41408450704225347,0.0,0.0,0.0,0.0,0.0,0.0,0.009389671361502334,0.0,0.004694835680751167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751167,0.0,0.0,0.0,0.009389671361502334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751167,0.0,0.038028169014084505,0.009389671361502334
4,1977.0,6,0.0,0.0,0.0,0.0,0.011904761904761899,0.0087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761899,0.0087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05109997215260372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761899,0.04845446950710106,0.0,0.048123781676413256,0.0175438596491228,0.0,0.0,0.03273809523809523,0.0,0.0,0.04151002506265663,0.027777777777777766,0.03606237816764132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523798,0.0,0.0,0.0,0.011904761904761899,0.0,0.0,0.0,0.0,0.020676691729323297,0.0,0.0357142857142857,0.0,0.0,0.0,0.44994430520746304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020676691729323297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087719298245614,0.0,0.0087719298245614,0.05125661375661375,0.0
5,1978.0,3,0.0,0.0,0.013888888888888867,0.0,0.0,0.013888888888888867,0.013888888888888867,0.0,0.0,0.0,0.0,0.03333333333333333,0.013888888888888867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.013888888888888867,0.0,0.0,0.0,0.013888888888888867,0.03333333333333333,0.03333333333333333,0.0,0.027777777777777766,0.03333333333333333,0.0,0.061111111111111095,0.0,0.0,0.013888888888888867,0.0,0.0,0.013888888888888867,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888867,0.0,0.027777777777777766,0.0,0.0,0.0,0.013888888888888867,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888867,0.0,0.0,0.0,0.047619047619047596,0.0,0.0,0.0,0.0,0.027777777777777766,0.27063492063492056,0.0,0.0,0.0,0.03333333333333333,0.013888888888888867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047596,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777766,0.0
6,1979.0,3,0.019607843137254898,0.009803921568627433,0.009803921568627433,0.0,0.034495279593318766,0.019607843137254898,0.012345679012345666,0.039215686274509796,0.0,0.0,0.0,0.0,0.0,0.0,0.02941176470588233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.039215686274509796,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.0,0.0,0.0,0.0,0.019607843137254898,0.0,0.0,0.0,0.0,0.012345679012345666,0.009803921568627433,0.0,0.012345679012345666,0.0,0.0,0.0,0.009803921568627433,0.0,0.024691358024691332,0.0,0.0,0.019607843137254898,0.0,0.019607843137254898,0.012345679012345666,0.0,0.012345679012345666,0.0,0.009803921568627433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.009803921568627433,0.0,0.019607843137254898,0.012345679012345666,0.024691358024691332,0.0980392156862745,0.012345679012345666,0.009803921568627433,0.0,0.0,0.0,0.23057371096586776,0.012345679012345666,0.009803921568627433,0.0,0.012345679012345666,0.0,0.024691358024691332,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.009803921568627433,0.0,0.009803921568627433,0.0,0.012345679012345666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345666,0.0,0.0,0.0,0.009803921568627433,0.0,0.0,0.031953522149600566,0.0
7,1980.0,7,0.013554382492026828,0.0034960380165193574,0.004981313314331143,0.0003299241174529857,0.032018615011040974,0.0019795447047179144,0.029675769013611526,0.010696990493101913,0.004988852563910301,0.029238152274157263,0.0006598482349059714,0.0025062656641604,0.0013196964698119428,0.004988852563910301,0.024189467237277187,0.0028361897816133854,0.0009897723523589572,0.0016496205872649286,0.0003299241174529857,0.0006598482349059714,0.005311237431784128,0.0006598482349059714,0.002341920374707257,0.010166962720230944,0.0006598482349059714,0.01707510999178263,0.0,0.0,0.0003299241174529857,0.013700119649172412,0.0003299241174529857,0.0009897723523589572,0.0009897723523589572,0.028906994618157572,0.0030017686096132285,0.02243876765486794,0.0006598482349059714,0.0019795447047179144,0.0063334613366794424,0.0,0.007165194110617714,0.021941904162957843,0.0025062656641604,0.014415985445004244,0.0003299241174529857,0.0028361897816133854,0.04276493102602991,0.027909683016219457,0.0003299241174529857,0.003991540961972186,0.02306480379078029,0.008839727000839842,0.009212948733836828,0.0036616168445192,0.0013196964698119428,0.0341034885466822,0.0006598482349059714,0.007651924267944685,0.0028361897816133854,0.0003299241174529857,0.003166113899066371,0.0016496205872649286,0.0003299241174529857,0.0028361897816133854,0.012564610139667873,0.0050125313283208,0.0003299241174529857,0.017164939651702113,0.0062111801242236,0.003166113899066371,0.01657824649987253,0.0025062656641604,0.032158047997536916,0.014030043766625398,0.011859880923039872,0.0003299241174529857,0.0075187969924812,0.03227817004872387,0.0009897723523589572,0.0050137648668675,0.0003299241174529857,0.0062111801242236,0.0003299241174529857,0.14171248900578629,0.0003299241174529857,0.01607313102995876,0.0030017686096132285,0.0050125313283208,0.0028361897816133854,0.0025062656641604,0.0030017686096132285,0.0006598482349059714,0.005342455445773786,0.002341920374707257,0.0003299241174529857,0.009342769195871828,0.0009897723523589572,0.0003299241174529857,0.0003299241174529857,0.0026718444921602427,0.0,0.0,0.010870108570680914,0.0013196964698119428,0.0003299241174529857,0.0003299241174529857,0.0,0.0003299241174529857,0.0025062656641604,0.0,0.0119047619047619,0.006960858019049056,0.014512106564066613,0.0119047619047619,0.0019795447047179144,0.0,0.005508034273773628,0.0,0.002341920374707257,0.0003299241174529857,0.0,0.022626441881100256,0.024032661197403198,0.0
8,1981.0,19,0.001879663854220163,0.015026773340534401,0.0061286236982831315,0.0009222588556953789,0.012363574954782658,0.006428448572411416,0.026077385775564503,0.012654481030161594,0.0045568466621098164,0.020249440102613064,0.00430668729517549,0.003329539579158021,0.0013213180008845528,0.0019478844169246526,0.01440586535056506,0.0003417634996582316,0.0003643802018414948,0.0012414056531703528,0.0009448755578786473,0.0008432710316095158,0.005133991395601295,0.0010830533439873632,0.005325134791951158,0.0003417634996582316,0.0016181024952954682,0.021735810777126024,0.0009121715941582475,0.0,0.0003417634996582316,0.004864688210921427,0.00038699690402476316,0.004579463364293079,0.00038699690402476316,0.019276392109209423,0.010452099500087105,0.0001708817498291158,0.0037952209684356843,0.001184445069893979,0.005856391821304095,0.005357503874924179,0.00653767758363679,0.009422717466257332,0.0,0.028793042183135047,0.024743509844129024,0.019697433481427416,0.028442091200089115,0.02010218644658748,0.004175677953639832,0.014733796718868408,0.0118692849216323,0.0069863272262653,0.008372535617117647,0.0007739938080495315,0.0007287604036829948,0.06167498354954339,0.005668802227981854,0.0042164394916615,0.0030421170772047894,0.0024605296664120054,0.008038407761514184,0.00019349845201237895,0.001572031435292516,0.0034648079866760263,0.004264486781906327,0.004990845354622432,0.0,0.011348837780726321,0.0019493177387914212,0.0006835269993164684,0.008128072308510958,0.00019349845201237895,0.030436682584292968,0.0029398876956617474,0.017862758252335124,0.005504799129706458,0.009884977700643616,0.014207174165894483,0.005856391821304095,0.005582137161084526,0.016778211043984487,0.0006497725795971368,0.002268087875255116,0.20799595163954154,0.003394850763271805,0.010941615834128799,0.005169692856518931,0.005186622125095064,0.006632618678578642,0.0003643802018414948,0.013807667316439244,0.0,0.0040173256444568425,0.003649689143532763,0.0005126452494873526,0.0019598659949537052,0.0020083804846802527,0.0007739938080495315,0.000956937799043058,0.003133634341936784,0.0022556390977443524,0.0005126452494873526,0.006125439874577158,0.00019349845201237895,0.003378016987408095,0.0012991684981830105,0.0032140138891327053,0.0008770254513288473,0.0008770254513288473,0.0008544087491455895,0.0009683299156983315,0.007760321034314836,0.006071663115006752,0.0006497725795971368,0.002974018776392342,0.0016639253610357739,0.0003643802018414948,0.0015619441737553844,0.0034409280281313156,0.00458670186437881,0.0005126452494873526,0.002599090318388563,0.029182550111965414,0.00019349845201237895
9,1982.0,38,0.0021962232328897185,0.00828185912529405,0.007311921011611411,0.0,0.01557230969010246,0.01121171568895331,0.020625053813103544,0.0021206808232512,0.0034377737400461002,0.008319760736590609,0.0016454252602432341,0.0013611615245009052,0.0006119951040391658,0.0039983191106257926,0.01925993947210818,0.0013157894736842105,0.0,0.0009074410163339368,0.0012239902080783342,0.0009074410163339368,0.0012531328320802,0.0008851268929814633,0.0019389518695593188,0.0029596550061455266,0.00589789691620355,0.02091856472353086,0.0,0.0,0.0,0.008165194685938758,0.0009074410163339368,0.0004537205081669684,0.0017543859649122788,0.015512726546690758,0.01005082108336535,0.002368890139787971,0.003921294889587829,0.0020340706839562656,0.0025377809399885027,0.005090876498216145,0.003705228470099876,0.009937445111578532,0.0037734273415387922,0.014930381456410785,0.02598489331313946,0.018900326607512355,0.02356624599381903,0.02651235006936609,0.00331794072627335,0.005169958640330874,0.009822021846341239,0.009700102640705364,0.025532214039944927,0.029759786865965723,0.0053955391527599475,0.08894239497738832,0.004826335302361055,0.0024194190682927707,0.002791341151464113,0.002460166413121466,0.014857347617971473,0.0005720823798627,0.010921985000019955,0.0020292916527068633,0.009014509560343853,0.005190359430043878,0.00093984962406015,0.014705380424808222,0.0065016306792622545,0.0007112375533428158,0.006763422626979071,0.0,0.030211575471036433,0.0021875662485790607,0.007084637115596866,0.0024344164330637945,0.0029979681021794287,0.01840637166091151,0.0016714857498938578,0.024135424370175407,0.0007739938080495342,0.0,0.006245980557876279,0.17099930153328233,0.010395892292444014,0.0,0.005564690746361782,0.0026330665555919157,0.007489052034869772,0.00043140638481449473,0.0,0.0039911308203991105,0.0030644729404064102,0.0004537205081669684,0.0,0.0,0.0018878718535469108,0.0,0.007486978507928045,0.0027355290513185236,0.0018538814915001263,0.0,0.0070642412747675895,0.0,0.0011649580615097843,0.003967406684391842,0.0016186785696767527,0.00043140638481449473,0.0015963644463242788,0.001205400192864029,0.0053099092302372536,0.008706425864424008,0.018290654673488595,0.0,0.0035733810467960367,0.00586968930622181,0.00043140638481449473,0.0,0.013663847136773745,0.0075670096979172504,0.0,0.003756094089178318,0.012364192126822665,0.0016685736079328735
