,year,kl_mean,kl_std
0,1974,2.952103089385346,0.0
1,1975,14.267400188229175,2.374345855355523
2,1976,3.1613421323319675,2.948900729099968
3,1977,5.492778441579908,4.452671829684377
4,1978,3.801870439670601,2.1213329249707176
5,1979,3.7893786330746115,2.770476023561534
6,1980,3.2283394693830356,2.9206548334535465
7,1981,4.815007740424948,3.6075673002558326
8,1982,4.5145005524716115,3.5519554616016853
9,1983,4.431943818742448,3.1885101400596714
10,1984,3.9524818440543203,3.101275846762353
11,1985,4.122980536520113,3.649033857098682
12,1986,3.6727934986323434,3.5542352922716773
13,1987,4.2234476326291475,3.9255843819219653
14,1988,3.5823140725627054,3.954539560431349
15,1989,3.359190174636699,3.1233578401226687
16,1990,4.6649214819144005,3.7563171514062614
17,1991,3.594972422815913,3.378973987459288
18,1992,3.7089544765931515,3.191684047538526
19,1993,3.461743381896565,3.146099119811967
20,1994,3.691310009752354,3.3428537076973353
21,1995,3.4934410005595917,3.1619869828939433
22,1996,3.440375101754902,3.231398452799077
23,1997,3.2881883266791,3.549279821582019
24,1998,3.1212463532777805,3.4126125860177945
25,1999,2.679592870831169,2.735618239509301
26,2000,2.9720480040683914,3.108767320485251
27,2001,3.1166428707773153,3.356586671006889
28,2002,2.444170733736464,2.325104080295612
29,2003,2.578087754039346,2.7460108639725447
30,2004,2.708868408152976,2.8920760655424878
31,2005,2.854254766111218,2.9093674756023096
32,2006,2.7849124073718947,3.1056013340858923
33,2007,3.2798792917699275,3.196217527093902
34,2008,3.3197068410659343,3.3387146082403114
35,2009,3.4781645585794667,3.442680613528825
36,2010,2.991315191354018,3.060219661965343
37,2011,3.080407449664273,3.4527961270280456
38,2012,3.127436441606181,3.1689696506292067
39,2013,3.0199500316944508,3.1072738036060454
40,2014,3.3221451156364474,3.3411339630250434
41,2015,4.129548263553884,3.7394781012765526
42,2016,4.451656343134989,3.9288584945487646
43,2017,4.316650910905082,3.999708940813939
44,2018,4.678972177472566,4.150971982769858
45,2019,4.413196151507492,3.946922767473375
46,2020,4.8097445170635496,4.514304408983287
47,2021,5.009014555979268,4.325014341351496
