,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,ENI,KL
12,1975.0,2,0.0401482917858463,0.0007278020378457,0.0256308465915452,0.1690422023391455,0.0306215497263531,0.0191692708068253,0.0192731819369373,0.0118950675719234,0.061959025932825,0.01859542689237,0.0607193025315296,0.0052409381012,0.0093227369428242,0.0255422040356538,0.0289386135456004,0.0028649783016595,0.0228159152831641,0.0088375355842604,0.0403947096086833,0.0099466278505579,0.0034965034965034,0.0550970742018776,0.0074743912080156,0.0145136280507459,0.0504147114409122,0.009807938301388,0.010724476881682,0.0596335372536245,0.0230470645317806,0.0096077503282743,0.0028649783016595,0.0437024765627385,0.0097116614583863,0.002426006792819,0.0089838594205406,0.0187917977219287,0.0105857873325122,0.0474301293078585,9.119710823909342,0.2050120225132147
13,1976.0,1,0.0092165898617511,1e-09,0.0276497695852534,0.2442396313364055,0.0571428571428571,0.0110599078341013,0.0258064516129032,0.0018433179723502,0.0211981566820276,0.0101382488479262,0.0534562211981566,0.0635944700460829,0.0073732718894009,0.0046082949308755,0.0092165898617511,1e-09,0.0027649769585253,0.0027649769585253,0.0497695852534562,0.0368663594470046,1e-09,0.1013824884792626,0.0055299539170506,0.008294930875576,0.0755760368663594,0.0018433179723502,0.0258064516129032,0.0221198156682027,0.0635944700460829,0.0027649769585253,1e-09,0.0138248847926267,0.0018433179723502,0.0036866359447004,0.0009216589861751,0.0036866359447004,0.0018433179723502,0.0285714285714285,6.883279843147309,0.366204212061405
14,1978.0,1,0.1122031122031122,1e-09,0.0221130221130221,0.1392301392301392,0.0139230139230139,0.0245700245700245,0.0294840294840294,0.0131040131040131,0.0687960687960688,0.0655200655200655,0.045045045045045,0.0024570024570024,0.1048321048321048,0.0032760032760032,0.0425880425880425,0.018018018018018,0.0294840294840294,0.0212940212940212,0.0204750204750204,0.0008190008190008,0.0081900081900081,0.0393120393120393,0.0024570024570024,0.0057330057330057,0.0098280098280098,0.004095004095004,0.0016380016380016,0.0049140049140049,0.0016380016380016,0.0057330057330057,0.009009009009009,0.0475020475020475,0.0122850122850122,0.0008190008190008,0.0016380016380016,0.0278460278460278,0.0016380016380016,0.0384930384930384,8.081593205083905,1.501696088474012
15,1979.0,1,0.0630213160333642,1e-09,0.0537534754402224,0.0370713623725671,0.0222428174235403,0.0046339202965708,0.0222428174235403,1e-09,0.1436515291936978,0.0231696014828544,0.0389249304911955,0.0018535681186283,0.0769230769230769,0.0120481927710843,0.0352177942539388,0.0481927710843373,0.0064874884151992,0.0046339202965708,0.0250231696014828,1e-09,0.0139017608897126,0.0185356811862835,0.0046339202965708,0.0027803521779425,0.0018535681186283,0.0407784986098239,0.036144578313253,0.0009267840593141,1e-09,0.0037071362372567,0.118628359592215,0.0324374420759962,0.0120481927710843,0.0231696014828544,0.0009267840593141,0.0064874884151992,0.025949953660797,0.0379981464318813,8.241061649296123,0.6804662075361307
16,1981.0,3,0.0156284390493674,0.003355063504552,0.034947435465138,0.193166110923782,0.057615226106178,0.0086597979343848,0.0204882794450063,0.0238073507924019,0.0338941216140271,0.0258009316498694,0.0280301724676232,0.0408195271814469,0.0064806613964756,0.0085810947510396,0.0261376244177187,0.0005807200929152,0.0025448777990083,0.0060217301712187,0.0833948771745781,0.0218721666479337,0.0051829455621744,0.0467886053975746,0.0190327825858903,0.0236632323005257,0.0504903775305033,0.0069106190601076,0.0386392666691643,0.0065448777990083,0.0182665068125334,0.0028029423151374,0.0025879634833214,0.0304660247524133,0.0051684587813619,0.0336273900066189,0.020875975672199,0.0033981491888651,0.0061505376344086,0.0375771358635244,8.745012680365726,1.9464224989921861
17,1982.0,3,0.0461312525793462,0.0005688282138793,0.0289769956090379,0.1348734730860883,0.0486153330695601,0.0270142192413327,0.0207012986337866,0.0065200441621824,0.052438625591033,0.0209547038250054,0.0655413181353946,0.003039624537209,0.0567419018057369,0.0030825851320703,0.0152850812119963,0.0143541341872778,0.0143821336535938,0.0050318722143313,0.0165821280699847,0.0117534187431358,0.0035665294924554,0.0649216408739471,0.0086382502929633,0.0154195677437942,0.0627507239706543,0.0101986451120568,0.0163768905100457,0.0543835010584665,0.0183276126393304,0.0141470106326415,0.0309840157369463,0.0240663257596201,0.007833052688867,0.0127885691278435,0.0005486968449931,0.006133624282267,0.000827403645439,0.055498967885683,9.172113525025349,0.45522740435079545
18,1983.0,3,0.0450576845506598,0.0005175983436853,0.0203489122246223,0.1603893447035768,0.0418897981054298,0.0074778461032322,0.0388326336413497,0.0031665563699476,0.0607097661727653,0.0246463311728205,0.0504147301403925,0.0262787226137951,0.0141802130762505,0.0181405891382975,0.0362223382795846,0.0112308932876076,0.0331590120381765,0.0071124101814638,0.0800754813198617,0.0118502469144515,0.0032334672999634,0.0643600175388974,0.0015954207770064,0.0031888600132862,0.0307540640133564,0.0149314070223993,0.0201238942505097,0.0068566557057605,0.0065686898830854,0.0031259121647237,0.0138535845890781,0.0497754163361836,0.0127128143071945,0.0015508134903292,0.003123930623997,0.0346389515170367,0.0021556448666423,0.0357493472225765,8.832072688625248,0.31276318756950694
19,1984.0,5,0.0377982858191863,1e-09,0.029114172475689,0.1470029096992673,0.0396301058025126,0.0134490893191786,0.0294105832939691,0.0100020757130067,0.0802919973567389,0.0293984763219408,0.0411418925634233,0.0164152919564426,0.0125554969023893,0.0245092421247252,0.0302212379870085,0.0025756671514659,0.0129738802201704,0.0060317768224566,0.0656629457717304,0.0148613972871478,0.0024874317824189,0.0621866350724029,0.0065357222856274,0.0087679796195231,0.0365407423319964,0.029077362870649,0.0267579762300241,0.0216881119176583,0.0114281144533461,0.0045947469897049,0.0079255720880131,0.0324905793258838,0.0131559002963193,0.0080652624359898,0.0118794620804619,0.0081982990480338,0.0273229296472229,0.0378506469362718,9.488963375054361,0.13803555269150417
20,1985.0,6,0.0569331090303386,0.0026315789473684,0.0373959328770844,0.1313604253521013,0.0334566099211969,0.0156860972773964,0.0262607007979642,0.0130478653845061,0.0708333396185238,0.022327334881146,0.0579662751070949,0.005365705730877,0.0304474350476577,0.0119112644020226,0.0236675927490034,0.0172125413044389,0.0282025004517834,0.0132079860091365,0.0291099189914286,0.0087898989673734,0.0022591967100461,0.048230044360804,0.0082561852245638,0.0119362256541597,0.0408084873471758,0.0145786002909924,0.0215504284814135,0.032346036426813,0.0124868054876958,0.0089177579084664,0.0288335683830254,0.034989966349834,0.011459205166893,0.0103781939935574,0.0065483798419292,0.0190353552714823,0.003844227442823,0.0477272228098793,9.938953017800733,0.16153126951437072
21,1986.0,2,0.0617363768712413,0.0274366833954776,0.0389973770370961,0.1078816349597341,0.0326657165848654,0.0203801760517957,0.0264384832271657,0.042930285700245,0.0416541251773724,0.0184482748029706,0.0476057017193613,0.0202335174116823,0.0005313496280552,0.01071145565227,0.0305825496182268,0.0025077859613128,0.0147065598643676,0.0098399501207053,0.0677347920365126,0.00869278777343,0.0012538929806564,0.0745978021167985,0.0174477710958087,0.0138350543328029,0.0228257664641599,0.0123899676276006,0.0151112148556755,0.0095420257627784,0.005355727826135,0.0092018698592691,0.0015940488841657,0.0494331758736554,0.0193819758834839,0.0042930285700244,0.0290307322796434,0.0101801060242147,0.0049733403770431,0.0678369155921937,9.603076401391071,0.23298774287022583
22,1987.0,5,0.0309588497735763,0.0009847788645682,0.0342940542522523,0.1568509834107299,0.0508904137552182,0.0186166449808059,0.0240256645881804,0.0092685752096535,0.029492414191269,0.0263296025745041,0.065947166236067,0.022365344436156,0.0184493034751702,0.0149922739633488,0.0211422859010959,0.0032534217878403,0.013414009981837,0.0126124842980176,0.0484922576136342,0.0184979124683259,0.0038281609742384,0.0717933737776583,0.015347163718712,0.0077515165156591,0.0776167317553659,0.0096282938243808,0.0179666337317851,0.0398061963937087,0.0285423447301981,0.0087190886661415,0.0029930259943366,0.0242376792530941,0.0066372436001419,0.0026487637189629,0.0052751222235222,0.0092557232269324,0.0020160016369464,0.0450584944959622,9.139190859455919,0.26109428800254164
23,1988.0,5,0.0274426563772504,0.0006344588999822,0.0266554861458797,0.201017298141101,0.0464087318847524,0.0207930684288954,0.0239659351854365,0.0101860414062536,0.0229922846059763,0.026389025509278,0.0625159440856115,0.0396279627813934,0.0190124581135554,0.0047758688391345,0.0189647196090203,0.003336506032102,0.009806653222003,0.0107411509599582,0.0492175143320077,0.0217144015964505,0.0015611919909329,0.0658226882873162,0.0121883053519462,0.0104030370288969,0.069412155765297,0.004876732442145,0.0203909639605808,0.0411385750302924,0.0354693558439694,0.0104971211826238,0.0018652747261339,0.0175020574542252,0.0073238335444573,0.0014801867866037,0.0043818505111493,0.0081583536097023,0.0012087464370983,0.0401214038905842,8.53170152089972,0.02651509756763154
24,1989.0,9,0.056664404520767,0.0014606546991224,0.0448385871958346,0.1557077912004906,0.0405802268433904,0.0160320698204699,0.0222580910653872,0.0148192503176684,0.0627207884424586,0.0155976906185859,0.0590296834348414,0.0097219699569065,0.00421191250853,0.0102859458921329,0.0218727500805165,0.0016534914018199,0.0258702214116562,0.0104534500705811,0.0342202885229077,0.0150684972010727,0.0048262338505224,0.0401470498748255,0.0165988045062538,0.0172927850811641,0.0626015703645935,0.0129023175794679,0.0279250169094438,0.045067612534928,0.0204980109912524,0.0109250727891955,0.0029436489736029,0.0163580565751237,0.0092190872721523,0.0149464422642498,0.0112601757556334,0.0083318000549756,0.0247572492012373,0.0303313002162351,9.513828224555452,0.18989406971455017
25,1990.0,6,0.0392076191198576,0.0011160714285714,0.0296333729042791,0.1569831479853903,0.0475161431565718,0.0111867459572397,0.0317666715610422,0.0114645026316314,0.043099647691336,0.0117480570345215,0.0538290203408966,0.0306092544947271,0.0043816548529362,0.0067496209694199,0.0244928264052167,0.0028336492930166,0.017220957283642,0.0038168654418323,0.0543166274354323,0.0190857108282375,0.002369482437538,0.0823654394737334,0.0106716691779207,0.0054684264025386,0.0545517067944573,0.0136106773842663,0.0226068321953709,0.0265886625089758,0.0242338008989426,0.0085850294418842,0.0025859157621627,0.0449419763902385,0.0111806673589734,0.0020242095494111,0.0104866626846187,0.0068739652596923,0.0038377844565572,0.0659589250069171,8.904584214379764,0.125224357353634
26,1991.0,5,0.0139756967060529,0.0006010518407212,0.03581377594616,0.185061098898024,0.0570929124952289,0.0112141881926464,0.0241260743096882,0.0047448488445892,0.0154583007805468,0.0097983634444526,0.0533870494240941,0.0442400561851558,0.0021077129167433,0.0085261740591541,0.0149172646101334,0.0013659473853138,0.0056991845236983,0.0022096807649402,0.0452999963253201,0.0290000995337906,0.0009242027325063,0.0855798438495829,0.0217058332885688,0.0076449658453645,0.0987733185667253,0.0043166886321186,0.0295203447321773,0.0211401550410748,0.0710760830343618,0.0040725195875238,0.0009783743018219,0.021064996567765,0.0063875683352286,0.0012631306198829,0.0044073347529884,0.0053038997605558,0.0015516334599975,0.0496496297052986,7.807455206485815,0.11755840315781807
27,1992.0,6,0.0693353232869308,0.0027923050070115,0.0402797246501564,0.1065337594324942,0.0306916421116957,0.0067195406971445,0.0255102129956817,0.0248076896472017,0.0841964884357163,0.0148616143425774,0.04741215565764,0.0155000374659889,0.0063027644091813,0.0202438613214877,0.0279806325037144,0.0026088360028103,0.0213050622831489,0.0078260973718151,0.0396972768729604,0.0107265745555626,0.0020691662568387,0.0565424540733165,0.0116614278310798,0.0180927215862017,0.0212106348755001,0.0194552404963358,0.0308634482562926,0.0079266229585904,0.0094376939950475,0.0070628783769095,0.0045226150179714,0.049869650036379,0.017572402547607,0.0258561045767573,0.0206751984968603,0.0074074812074694,0.023804986074558,0.0606376742853617,9.82293052602325,0.49297392273101015
28,1993.0,13,0.0400949700496188,0.0010523058257412,0.030712849377064,0.1400771802276974,0.045334826238474,0.021944578445745,0.0260919925951796,0.0099181361697971,0.0376298996863516,0.0206042426019172,0.0641914477214883,0.0279862305175235,0.0115593166918541,0.0118228885987485,0.0248228746001326,0.0050129155250097,0.0181162399549624,0.011969680015811,0.0468344682433717,0.0184385045033971,0.0037731704226691,0.0679466452984839,0.0151518020842774,0.0126239554325287,0.0645894561006219,0.0129538154845774,0.0196409363600037,0.0438357279252505,0.0253439003989248,0.0116158866338108,0.004804534882497,0.0283267040469776,0.0074549055064601,0.0026755810233409,0.0082493012688538,0.0119148864603299,0.003108885916307,0.0417743571641971,9.612780240306243,0.20115754340230144
29,1994.0,11,0.0453843197156225,0.0013757185775188,0.0342953009643871,0.1076787807721555,0.0354291989560332,0.0176049505866224,0.0241728307817366,0.0138539060464894,0.0757259450410955,0.0185759088712216,0.0525496695111269,0.0133254311954344,0.0053749139266059,0.0169590376143151,0.0272310345340307,0.0027596544467454,0.0137746632539511,0.0044933059925272,0.049317195632089,0.0103732938498781,0.0048855219399867,0.0614333743952049,0.0086842623965119,0.0130370506278321,0.0379359338968752,0.0235442085266319,0.024316618160515,0.0406192127767799,0.0122226668273716,0.0125340696947286,0.0115218366868763,0.0463706868144964,0.0164812144817511,0.0128139385486403,0.0215081613562702,0.0084580624677026,0.0152388976677013,0.058139222464534,10.004430817629341,0.09943915597376086
30,1995.0,14,0.0752359472037324,0.0024267630276655,0.0361758438203865,0.1249742903103189,0.0334431073939424,0.0189108528526544,0.0252501395473878,0.0223125827948675,0.0769009920070023,0.0313149564770649,0.0445784099695682,0.0105639458849927,0.023255316614641,0.0073240396958656,0.0261242632747005,0.0084306782865306,0.0183389814930636,0.0224730216406138,0.0317560804473467,0.0088391399485427,0.0078867306818289,0.0531872365217865,0.0089053671672082,0.0148012974049695,0.0249108899317319,0.015555871425046,0.0251353331113615,0.0191717974369754,0.0091526259404949,0.007652951825456,0.0106256627601658,0.032184454868278,0.0110622424168009,0.0178549478931304,0.0225013875961938,0.0107534542082986,0.0145044338451134,0.0455239622742688,10.11086676602927,0.0830886649030949
31,1996.0,12,0.0572246711286954,0.0011665892814042,0.0388233485195476,0.126834397445909,0.0364854976866942,0.0131480334024356,0.0219132299216983,0.0156596545245935,0.0649920146871542,0.0257561959316775,0.0548765878199712,0.0162803208542463,0.0117665521685183,0.0123697015690152,0.0304236574120307,0.0036821802452782,0.0260205653845282,0.0075151408837663,0.0402770128363373,0.0171364385872324,0.0021816007966261,0.0438275159994948,0.0213496457665738,0.0124469128769379,0.0539432972304887,0.0181030371942577,0.0278196359720173,0.0206678711375992,0.0326434908995361,0.0082601358701511,0.0058043654027989,0.0303715982393228,0.0120663557375506,0.0146620627361175,0.0113515674366235,0.0118244398511411,0.0133064814909256,0.0370181950711004,10.063986969063683,0.07577475560600076
32,1997.0,10,0.0746194910498741,0.0032892307441904,0.0470874854027633,0.1543725434552344,0.03834644889737,0.014247840370656,0.0181180566153884,0.0105185437460882,0.0549065452475806,0.0118712494620807,0.0636866900789326,0.0143137141770255,0.0103533790490592,0.0047035596683588,0.0200137675878026,0.0053390805919879,0.0341413832560938,0.0113127970993836,0.0244880717240341,0.0151047332623641,0.0079868731211216,0.0446957830077515,0.0247164896648073,0.0168642636047769,0.0555220929916226,0.0058980030624299,0.0273391019422698,0.040466648836785,0.0290282304176932,0.0137526421533862,0.0021674989714221,0.0126932891894249,0.0069484066585203,0.0118508714247885,0.0133461827050274,0.0082177563252178,0.0129249501148184,0.0347463043218649,9.463265785263467,0.057093012835402475
33,1998.0,7,0.0643602006861369,0.0030565666262975,0.0354275025718744,0.1184950286674763,0.0355993544614315,0.0165819650694357,0.022781150961838,0.0147332517536212,0.0805375192169727,0.0210543721817816,0.0455435541112102,0.0110889697562694,0.0152723998998743,0.0110562160998292,0.0313115357983324,0.0041862095954787,0.0118589481628643,0.0079844481563405,0.0411528969636827,0.0135507696787509,0.0023048169970982,0.0526675552619622,0.0126713503142522,0.0141650990836467,0.0398393816992932,0.02378746416561,0.0316900721358161,0.0296375453857832,0.0154351179243219,0.0100846119366241,0.0074580232424459,0.0385181724955014,0.0141310884562251,0.0094986712296027,0.0162574558646476,0.0104486897073653,0.01045075280289,0.0553212708774123,9.96002201707099,0.10314637838929083
34,1999.0,14,0.0698648986991223,0.0031059245410778,0.0422024030021191,0.1654517957227401,0.0373388998350365,0.0200329100538718,0.0193058041323136,0.0106766721800168,0.05306972710576,0.016406700880707,0.0644859181916983,0.0231224548137322,0.0123408836119226,0.0070795559150809,0.0262914652669545,0.0044282069232818,0.0350340471737917,0.0121259508070938,0.0335500692905187,0.0150763238900852,0.0049663890714439,0.0358345088946438,0.0139099004984318,0.0144639474341859,0.0430851384971659,0.0062086477587855,0.0270449080162907,0.0352884793577502,0.0280470548309307,0.0124592801363423,0.0025879914591234,0.0192756491498278,0.0090716741851805,0.0150124237773721,0.006842345953216,0.0102424854233808,0.0048446600413154,0.0398239034776852,9.45696892424941,0.07989530883589821
35,2000.0,12,0.0512524739714798,0.0015662468204843,0.0430487035431443,0.1066156572953934,0.0325519693889755,0.0167531255380448,0.0222378299026722,0.0163368287830762,0.0674700766115082,0.0244405810479495,0.0520009484074137,0.0067708612376407,0.0212929366022447,0.0122769675862687,0.0294130319343346,0.0050611434619632,0.0246215694368325,0.0101553944804974,0.0373875096655396,0.0102393541800733,0.0029538194120657,0.0599855644218564,0.0164493970443753,0.0130013998982454,0.0382535082045823,0.0245692593293597,0.0236413573306592,0.0266514106138073,0.0112035644160028,0.009493887515247,0.0042356347436739,0.0412915677415303,0.0146602040368736,0.0128522202924584,0.0201208610628499,0.0091220958625812,0.0154768177689236,0.0645442204093679,10.15105677249094,0.1029067838456686
36,2001.0,18,0.0643807216449792,0.0044385449457843,0.0397573611832141,0.1264369762548949,0.0348858527790923,0.0183187681592273,0.0233994571905629,0.016077105738277,0.0733840419685348,0.0211978833169059,0.0513440332562233,0.0179091438094965,0.0118227565190866,0.01166172060734,0.0340779081027693,0.0051372649605763,0.024563201779378,0.0098242672784828,0.0449477134158668,0.0152517932724613,0.0037430959386712,0.0543132870276856,0.0136850748620145,0.0107522300554981,0.0336687452647832,0.0186483782497092,0.0257472769798739,0.0230978132676242,0.0185807550215909,0.0078829706757743,0.0040457605497916,0.0292081417501753,0.0115939305682863,0.0104114621485082,0.0161070725797925,0.0090887174409557,0.0146260127007679,0.0459827587353404,10.020916655408127,0.027182318764947144
37,2002.0,15,0.0775730394620473,0.0005822397865302,0.045919523295139,0.1162215007410575,0.0338843085666517,0.013806223596106,0.0218266754009348,0.0088548049257001,0.0764493339926545,0.0193196270603519,0.0502711685041752,0.0117891031543429,0.0144858674972898,0.0063798516432248,0.0307064958640888,0.0089354999922074,0.0499413102444422,0.0048221133924663,0.0336147591284838,0.0109378265677705,0.0049661418472568,0.0373741844044896,0.0169195353902822,0.0182870829170013,0.0329696632415767,0.0234323704143405,0.0319418546495863,0.0191509652598865,0.0124509220023495,0.0085678029344431,0.0133034870225868,0.0300899281770482,0.0109770759331134,0.0256687579695673,0.0123151506506229,0.0131402359758562,0.0128283011310151,0.0392952672633094,10.014282000357372,0.05059742782194838
