,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,ENI,KL
1,1952.0,1,0.0195865070729053,1e-09,0.044613710554951,0.2252448313384113,0.0576713819368879,0.015233949945593,0.015233949945593,1e-09,0.0108813928182807,0.0021762785636561,0.0816104461371055,0.0065288356909684,0.0021762785636561,0.0054406964091403,0.0130576713819368,0.0021762785636561,0.0206746463547334,1e-09,0.0119695321001088,0.0250272034820457,0.0076169749727965,0.0783460282916213,0.0554951033732317,0.0174102285092491,0.0935799782372143,1e-09,0.0108813928182807,0.0435255712731229,0.0544069640914037,0.0108813928182807,1e-09,0.0054406964091403,0.0043525571273122,0.0076169749727965,1e-09,0.001088139281828,1e-09,0.0500544069640914,7.010970464678964,0.41817650166690484
2,1959.0,2,0.050679168169251,0.0042553191489361,0.0327413150619064,0.2951496574107464,0.0396021156388988,0.0077954081019353,0.0233321312657771,0.0297692030292101,0.0223133790119004,0.0380875105180911,0.0529090034859958,0.031449092438995,0.0166546459911046,0.0088412068758263,0.0210662339223464,0.0038977040509676,0.0182413751652842,0.0233952398124774,0.053936771246544,0.0134270946027166,0.002127659574468,0.0381355932203389,0.0074377930039668,0.001063829787234,0.0369425411708137,0.0060163481187642,0.0183886284409183,0.0160956845774732,0.0238460151460512,0.0033657891573505,0.001944344272148,0.0120056497175141,0.0045949032335616,0.001063829787234,0.0077954081019353,0.0106202668589974,0.0026505589614136,0.0183615819209039,7.579034755122221,1.5405319071409727
3,1960.0,1,0.0123583934088568,0.0010298661174047,0.0216271884654994,0.2523171987641606,0.0453141091658084,0.0051493305870236,0.0288362512873326,0.0020597322348094,0.0144181256436663,0.0164778578784757,0.0566426364572605,0.0525231719876416,0.0082389289392378,0.0041194644696189,0.0092687950566426,0.0010298661174047,0.0144181256436663,0.0010298661174047,0.0453141091658084,0.0308959835221421,0.0010298661174047,0.0566426364572605,0.0164778578784757,0.0082389289392378,0.1081359423274974,0.0051493305870236,0.0381050463439752,0.0257466529351184,0.0659114315139031,0.0051493305870236,0.0030895983522142,0.0102986611740473,1e-09,0.0072090628218331,0.0010298661174047,0.0041194644696189,0.0020597322348094,0.0185375901132852,7.136878911400873,0.2245135597533582
4,1964.0,1,0.0347985347985348,0.0018315018315018,0.0146520146520146,0.3131868131868132,0.0677655677655677,0.0238095238095238,0.0238095238095238,0.0073260073260073,0.0091575091575091,0.0128205128205128,0.0567765567765567,0.0146520146520146,0.0109890109890109,0.0036630036630036,0.0146520146520146,1e-09,0.0146520146520146,0.0036630036630036,0.0421245421245421,0.0128205128205128,1e-09,0.0659340659340659,0.0054945054945054,0.0146520146520146,0.0659340659340659,0.0091575091575091,0.0201465201465201,0.0347985347985348,0.0219780219780219,0.0054945054945054,0.0036630036630036,0.0164835164835164,0.0073260073260073,1e-09,0.0018315018315018,0.0128205128205128,0.0018315018315018,0.0293040293040293,6.888616961368971,0.2534752727309135
5,1965.0,2,0.0560396148631442,1e-09,0.0273780273780273,0.2028265851795263,0.0465866936455171,0.0239609357256416,0.0303993833405598,0.0015347662406485,0.0250999662764368,0.0137612784671608,0.0906991789344729,0.0066827713886537,0.0083173318467436,0.0034652681711505,0.0284172637113813,0.0151515151515151,0.0569824981589687,0.004852063675593,0.0262871733459968,0.0076738312032429,0.0021782668841492,0.0836722895546424,0.0006435006435006,0.0028217675276498,0.0519824637471696,0.0044563279857397,0.0153476624064858,0.0240125534243181,0.0078218019394489,0.0050000344117991,0.0047522694581517,0.0218824630589336,0.0094563623975388,0.0015347662406485,0.0025740025740025,0.0388612447435976,0.0006435006435006,0.0462425756543403,7.838244113225738,0.44078705384300937
6,1966.0,3,0.0729838602107509,0.0008003201280512,0.022452476642831,0.1929837384229053,0.0264291165741658,0.0250635964530739,0.0253212299412518,0.011571654748856,0.0490466563436968,0.03413444218267,0.0619178395996079,0.0075692305907869,0.0325531371969077,0.0202592167301703,0.0400136518375465,0.006367149758454,0.0476384698807058,0.0221940370351038,0.0377551774332921,0.0072318724591285,0.0058301117548468,0.0509113674455289,0.0024452447645724,0.0053228653780352,0.0174371835690797,0.0056940341353932,0.0137962779314623,0.0134661690763261,0.0051199610278893,0.0013333333333333,0.0038969384855391,0.0283630959630228,0.0105877539421565,0.0027785780979058,0.0048711716570686,0.0407439439543933,0.0032302718188724,0.0398848234946151,8.651626799948918,0.15901658819042347
7,1969.0,2,0.0230778634461426,0.0016276041666666,0.0212185566775836,0.3359787231622998,0.0587159979985443,0.0166413641739446,0.0207778952874817,0.0033703488901018,0.0098438068595342,0.0099006663937408,0.0513811180858806,0.0397917235262008,0.0053049945414846,0.0026809270378457,0.010207707878457,0.0017427447234352,0.0153407023289665,0.0024321665756914,0.0293181973253274,0.0286287754730713,0.0003639010189228,0.0422082537299854,0.0070662186135371,0.0052666143558951,0.0710289301310043,0.0031599686135371,0.0241283433406113,0.034587654657933,0.079891910025473,0.0056688955604075,0.0013788437045123,0.0051898539847161,0.0017811249090247,0.0033703488901018,0.0024321665756914,0.008177822507278,0.0010917030567685,0.0152255617721979,6.372840250480201,0.5246133117538307
8,1970.0,1,0.0177935943060498,1e-09,0.0195729537366548,0.3274021352313167,0.0711743772241993,0.0071174377224199,0.0249110320284697,1e-09,0.0249110320284697,0.0142348754448398,0.0516014234875444,0.0231316725978647,0.0106761565836298,0.0035587188612099,0.0160142348754448,0.0017793594306049,0.0142348754448398,0.0017793594306049,0.0373665480427046,0.0213523131672597,1e-09,0.1032028469750889,0.0053380782918149,0.0071174377224199,0.0533807829181494,0.0017793594306049,0.0142348754448398,0.0266903914590747,0.0498220640569395,0.0017793594306049,1e-09,0.0160142348754448,1e-09,1e-09,0.0017793594306049,0.0088967971530249,1e-09,0.0213523131672597,6.18861687013627,0.09246076971321927
9,1972.0,3,0.0515820040912194,0.0005984440454817,0.0344849966831512,0.1660000601430687,0.0547869944320834,0.0209214427164559,0.0227566861725416,0.0065685891402098,0.0736692334229591,0.0229262293933384,0.0589949049635706,0.0074155642117483,0.0099729985036322,0.0048140825760932,0.0202412387164896,0.0089719368348896,0.0224659363080899,0.0015527950310559,0.0364863145777758,0.0144114432909218,0.0017545065641166,0.0566607409334911,0.013046869875698,0.0192868877309154,0.0527453155956004,0.0227312084139782,0.0191370753588298,0.0419487592710537,0.024051596284443,0.0083172105934866,0.0260896037272653,0.0095342791553793,0.0035898588300298,0.0082251824932161,0.0070572409430739,0.0066427442883057,0.0157710752391541,0.0237879494471842,9.13019007891182,1.1895550131593082
10,1973.0,1,0.0166666666666666,1e-09,0.0106060606060606,0.1636363636363636,0.0333333333333333,0.0015151515151515,0.0378787878787878,0.0151515151515151,0.0621212121212121,0.05,0.0196969696969696,0.0181818181818181,0.0242424242424242,0.0666666666666666,0.0363636363636363,0.0015151515151515,0.009090909090909,0.0181818181818181,0.1348484848484848,0.0075757575757575,0.003030303030303,0.0515151515151515,0.0015151515151515,0.0015151515151515,0.0196969696969696,0.0318181818181818,0.0136363636363636,0.006060606060606,0.003030303030303,0.0015151515151515,0.003030303030303,0.0469696969696969,0.0151515151515151,0.0015151515151515,0.0227272727272727,0.0121212121212121,0.0075757575757575,0.0303030303030303,8.17245808340932,0.5031110441824993
11,1974.0,2,0.0236419910838515,0.0008547008547008,0.0301658290030383,0.1170031518868727,0.0292387199363943,0.0199576908879234,0.0318510946417922,0.0111111111111111,0.0809793565607519,0.0222222222222222,0.0458258795468097,0.0008305647840531,0.0102322741857625,0.0085228724763608,0.0203921401595819,0.0051040690575574,0.0066686543430728,0.0025641025641025,0.0340673538347956,0.010797342192691,1e-09,0.0611863588607774,0.0216188204560297,0.0108938864752818,0.0581395348837209,0.0486696765766533,0.017779765454184,0.0365448504983388,0.0224252491694352,0.0091603486952324,0.0427350427350427,0.0452026010165544,0.0093775733310616,0.0178763097367748,0.0102564102564102,0.0042252321322088,0.0178521736661271,0.0540250447227191,9.583810412348853,0.49811540492287826
