,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,ENI,KL
1,1974.0,1,1e-09,0.1851851851851851,1e-09,1e-09,1e-09,0.074074074074074,1e-09,0.074074074074074,0.1111111111111111,0.037037037037037,1e-09,1e-09,1e-09,0.3333333333333333,0.037037037037037,0.1481481481481481,1e-09,3.568335262953022,11.805335073857012
2,1975.0,2,1e-09,0.05,1e-09,1e-09,0.05,0.1,0.05,1e-09,0.75,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1.8600996405026056,3.1694538958011584
3,1976.0,3,0.0140845070422535,0.156338028169014,0.0140845070422535,0.0234741784037558,0.0328638497652582,0.0943661971830985,1e-09,0.0046948356807511,0.4995305164319248,0.0046948356807511,1e-09,1e-09,0.0708920187793427,0.0093896713615023,0.0661971830985915,0.0093896713615023,1e-09,3.216180979376817,3.7373472766992544
4,1977.0,6,0.0930973266499581,0.1104845446950709,1e-09,0.0119047619047618,1e-09,0.0598719019771651,1e-09,0.0238095238095237,0.5756404901141743,1e-09,1e-09,0.0087719298245614,1e-09,1e-09,0.0512566137566137,0.0087719298245614,0.056390977443609,2.8091797355936183,1.3554207410255632
5,1978.0,3,0.0277777777777777,0.2253968253968253,0.0138888888888888,1e-09,0.0138888888888888,0.1083333333333333,0.0333333333333333,0.0138888888888888,0.3321428571428571,1e-09,1e-09,0.0138888888888888,0.0277777777777777,0.0809523809523809,0.061111111111111,1e-09,0.0476190476190475,4.033464580757689,2.9947408776803135
6,1979.0,3,0.1005809731299927,0.1815541031227305,0.0123456790123456,0.0344952795933187,0.0123456790123456,0.0762527233115468,0.0319535221496005,0.0468409586056644,0.3213507625272331,0.0123456790123456,1e-09,0.0123456790123456,0.022149600580973,0.0617283950617283,0.0319535221496005,0.0098039215686274,0.0319535221496005,4.627105149163609,1.006897398040818
7,1980.0,7,0.1255009927826889,0.1757083547165054,0.0079818483853976,0.0536769042812005,0.0296757690136115,0.081412530885612,0.020845567900746,0.0355875303059472,0.2683424559895423,1e-09,0.0016496205872649,0.0298273943576828,0.0764154263436981,0.0235461633298025,0.0265389268615636,0.009828265814652,0.0334622484440837,4.850333228723869,0.1250876303865235
8,1981.0,19,0.1045546731279996,0.1800779400636191,0.014527367930397,0.0289513052714552,0.0260773857755645,0.0774857999166404,0.0205817572761997,0.0404653815423368,0.3498344270074111,0.0051514759822656,0.0024023963652446,0.0106117169008707,0.0440356699999419,0.0270775056991062,0.0293760485639777,0.0155542753294086,0.0232348732475601,4.469630288606658,0.11737907019937127
9,1982.0,38,0.1100847822285103,0.1926817145382026,0.0103682021915591,0.035626041308868,0.0206250538131035,0.0756845257989879,0.0090137457524435,0.0405942467805695,0.3559763116343913,0.0016186785696767,0.0038672271741102,0.0135470782849879,0.0269761086573304,0.0162455613123471,0.0178061930762943,0.022620852714256,0.0466636761643606,4.278107811360384,0.028720417120717018
10,1983.0,28,0.1150951079856938,0.2014017630211848,0.026780603510427,0.0710614917376082,0.0353652282027885,0.0685124265472548,0.0215662412267168,0.0432776718362227,0.2629731854186458,0.0055246100021437,0.0030536820581682,0.0050853857973063,0.032775997951816,0.0182250855738827,0.0367473495687061,0.0155544844720292,0.0369996850894046,4.906170593593524,0.06448651073220213
11,1984.0,25,0.1091793209799634,0.1708145213884917,0.0411279614943376,0.0678596971347259,0.051687024704439,0.0625286789089443,0.0190699209264838,0.0422295973894147,0.2452988573986488,0.0036144095135094,0.0033430234549189,0.0239622258571446,0.0234573548059898,0.0257872130886212,0.0281776630414772,0.0181585498039973,0.0637039801088911,5.269676845830403,0.04102725773879029
12,1985.0,26,0.1361455833156753,0.1968474241369303,0.0284659331488998,0.0687627595597837,0.0530213795929177,0.0765520478182843,0.04128001768046,0.0317543699074055,0.1875096383654319,0.0099982372135087,0.0130397356792472,0.0130236082525577,0.0402185686922423,0.0117562758292365,0.0303366808365952,0.0343883858664173,0.0268993541044054,5.441842561689059,0.071141102123118
13,1986.0,30,0.1391695337229233,0.2147911647325036,0.0328058976052184,0.0745379845078286,0.0552628006770609,0.1024578142660595,0.0388321948424676,0.0274144311153572,0.1202219826411035,0.0095288963633646,0.0091997141908816,0.0123103401267257,0.0455203929959918,0.0256217792331545,0.0404242603090225,0.026577463334855,0.0253233493354803,5.573824261966248,0.02923890541624511
14,1987.0,57,0.159634198961524,0.2038951472690696,0.04345091415069,0.0639174671037297,0.0439329713690705,0.0703175814927938,0.0465458830658489,0.0308955654757341,0.1445532477400455,0.0074415202907741,0.0075746218004707,0.0123814577807224,0.0354913111363477,0.0390014616988201,0.0366688241066246,0.037689326938492,0.0166084996192412,5.53511899999602,0.022788596374590023
15,1988.0,37,0.1586566588131702,0.2006252317484707,0.0429319958320657,0.0768974581786277,0.0388177567261137,0.0695353742013572,0.0418875516570091,0.0430582767830319,0.1457236776142165,0.0070878503078936,0.0052688618646281,0.0257541227818518,0.0371228219938862,0.0335866518722596,0.0125958467094895,0.0389016815207275,0.0215481813951999,5.519582508417091,0.021586519240874274
16,1989.0,63,0.1328039191933846,0.2171356355067333,0.0396198053934718,0.0632111082067695,0.0564341514772309,0.0737987315465502,0.0459533983689766,0.0397933574228933,0.1237500906740208,0.0070464133623043,0.0073676886598554,0.0219880369996632,0.0409831376585844,0.0386406187399651,0.0166270223802151,0.0377344583258251,0.037112426083555,5.6996326255014305,0.01644904645739736
17,1990.0,82,0.1492073999259086,0.2655225377940723,0.0337227364861435,0.0688912536141404,0.0428945371149807,0.0637601379981329,0.0386946848857956,0.0480719871093031,0.1160605637740819,0.006164702586113,0.0070062428981274,0.0187668822470128,0.0341694953747533,0.0230621241467236,0.0130011828315914,0.0374077421245407,0.0335957890885778,5.289963381517858,0.016052570463555554
